Class Name,HastTest,#Bugs,#BugsBinary,#Blocker,#Critical,#Major,#Normal,#Minor,#Trivial,WMC,CBO,RFC,Ca,Ce,LOC,Qi,FANIN,"d(LOC,FANIN)","d(Qi,FANIN)","d(WMC,FANIN)","d( WMC,CBO)","d(Qi,CBO)","d(LOC, CBO)","d(LOC, Ce)","d(LOC, Ca)","d(WMC, Ce)","d(WMC, Ca)",Risk1,TLOC,"d(RFC,d(LOC, Ca))","d(RFC, Ca)","d(LOC,d(RFC, Ca))","d(LOC, RFC, Ca)","d(d(LOC,Ce),d(RFC, Ca))","d(LOC, WMC)","d(d(LOC,WMC),d(RFC, Ca))","D(d(LOC,RFC), d(LOC,Ca), d(RFC, Ca))","d(LOC, RFC)"
org.apache.tools.ant.taskdefs.SubAnt,1,0,0,0,0,0,0,0,0,23,15,88,0,15,541,0.023362062,1,3717.096313,386.0012355,393.6051321,240.6511999,228.0020917,3704.023893,3697.054098,3704.91201,79.55501241,253.9547204,0,75,562.805011,289.5600111,3697.417078,3708.322262,543.9168418,3697.801779,544.2187339,4292923.034,13667968
org.apache.tools.ant.taskdefs.StreamPumper,0,0,0,0,0,0,0,0,0,5,1,11,1,0,153,0.93514073,5,4102.822078,382.0000055,393.6356183,259.9788453,242.0000087,4092.161898,4085.149936,4092.102882,101.2422837,259.0482581,0,,281.0861481,337.3084642,4085.00742,4098.902536,153.1765386,4086.104502,153.2730071,1273430.009,16687461
org.apache.tools.ant.taskdefs.SQLExec,1,2,1,0,0,0,2,0,0,20,13,97,1,13,895,0.739847288,4,3364.868199,383.0000884,391.2658942,243.5159132,230.0001471,3350.902714,3343.072389,3351.6757,82.96987405,253.931093,6,132,905.6232897,283.867927,3343.560625,3355.030551,897.1477348,3343.957087,897.3138082,6785092.059,11175799
org.apache.tools.ant.taskdefs.Sleep,1,0,0,0,0,0,0,0,0,10,2,20,0,2,132,0.941648064,3,4123.91707,384.0000044,394.4058823,257.2566812,241.0000071,4113.066618,4106.132609,4113.125332,95.85927185,258.1937257,0,66,262.4207352,331.8026522,4106.021513,4119.384541,132.6633884,4106.986243,132.8599208,1101428.008,16859463
org.apache.tools.ant.taskdefs.SignJar,1,0,0,0,0,0,0,0,0,19,10,61,0,10,504,0.44221872,3,3753.693115,384.0004051,392.4499968,246.6779277,233.0006676,3741.262487,3734.083689,3741.833775,84.77027781,255.1960031,0,28,536.2473162,305.2212312,3734.212883,3746.45379,505.6194242,3734.878445,505.8750296,4017949.032,13942942
org.apache.tools.ant.taskdefs.Sequential,0,0,0,0,0,0,0,0,0,3,3,10,0,3,32,0.984745939,2,4223.583905,385.0000003,397.0314849,258.8609665,240.0000005,4212.841796,4206.121729,4212.956207,102.1420579,260.7163209,0,,239.1284264,338.7226004,4206.004826,4219.617163,32.63478451,4207.118372,32.6882529,270218.002,17690673
org.apache.tools.ant.taskdefs.SendEmail,0,0,0,0,0,0,0,0,0,2,1,5,0,1,10,0.994897959,0,4245.674622,387,399.2154807,261.0900228,242.0000001,4234.92007,4228.136705,4234.92007,103.7304198,261.0900228,0,,242.201197,342.2396821,4228.000964,4241.828851,10.39152268,4229.135609,10.44177786,84665.00062,17876226
org.apache.tools.ant.taskdefs.rmic.WLRmic,0,0,0,0,0,0,0,0,0,5,11,23,1,10,130,0.077788715,0,4126.188677,387.0010988,398.4896485,250.6970283,232.0018329,4114.545904,4108.07607,4115.063183,98.23441352,259.0482581,0,,258.8534407,329.0243152,4108.031431,4121.155299,131.0414809,4109.09832,131.0701727,1085003.008,16875888
org.apache.tools.ant.taskdefs.rmic.SunRmic,0,0,0,0,0,0,0,0,0,3,8,22,1,7,152,0.077788734,0,4104.286174,387.0010988,398.9711769,254.2321773,235.0018095,4092.752252,4086.095936,4093.101147,100.9603883,259.7883754,0,,271.3569134,329.7059296,4086.028977,4099.280669,152.8093337,4087.151208,152.8052416,1265270.009,16695621
org.apache.tools.ant.taskdefs.rmic.RmicAdapterFactory,0,0,0,0,0,0,0,0,0,3,7,14,1,6,88,0.985769552,2,4167.820174,385.0000003,397.0314849,255.1568145,236.0000004,4156.704945,4150.101324,4156.991821,101.2422837,259.7883754,0,,248.9930895,335.2163481,4150.011756,4163.516543,88.57963465,4151.13346,88.59853957,738158.0053,17222733
org.apache.tools.ant.taskdefs.rmic.RmicAdapter,0,0,0,0,0,0,0,0,0,4,6,4,3,4,4,1,1,4251.558773,386,397.7587208,255.704908,237,4240.627902,4234.113485,4240.740148,100.8811182,257.5597018,0,,243.0337488,340.8372045,4234.00214,4247.696552,5.851675123,4235.088193,5.904392179,33892.00051,17926999
org.apache.tools.ant.taskdefs.rmic.KaffeRmic,0,0,0,0,0,0,0,0,0,3,7,19,1,6,93,0.0176196,1,4162.934182,386.0012501,398.0012563,255.1568145,236.0020446,4151.71302,4145.101446,4152.000241,101.2422837,259.7883754,0,,246.1584449,331.7604558,4145.021446,4158.255644,93.97774836,4146.134827,93.99534741,779638.0056,17181253
org.apache.tools.ant.taskdefs.rmic.DefaultRmicAdapter,0,0,0,0,0,0,0,0,0,16,15,56,4,12,372,9.86113E-05,5,3884.826894,382.0013086,391.126578,242.9814808,228.0021925,3872.717392,3866.068416,3873.31899,87.09190548,252.3885893,0,,417.6983044,305.1638904,3866.206206,3878.0254,374.196631,3866.912463,374.4025611,3014744.023,14946147
org.apache.tools.ant.taskdefs.Rmic,1,0,0,0,0,0,0,0,0,48,25,109,7,20,819,0.018787737,6,3440.163078,381.0012635,384.5321833,224.1160414,218.0022082,3425.942936,3419.032904,3427.066676,54.12023651,240.6844407,0,54,829.2863152,272.5233935,3419.770098,3429.84402,822.3041288,3419.395414,822.990093,6271192.054,11689699
org.apache.tools.ant.taskdefs.Replace,1,0,0,0,0,0,0,0,0,22,9,90,2,9,826,0.844476159,3,3433.540447,384.0000315,391.8418048,246.6576575,234.0000517,3420.01462,3412.099061,3420.430382,82.21921916,252.3568901,0,67,839.177061,286.7908646,3412.498099,3424.031688,828.0844624,3412.891443,828.3425974,6318990.054,11641901
org.apache.tools.ant.taskdefs.Rename,1,0,0,0,0,0,0,0,0,5,5,19,0,5,100,0.943846095,2,4155.871629,385.0000041,396.5476012,256.259634,238.0000066,4144.838718,4138.108747,4145.070325,99.62429423,259.9788453,0,20,248.8534853,332.4875938,4138.019203,4151.33617,100.8110758,4139.090359,100.8800771,837619.006,17123272
org.apache.tools.ant.taskdefs.Redirector,0,0,0,0,0,0,0,0,0,21,13,52,2,11,522,0.664691111,7,3735.378963,380.0001479,388.1249799,243.1892267,230.0002444,3723.111065,3716.077502,3723.742204,82.56512581,252.667766,0,,556.341652,309.2329219,3716.173036,3728.844459,523.2812367,3716.839652,523.5695665,4152040.033,13808851
org.apache.tools.ant.taskdefs.RecorderEntry,0,0,0,0,0,0,0,0,0,16,6,36,1,5,366,0.644382382,2,3891.093548,385.0001642,394.0571025,251.4458192,237.0002668,3879.246447,3872.116217,3879.492879,89.19641248,255.2195134,0,,421.8567839,320.3154695,3872.079284,3885.226634,366.8500516,3872.91105,367.1057932,2968296.023,14992595
org.apache.tools.ant.taskdefs.Recorder,0,0,0,0,0,0,0,0,0,9,9,34,0,9,214,0.917564381,3,4042.280544,384.0000088,394.6352747,251.0717029,234.0000145,4030.797936,4024.083995,4031.270271,94.64142856,258.5440001,0,,301.5953712,322.3864141,4024.06407,4036.893484,215.2456363,4025.02882,215.3513777,1768102.013,16192789
org.apache.tools.ant.taskdefs.PumpStreamHandler,0,0,0,0,0,0,0,0,0,15,8,23,6,2,170,0.916710659,11,4085.339643,376.0000092,385.4880024,249.89998,235.0000148,4074.78208,4068.133847,4074.839874,91.1811384,250.8405868,0,,281.1745358,325.3797781,4068.04777,4080.992036,171.1339611,4068.887932,171.4290616,1412043.01,16548848
org.apache.tools.ant.taskdefs.Property,1,0,0,0,0,0,0,0,0,35,14,90,4,10,815,0.072664986,6,3444.138499,381.0011285,386.5048512,238.046214,229.0018776,3430.651542,3423.091293,3431.264053,69.64194139,246.7164364,0,69,828.5371582,285.1192733,3423.525375,3434.854,817.2408485,3423.617093,817.7647918,6243805.053,11717086
org.apache.tools.ant.taskdefs.ProcessDestroyer,1,1,1,0,0,0,0,1,0,8,2,33,2,1,269,0.967201218,3,3987.532696,384.0000014,394.8670662,257.9631757,241.0000022,3976.310099,3969.145626,3976.249615,98.08159868,257.0291812,2,41,343.380337,321.5524841,3969.069817,3982.004144,270.0110866,3970.06612,270.141254,2207716.016,15753175
org.apache.tools.ant.taskdefs.PreSetDef,1,1,1,0,0,0,1,0,0,4,11,19,0,11,102,0.116491366,0,4154.06608,387.0010085,398.7292314,251.0776772,232.0016823,4142.50166,4136.069632,4143.073738,98.95453501,260.3459237,3,55,249.6602539,332.4875938,4136.019213,4149.342599,102.8345002,4137.11397,102.8412699,854167.0061,17106724
org.apache.tools.ant.taskdefs.PathConvert,1,0,0,0,0,0,0,0,0,16,13,48,1,13,485,0.147032877,3,3772.593935,384.0009473,393.0801445,244.8591432,230.0015816,3760.04109,3753.064481,3760.729982,86.83317338,255.2195134,0,24,523.3691932,312.5411973,3753.141177,3765.99137,486.1550975,3753.93993,486.3304133,3875683.03,14085208
org.apache.tools.ant.taskdefs.Patch,0,0,0,0,0,0,0,0,0,11,11,38,0,11,250,0.760685192,2,4006.540777,385.0000744,395.1531349,248.485412,232.0001234,3994.742545,3988.072216,3995.335781,92.17917335,257.8468538,0,,325.4358871,319.7577208,3988.080483,4000.798545,251.3365693,3988.992981,251.4662999,2056538.015,15904353
org.apache.tools.ant.taskdefs.Parallel,1,0,0,0,0,0,0,0,0,19,8,52,2,8,523,0.890293734,3,3734.793301,384.0000157,392.4499968,248.5678982,235.0000256,3722.425285,3715.098114,3722.744283,85.38149682,253.3002171,0,83,557.2763752,309.2329219,3715.173082,3727.847905,524.2583259,3715.882937,524.5240391,4159471.033,13801420
org.apache.tools.ant.taskdefs.Pack,0,0,0,0,0,0,0,0,0,9,5,24,2,3,169,0.940513873,5,4086.891851,382.0000046,392.6894447,254.8038461,238.0000074,4075.954489,4069.125827,4076.071761,96.46242792,256.6729436,0,,279.6335423,327.6110499,4069.037559,4082.167317,169.9045503,4070.017445,170.0632462,1403907.01,16556984
org.apache.tools.ant.taskdefs.Move,1,0,0,0,0,0,0,0,0,7,9,50,0,9,686,0.820492136,2,3572.804081,385.0000418,396.0732256,251.8034948,234.0000689,3559.699426,3552.095156,3560.234262,96.56603958,259.254701,0,79,712.3383029,312.0464709,3552.153734,3565.68044,686.8288511,3553.217275,686.7579743,5343990.044,12616901
org.apache.tools.ant.taskdefs.Mkdir,1,0,0,0,0,0,0,0,0,4,3,17,0,3,99,0.967485473,4,4156.682571,383.0000014,394.848072,258.4879107,240.0000022,4145.952363,4139.1237,4146.06862,101.1928851,260.3459237,0,23,250.2917379,333.862247,4139.01524,4152.443257,99.6398655,4140.113163,99.70116848,829340.006,17131551
org.apache.tools.ant.taskdefs.MatchingTask,0,0,0,0,0,0,0,0,0,42,39,96,11,28,328,0.016046486,46,3924.841525,341.0014196,345.8973836,212.0848887,204.0023729,3915.318122,3910.006266,3916.817713,58.42088668,238.1701073,0,,361.0636567,275.9746365,3910.610887,3919.727286,335.3232754,3910.430155,335.9370994,2672640.021,15288251
org.apache.tools.ant.taskdefs.ManifestTask,0,0,0,0,0,0,0,0,0,7,9,36,0,9,250,0.785757713,2,4006.540777,385.0000596,396.0732256,251.8034948,234.0000981,3994.859197,3988.084753,3995.335781,96.56603958,259.254701,0,,326.723915,321.0685285,3988.072371,4000.903523,251.1953361,3989.084231,251.246781,2056536.015,15904355
org.apache.tools.ant.taskdefs.ManifestException,0,0,0,0,0,0,0,0,0,1,6,2,6,0,5,0.994897959,2,4250.472209,385,397.524842,256.8462575,237.0000001,4239.629465,4233.144694,4239.573681,105.0047618,255.9238168,0,,245.0555289,340.1778946,4233.002855,4246.646913,7.000576299,4234.157531,7.027909519,42357.00061,17918534
org.apache.tools.ant.taskdefs.Manifest,1,0,0,0,0,0,0,0,0,17,8,74,3,5,599,0.694877452,4,3659.099616,383.0001215,391.8902908,249.2268043,235.0001981,3646.580042,3639.123658,3646.840002,88.25531145,253.0019763,0,171,622.4736634,295.0423698,3639.344197,3650.941112,601.0923052,3639.946428,601.3199016,4718397.038,13242494
org.apache.tools.ant.taskdefs.MacroInstance,0,3,1,0,0,0,2,1,0,8,15,77,1,14,585,0.150141166,2,3673.232092,385.000938,395.839614,245.8617498,228.0015839,3660.108332,3653.060361,3660.941136,94.36630755,257.9631757,8,,608.0951829,294.9254143,3653.344482,3664.886083,587.2151295,3654.158316,587.1685044,4616312.037,13344579
org.apache.tools.ant.taskdefs.MacroDef,1,2,1,0,0,0,1,1,0,17,15,62,4,14,416,0.466467205,6,3840.943244,381.0003736,389.9358922,242.6375898,228.0006242,3828.794588,3822.057692,3829.403087,85.61541917,252.0575331,5,98,454.7213096,301.444854,3822.249242,3833.869194,418.3541132,3822.901123,418.5607075,3353022.026,14607869
org.apache.tools.ant.taskdefs.LogStreamHandler,0,0,0,0,0,0,0,0,0,2,7,9,3,4,31,0.968780355,23,4222.717727,364.0000013,376.9615365,255.5386468,236.0000021,4213.614244,4207.114213,4213.783336,102.7861858,258.3118271,0,,240.0113055,337.2906758,4207.007237,4220.49926,31.98092409,4208.141276,32.00429217,261804.002,17699087
org.apache.tools.ant.taskdefs.LogOutputStream,0,0,0,0,0,0,0,0,0,9,10,18,9,1,160,0.889298776,15,4094.93199,372.0000165,382.9686671,250.1399608,233.0000263,4084.650903,4078.141734,4084.650903,97.14422268,250.1399608,0,,279.4380081,326.695577,4078.041504,4091.065142,161.0411981,4079.0152,161.2177289,1330578.01,16630313
org.apache.tools.ant.taskdefs.LoadProperties,1,0,0,0,0,0,0,0,0,5,8,41,0,8,230,0.114852736,1,4026.544424,386.0010149,397.518553,253.4758371,235.001667,4014.883435,4008.090942,4015.299242,98.762341,259.9788453,0,19,308.3862975,317.8049716,4008.092901,4020.580058,231.6505333,4009.125715,231.6668053,1896621.014,16064270
org.apache.tools.ant.taskdefs.LoadFile,1,0,0,0,0,0,0,0,0,7,7,38,0,7,262,0.928536479,0,3994.789732,387.0000066,398.0175876,253.6631625,236.0000108,3982.997866,3976.09859,3983.35788,97.12363255,259.254701,0,67,334.7056433,319.7577208,3976.080726,3988.837049,263.2519686,3977.087502,263.313927,2152106.016,15808785
org.apache.tools.ant.taskdefs.KeySubst,0,0,0,0,0,0,0,0,0,8,2,39,0,2,308,0.893379123,3,3948.715741,384.0000148,394.8670662,257.9631757,241.0000236,3937.382506,3930.138547,3937.443841,97.73944956,258.8976632,0,,371.1142626,319.1049984,3930.085933,3942.933933,309.0845125,3931.076697,309.1971215,2515783.019,15445108
org.apache.tools.ant.taskdefs.JikesOutputParser,0,0,0,0,0,0,0,0,0,12,3,22,1,2,156,0.911310343,1,4100.209751,386.0000102,395.9040288,255.6247249,240.0000164,4089.049278,4082.133388,4089.108093,93.9840412,256.5638322,0,,273.6090717,329.7059296,4082.029005,4095.29364,156.7522463,4082.948444,156.9872106,1297942.009,16662949
org.apache.tools.ant.taskdefs.Jikes,0,0,0,0,0,0,0,0,0,2,5,30,0,5,189,0.949213869,0,4067.45252,387.0000033,399.2154807,257.3868684,238.0000054,4055.988782,4049.111137,4056.225462,102.4890238,261.0900228,0,,287.4815948,325.0430741,4049.049647,4062.025849,190.0778857,4050.185798,190.0545148,1566273.011,16394618
org.apache.tools.ant.taskdefs.JDBCTask,0,0,0,0,0,0,0,0,0,26,9,56,1,8,537,0.113227659,2,3720.97111,385.0010213,392.047191,245.4220854,234.0016803,3708.390082,3701.098486,3708.838363,78.77182237,252.1051368,0,,568.9687091,307.5093495,3701.190838,3713.753223,538.3436017,3701.739726,538.7525208,4263299.034,13697592
org.apache.tools.ant.taskdefs.Javadoc,0,1,1,0,0,0,0,1,0,85,35,227,7,35,2412,1.21199E-05,3,1865.939978,384.001302,384.2928571,208.540164,208.0024038,1837.808478,1826,1841.059749,15,235.4782368,2,,2403.813672,235.8495283,1829.264988,1841.168379,2414.601042,1826.061609,2415.589579,14626595.2,3334296
org.apache.tools.ant.taskdefs.Javac,1,0,0,0,0,0,0,0,0,75,27,121,11,18,918,2.85446E-05,9,3341.449386,378.0013227,378.8258175,217.4419463,216.0023147,3327.019086,3320.043524,3328.026592,30.23243292,232.3488756,0,135,925.3818381,263.1292458,3321.011631,3330.410936,921.7365329,3320.094125,922.7331311,6938365.061,11022526
org.apache.tools.ant.taskdefs.Java,1,2,1,0,0,0,1,1,0,48,22,151,0,22,1000,0.004026094,25,3258.172494,362.0013701,365.7157366,227.0352396,221.0022443,3245.533084,3238.026096,3247.030644,53.60037313,247.5237362,5,206,1002.367283,260.3459237,3239.10887,3248.449476,1003.686726,3238.417515,1004.344112,7476151.067,10484740
org.apache.tools.ant.taskdefs.Jar,1,0,0,0,0,0,0,0,0,23,15,99,2,13,1007,0.348014202,4,3253.62106,383.0005549,390.6635381,240.6511999,228.0009322,3239.034578,3231.074899,3239.901387,80.08120878,252.0495983,0,195,1015.72908,281.9645368,3231.616678,3243.279976,1009.030359,3231.917388,1009.238621,7521382.067,10439509
org.apache.tools.ant.taskdefs.Input,1,0,0,0,0,0,0,0,0,7,8,25,0,8,141,0.781111111,2,4115.049696,385.0000622,396.0732256,252.7330608,235.0001019,4103.734153,4097.088967,4104.140958,96.84007435,259.254701,0,43,262.8045179,328.4021924,4097.034003,4110.140752,142.0238244,4098.055393,142.1079707,1175260.009,16785631
org.apache.tools.ant.taskdefs.ImportTask,0,2,1,0,0,1,1,0,0,6,8,32,0,8,194,0.83118916,0,4062.475231,387.0000368,398.2524325,253.1027459,235.0000606,4050.822262,4044.090133,4051.23438,97.80081799,259.6150997,7,,289.2902742,323.7112911,4044.056531,4056.93542,195.2129813,4045.092335,195.2616433,1606740.012,16354151
org.apache.tools.ant.taskdefs.GZip,1,0,0,0,0,0,0,0,0,2,4,13,0,4,56,0.990814309,0,4199.868212,387.0000001,399.2154807,258.3118271,239.0000002,4188.823821,4182.114896,4188.996061,102.7861858,261.0900228,0,38,240.559739,336.6303611,4182.008565,4195.526665,56.64942953,4183.148097,56.66718595,471533.0034,17489358
org.apache.tools.ant.taskdefs.GUnzip,1,0,0,0,0,0,0,0,0,3,4,21,0,4,144,0.980346499,0,4112.2506,387.0000005,398.9711769,257.9341001,239.0000008,4100.970251,4094.117365,4101.146181,101.8331969,260.7163209,0,29,267.7864998,331.1193138,4094.023852,4107.368501,144.6875873,4095.148959,144.7070607,1199829.009,16761062
org.apache.tools.ant.taskdefs.Get,1,0,0,0,0,0,0,0,0,10,7,57,0,7,518,0.845463711,4,3739.66429,383.0000312,393.4323322,252.5787006,236.0000506,3727.478504,3720.105375,3727.863195,94.25497334,258.1937257,0,35,550.7390923,307.6751534,3720.188192,3732.70197,519.3728143,3721.08855,519.4406212,4122301.033,13838590
org.apache.tools.ant.taskdefs.GenerateKey,0,0,0,0,0,0,0,0,0,14,8,34,0,8,404,0.011245806,2,3853.281848,385.0012697,394.4882761,250.241883,235.0020801,3841.195257,3834.095069,3841.629862,90.13878189,256.8267899,0,,455.9684998,322.3864141,3834.067246,3847.530247,404.6710255,3834.964407,404.8525609,3261122.025,14699769
org.apache.tools.ant.taskdefs.FixCRLF,1,0,0,0,0,0,0,0,0,18,12,84,1,12,1202,0.143869002,4,3060.062908,383.0009569,391.6797161,245.1224184,231.0015865,3044.775361,3036.08712,3045.550361,85.16454661,254.568262,0,143,1210.266597,290.9467305,3036.482825,3049.909179,1203.260311,3037.107176,1203.291382,8743432.082,9217459
org.apache.tools.ant.taskdefs.Filter,1,0,0,0,0,0,0,0,0,6,6,18,0,6,95,0.890429129,3,4160.757743,384.0000156,395.3378302,254.9607813,237.0000253,4149.773247,4143.101495,4150.061807,98.37174391,259.6150997,0,70,247.8194343,333.1741286,4143.017148,4156.375103,95.77168372,4144.06624,95.85742697,796213.0057,17164678
org.apache.tools.ant.taskdefs.Expand,0,0,0,0,0,0,0,0,0,10,14,61,1,13,543,0.848270118,3,3714.899864,384.00003,394.4058823,246.0508078,229.0000503,3702.08941,3695.065493,3702.851064,92.64987858,257.2566812,0,,572.9694997,304.4289737,3695.223763,3707.519656,544.5833872,3696.095913,544.6040686,4307680.034,13653211
org.apache.tools.ant.taskdefs.Exit,0,0,0,0,0,0,0,0,0,8,4,18,0,4,172,0.856338699,3,4084.092555,384.0000269,394.8670662,256.0956852,239.0000432,4073.018168,4066.118173,4073.195306,97.08243919,258.8976632,0,,286.1569745,333.1741286,4066.017473,4079.627557,172.4228318,4067.040693,172.5511636,1428306.01,16532585
org.apache.tools.ant.taskdefs.ExecuteWatchdog,1,0,0,0,0,0,0,0,0,9,8,23,5,3,148,0.923585157,5,4107.800385,382.0000076,392.6894447,252.0039682,235.0000124,4096.74566,4090.125181,4096.860871,96.46242792,253.8700455,0,97,268.4382457,326.105811,4090.044078,4102.980015,149.2164015,4091.012222,149.3791873,1232567.009,16728324
org.apache.tools.ant.taskdefs.ExecuteStreamHandler,0,0,0,0,0,0,0,0,0,5,13,5,13,0,5,1,2,4250.472209,385,396.5476012,248.8473428,230,4239.243918,4233.144694,4239.189781,101.2422837,247.9233753,0,,242.0647948,333.1741286,4233.016783,4246.091615,12.91998342,4234.065895,12.9706681,42360.00205,17918531
org.apache.tools.ant.taskdefs.ExecuteOn,1,0,0,0,0,0,0,0,0,23,22,77,2,20,1164,0.119532957,7,3097.398263,380.00102,387.7228392,234.0299126,221.0017539,3081.933971,3074.036597,3083.354667,78.44743463,252.0495983,0,490,1173.811118,294.1088234,3074.422793,3088.037565,1165.207885,3074.964227,1165.331296,8511245.079,9449646
org.apache.tools.ant.taskdefs.ExecuteJava,1,0,0,0,0,0,0,0,0,11,11,54,1,10,437,0.215866406,6,3820.047382,381.0008069,391.2569488,248.485412,232.0013251,3808.07366,3801.082214,3808.632563,92.44457799,256.908544,0,57,476.9512559,308.7555668,3801.1737,3813.519503,438.5543667,3802.04182,438.6456055,3513097.027,14447794
org.apache.tools.ant.taskdefs.Execute,0,2,1,0,1,0,1,0,0,30,34,111,14,22,1004,0.577785718,52,3251.304507,335.0002661,342.2352992,220.4109798,209.0004265,3240.746365,3234.026129,3242.027144,71.19691005,238.5036687,8,,1011.943568,265.4806961,3234.9798,3244.878426,1007.253611,3234.757487,1007.572412,7501999.067,10458892
org.apache.tools.ant.taskdefs.ExecTask,1,0,0,0,0,0,0,0,0,36,19,106,4,15,712,0.291954327,15,3545.569066,372.0006738,377.4652302,232.9635165,224.001119,3533.10798,3526.056721,3534.023203,67.05221846,246.454864,0,377,724.617658,276.6315239,3526.664591,3536.834884,715.3553833,3526.58078,715.8800654,5528074.046,12432817
org.apache.tools.ant.taskdefs.Exec,0,0,0,0,0,0,0,0,0,10,6,44,1,6,367,0.678041933,4,3889.901027,383.0001353,393.4323322,253.5133133,237.0002187,3878.248316,3871.108627,3878.494811,94.5568612,257.2566812,0,,418.7855364,315.1031577,3871.116178,3883.803677,368.2431718,3872.0461,368.3564802,2976047.023,14984844
org.apache.tools.ant.taskdefs.email.UUMailer,0,0,0,0,0,0,0,0,0,2,4,15,0,4,59,0.99744898,0,4196.880985,387,399.2154807,258.3118271,239,4185.828711,4179.114978,4186.001075,102.7861858,261.0900228,0,,239.3327462,335.2431953,4179.011611,4192.425193,59.8300537,4180.148921,59.84703523,496618.0036,17464273
org.apache.tools.ant.taskdefs.email.PlainMailer,0,0,0,0,0,0,0,0,0,3,7,40,2,5,237,0.992856134,0,4019.672872,387.0000001,398.9711769,255.1568145,236.0000001,4007.954216,4001.11247,4008.191737,101.5332458,258.8609665,0,,314.3689576,316.9369022,4001.099078,4013.533356,238.6826784,4002.175658,238.6707336,1952683.015,16008208
org.apache.tools.ant.taskdefs.email.Message,0,0,0,0,0,0,0,0,0,11,6,26,4,2,181,0.912480085,5,4074.944539,382.00001,392.2307994,253.1600284,237.0000162,4063.916584,4057.13421,4063.975025,94.9210198,254.0964384,0,,285.5435771,324.784544,4057.050835,4069.979607,182.130192,4057.976097,182.3381612,1501421.011,16459470
org.apache.tools.ant.taskdefs.email.Mailer,0,0,0,0,0,0,0,0,0,18,8,20,3,5,134,0.90724223,4,4121.832723,383.0000112,391.6797161,248.8955604,235.0000183,4110.722686,4104.109648,4110.953296,87.31551981,252.6756815,0,,263.5172137,329.6209945,4104.029169,4117.215807,134.9091057,4104.819119,135.2485443,1117848.008,16843043
org.apache.tools.ant.taskdefs.email.EmailTask,1,0,0,0,0,0,0,0,0,30,14,89,1,13,844,0.146424834,2,3415.766532,385.0009462,391.3118961,239.4598087,229.0015908,3401.716772,3394.071302,3402.545665,73.37574531,250.9601562,0,14,856.9363388,288.1752939,3394.477244,3406.212119,845.9741596,3394.721785,846.3739274,6441497.055,11519394
org.apache.tools.ant.taskdefs.email.EmailAddress,1,0,0,0,0,0,0,0,0,8,4,15,4,0,286,0.82711655,5,3970.419121,382.0000391,392.9223842,256.0956852,239.0000625,3959.220252,3952.154982,3959.160012,98.43271814,255.1626932,0,59,367.9790958,332.3672667,3952.020493,3965.951588,286.2565552,3953.070705,286.3918571,2342355.017,15618536
org.apache.tools.ant.taskdefs.Echo,1,0,0,0,0,0,0,0,0,7,7,23,0,7,145,0.888812192,2,4111.067258,385.0000161,396.0732256,253.6631625,236.0000262,4099.798166,4093.095772,4100.147924,97.12363255,259.254701,0,23,266.6409446,329.7574866,4093.028734,4106.262169,145.8413534,4094.056424,145.9313596,1208018.009,16752873
org.apache.tools.ant.taskdefs.Ear,0,0,0,0,0,0,0,0,0,8,10,31,0,10,149,0.604329599,4,4106.897856,383.0002044,393.894656,250.505489,233.000336,4095.63304,4089.076424,4096.154904,95.33624704,258.8976632,0,,262.199269,324.3763247,4089.052486,4101.846048,150.4850323,4090.034841,150.5768917,1240754.009,16720137
org.apache.tools.ant.taskdefs.Dirname,1,0,0,0,0,0,0,0,0,4,5,10,0,5,48,0.94580463,2,4207.65077,385.0000038,396.7883567,256.6320323,238.0000062,4196.753984,4190.107397,4196.982726,100.5783277,260.3459237,0,34,241.7737711,338.7226004,4190.004845,4203.668993,48.44193846,4191.099617,48.50036632,404554.0029,17556337
org.apache.tools.ant.taskdefs.DependSet,1,1,1,0,0,0,0,1,0,6,10,33,0,10,511,0.940544505,2,3746.832529,385.0000046,396.3092227,251.2468905,233.0000076,3734.276101,3727.083847,3734.848457,97.26767192,259.6150997,2,30,553.024954,323.0479841,3727.065204,3740.974338,511.5199418,3728.185215,511.469779,4070148.032,13890743
org.apache.tools.ant.taskdefs.Deltree,1,0,0,0,0,0,0,0,0,4,3,18,0,3,152,0.954406327,3,4104.004386,384.0000027,395.8181401,258.4879107,240.0000043,4093.042389,4086.125304,4093.160148,101.1928851,260.3459237,0,14,274.6501014,333.1741286,4086.017387,4099.561074,152.4698426,4087.127598,152.5185586,1265266.009,16695625
org.apache.tools.ant.taskdefs.Delete,1,0,0,0,0,0,0,0,0,41,28,98,0,28,890,0.610050996,6,3369.609028,381.0001996,385.5411781,222.9484245,215.0003536,3354.896273,3348.007318,3356.734723,59.41380311,249.0883377,0,20,900.4685244,284.1918366,3348.553881,3360.04003,892.2022065,3348.519822,892.7396056,6751638.059,11209253
org.apache.tools.ant.taskdefs.Definer,0,1,1,0,0,0,0,1,0,22,17,73,4,15,618,0.7655703,5,3640.099449,382.0000719,389.8820334,239.081576,226.0001216,3627.047835,3620.055248,3627.815321,80.52328856,250.4555849,2,,641.0413597,294.8219802,3620.349057,3631.985683,620.1143548,3620.840234,620.3796525,4856317.039,13104574
