Class Name,HastTest,#Bugs,#BugsBinary,#Blocker,#Critical,#Major,#Normal,#Minor,#Trivial,WMC,CBO,RFC,Ca,Ce,LOC,Qi,FANIN,"d(LOC,FANIN)","d(Qi,FANIN)","d(WMC,FANIN)","d( WMC,CBO)","d(Qi,CBO)","d(LOC, CBO)","d(LOC, Ce)","d(LOC, Ca)","d(WMC, Ce)","d(WMC, Ca)",Risk1,TLOC
org.apache.tools.ant.taskdefs.condition.Equals,1,0,0,0,0,0,0,0,0,6,3,11,1,2,74,0.977248135,0,4181.945,387,398.252,257.752,240,4170.911,4164.131,4170.968,99.624,258.683,0,23
org.apache.tools.ant.taskdefs.condition.Contains,1,0,0,0,0,0,0,0,0,5,3,9,1,2,64,0.982259664,0,4191.902,387,398.49,258.118,240,4180.894,4174.13,4180.952,100.568,259.048,0,13
org.apache.tools.ant.taskdefs.condition.ConditionBase,0,0,0,0,0,0,0,0,0,20,20,25,5,18,122,0.907386388,6,4133.596,381,389.308,236.916,223,4122.037,4116.035,4122.818,81.786,250.138,0,
org.apache.tools.ant.taskdefs.condition.Condition,0,0,0,0,0,0,0,0,0,1,20,1,19,1,1,1,3,4254.365,384,396.556,243.988,223,4242.864,4237.136,4242.864,104.676,243.988,0,
org.apache.tools.ant.taskdefs.condition.And,0,0,0,0,0,0,0,0,0,2,3,7,1,3,23,0.994897959,0,4232.729,387,399.215,259.237,240,4221.827,4215.121,4221.884,103.092,260.163,0,
org.apache.tools.ant.taskdefs.Concat,1,2,1,0,0,1,1,0,0,28,18,94,2,18,769,0.444490807,1,3490.409,386,392.658,236.239,225.001,3476.289,3469.042,3477.292,73.98,250.567,7,149
org.apache.tools.ant.taskdefs.compilers.Sj,0,0,0,0,0,0,0,0,0,2,6,11,1,5,41,0.017422568,1,4214.713,386.001,398.246,256.462,237.002,4203.686,4197.107,4203.914,102.489,260.163,0,
org.apache.tools.ant.taskdefs.compilers.Kjc,0,0,0,0,0,0,0,0,0,4,10,26,1,9,195,0.000421764,1,4061.385,386.001,397.759,252.002,233.002,4049.708,4043.084,4050.177,99.459,259.417,0,
org.apache.tools.ant.taskdefs.compilers.Jvc,0,0,0,0,0,0,0,0,0,2,9,24,1,8,147,0.035422768,0,4109.264,387.001,399.215,253.693,234.002,4097.687,4091.089,4098.092,101.651,260.163,0,
org.apache.tools.ant.taskdefs.compilers.Jikes,0,1,1,0,0,0,0,1,0,2,9,28,1,8,268,0.019437791,0,3988.818,387.001,399.215,253.693,234.002,3976.89,3970.092,3977.308,101.651,260.163,2,
org.apache.tools.ant.taskdefs.compilers.JavacExternal,0,0,0,0,0,0,0,0,0,2,6,14,1,5,45,0.004439959,0,4210.822,387.001,399.215,256.462,237.002,4199.693,4193.107,4199.92,102.489,260.163,0,
org.apache.tools.ant.taskdefs.compilers.Javac13,0,0,0,0,0,0,0,0,0,2,7,13,1,6,66,0.00815338,0,4189.911,387.001,399.215,255.539,236.002,4178.67,4172.101,4178.955,102.201,260.163,0,
org.apache.tools.ant.taskdefs.compilers.Javac12,0,0,0,0,0,0,0,0,0,3,8,20,1,7,151,0.019599441,0,4105.282,387.001,398.971,254.232,235.002,4093.751,4087.096,4094.099,100.96,259.788,0,
org.apache.tools.ant.taskdefs.compilers.Gcj,0,1,1,0,0,0,1,0,0,3,9,28,1,8,155,0.00114074,1,4101.205,386.001,398.001,253.308,234.002,4089.7,4083.089,4090.106,100.688,259.788,3,
org.apache.tools.ant.taskdefs.compilers.DefaultCompilerAdapter,0,0,0,0,0,0,0,0,0,21,23,98,8,15,951,1.70677E-13,10,3308.549,377.001,385.188,233.754,220.002,3294.354,3287.061,3295.319,81.492,246.976,0,
org.apache.tools.ant.taskdefs.compilers.CompilerAdapterFactory,0,0,0,0,0,0,0,0,0,5,13,28,1,12,225,0.952988886,2,4031.426,385,396.548,248.847,230,4019.586,4013.066,4020.23,97.745,259.048,0,
org.apache.tools.ant.taskdefs.compilers.CompilerAdapter,0,0,0,0,0,0,0,0,0,2,4,2,3,2,2,1,1,4253.551,386,398.246,258.312,239,4242.737,4236.129,4242.737,103.407,258.312,0,
org.apache.tools.ant.taskdefs.Chmod,0,0,0,0,0,0,0,0,0,18,15,58,0,15,316,0.099381076,41,3937.233,346.001,355.584,242.297,228.002,3928.622,3922.051,3929.459,84.404,255.515,0,
org.apache.tools.ant.taskdefs.Checksum,1,1,1,0,0,0,1,0,0,20,11,91,1,10,962,0.843174282,3,3298.429,384,392.245,245.406,232,3284.205,3276.095,3284.853,83.815,253.931,3,60
org.apache.tools.ant.taskdefs.CallTarget,1,0,0,0,0,0,0,0,0,14,10,44,0,10,199,7.74378E-05,3,4057.213,384.001,393.512,248.365,233.002,4045.715,4039.077,4046.243,89.56,256.827,0,33
org.apache.tools.ant.taskdefs.BZip2,1,0,0,0,0,0,0,0,0,2,5,15,0,5,67,0.990814309,0,4188.915,387,399.215,257.387,238,4177.785,4171.108,4178.014,102.489,261.09,0,26
org.apache.tools.ant.taskdefs.BUnzip2,1,0,0,0,0,0,0,0,0,3,5,25,0,5,191,0.980346499,0,4065.462,387,398.971,257.008,238,4053.992,4047.111,4054.229,101.533,260.716,0,19
org.apache.tools.ant.taskdefs.BuildNumber,0,0,0,0,0,0,0,0,0,6,5,35,0,5,300,0.886712458,3,3956.678,384,395.338,255.891,238,3945.185,3938.114,3945.429,98.671,259.615,0,
org.apache.tools.ant.taskdefs.Basename,1,0,0,0,0,0,0,0,0,5,5,15,0,5,90,0.907527878,2,4165.829,385,396.548,256.26,238,4154.822,4148.108,4155.053,99.624,259.979,0,47
org.apache.tools.ant.taskdefs.Available,1,0,0,0,0,0,0,0,0,20,14,69,1,13,819,0.003154195,3,3440.497,384.001,392.245,242.572,229.002,3426.66,3419.071,3427.483,82.97,253.931,0,112
org.apache.tools.ant.taskdefs.AntStructure,1,0,0,0,0,0,0,0,0,9,7,61,0,7,749,0.931240814,3,3510.068,384,394.635,252.937,236,3496.973,3489.112,3497.383,95.21,258.544,0,11
org.apache.tools.ant.taskdefs.AntlibDefinition,0,0,0,0,0,0,0,0,0,5,8,12,6,2,49,0.982259664,6,4206.291,381,392.665,253.476,235,4195.586,4189.13,4195.643,100.568,254.403,0,
org.apache.tools.ant.taskdefs.Antlib,1,0,0,0,0,0,0,0,0,8,11,45,1,10,216,0.921744196,1,4040.48,386,396.812,249.576,232,4028.686,4022.078,4029.214,95.336,257.963,0,27
org.apache.tools.ant.taskdefs.Ant,1,1,1,0,0,0,1,0,0,24,17,118,2,15,1066,0.288683683,6,3194.8,381.001,388.506,238.437,226.001,3180.041,3172.063,3181.066,78.588,251.746,3,410
org.apache.tools.ant.taskdefs.AbstractCvsTask,1,0,0,0,0,0,0,0,0,41,17,105,2,15,988,0.518402922,6,3272.256,381,385.541,233.574,226.001,3257.848,3250.062,3258.849,62.298,247.146,0,29
org.apache.tools.ant.TaskContainer,1,0,0,0,0,0,0,0,0,1,13,1,12,1,1,1,1,4254.546,386,398.493,250.402,230,4243.238,4237.136,4243.238,104.676,250.402,0,34
org.apache.tools.ant.TaskAdapter,0,1,1,0,0,0,0,1,0,7,6,26,2,5,237,0.869141885,5,4019.195,382,393.158,254.594,237,4008.013,4001.112,4008.192,97.719,257.389,2,
org.apache.tools.ant.Task,0,0,0,0,0,0,0,0,0,30,138,52,135,7,318,0.323738039,260,3922.057,127.002,145.014,126.194,105.002,3921.406,3920.1,3921.46,75.392,127.863,0,
org.apache.tools.ant.Target,0,0,0,0,0,0,0,0,0,23,32,57,28,6,441,0.554344673,24,3814.312,363,371.077,224.611,211,3802.858,3797.111,3803.026,82.28,227.431,0,
org.apache.tools.ant.RuntimeConfigurable,0,2,1,0,0,0,1,1,0,21,19,66,12,8,502,0.437910335,9,3755.074,378,386.167,237.523,224.001,3742.709,3736.098,3743.073,83.487,243.189,5,
org.apache.tools.ant.PropertyHelper,0,1,1,0,0,0,1,0,0,20,3,50,2,2,721,0.66499175,3,3537.901,384,392.245,252.982,240,3525.179,3517.155,3525.179,86.539,252.982,3,
org.apache.tools.ant.ProjectHelper,0,1,1,0,0,1,0,0,0,18,23,68,16,9,413,0.376910066,18,3842.758,369.001,378.001,234.785,220.001,3831.322,3825.088,3831.671,86.023,240.416,4,
org.apache.tools.ant.ProjectComponent,0,0,0,0,0,0,0,0,0,5,128,8,128,1,37,0.967345994,217,4204.438,170,194.743,149.164,115,4202.574,4201.138,4202.546,100.901,148.395,0,
org.apache.tools.ant.Project,1,1,1,0,0,0,0,1,0,100,202,247,193,23,2015,3.9058E-05,202,2230.685,185.003,185,41,41.012,2223.378,2223.032,2223.54,12,49,2,130
org.apache.tools.ant.PathTokenizer,0,0,0,0,0,0,0,0,0,3,3,17,2,1,204,0.884725433,2,4052.33,385,397.031,258.861,240,4041.133,4034.143,4041.133,102.786,258.861,0,
org.apache.tools.ant.NoBannerLogger,0,0,0,0,0,0,0,0,0,4,4,16,0,4,59,0.934081903,1,4196.789,386,397.759,257.56,239,4185.829,4179.115,4186.001,100.881,260.346,0,
org.apache.tools.ant.Main,0,0,0,0,0,0,0,0,0,23,14,113,1,14,1964,0.82468618,2,2306.361,385,392.625,241.599,229,2285.501,2274.097,2286.735,79.812,253.002,0,
org.apache.tools.ant.MagicNames,0,0,0,0,0,0,0,0,0,1,0,2,0,0,6,1,0,4249.658,387,399.462,262.393,243,4238.971,4232.145,4238.914,105.005,261.467,0,
org.apache.tools.ant.Location,0,0,0,0,0,0,0,0,0,8,80,19,79,1,99,0.895546976,13,4155.863,374,385.149,187.171,163,4142.208,4139.14,4142.208,98.082,187.171,0,
org.apache.tools.ant.loader.AntClassLoader2,0,0,0,0,0,0,0,0,0,7,5,53,0,5,404,0.80414079,3,3853.182,384,395.101,255.525,238,3841.38,3834.117,3841.63,97.719,259.255,0,
org.apache.tools.ant.listener.MailLogger,0,0,0,0,0,0,0,0,0,7,10,69,0,10,453,0.881051365,2,3804.53,385,396.073,250.874,233,3792.165,3785.083,3792.728,96.302,259.255,0,
org.apache.tools.ant.listener.AnsiColorLogger,0,0,0,0,0,0,0,0,0,3,1,18,0,1,258,0.985969388,1,3998.674,386,398.001,260.716,242,3987.35,3980.145,3987.35,102.786,260.716,0,
org.apache.tools.ant.IntrospectionHelper,1,4,1,0,0,1,2,1,0,33,29,100,19,25,1585,0.13337743,7,2680.076,380.001,385.861,224.243,214.002,2661.617,2653.019,2662.356,67.742,232.848,12,536
org.apache.tools.ant.input.PropertyFileInputHandler,0,0,0,0,0,0,0,0,0,3,3,19,0,3,104,0.966336881,1,4151.982,386,398.001,258.861,240,4140.961,4134.124,4141.077,102.142,260.716,0,
org.apache.tools.ant.input.MultipleChoiceInputRequest,0,0,0,0,0,0,0,0,0,3,3,8,2,1,32,0.979721725,3,4223.493,384,396.062,258.861,240,4212.842,4206.137,4212.842,102.786,258.861,0,
org.apache.tools.ant.input.InputRequest,0,0,0,0,0,0,0,0,0,5,5,7,5,0,32,0.969750068,4,4223.402,383,394.606,256.26,238,4212.728,4206.146,4212.672,101.242,255.331,0,
org.apache.tools.ant.input.InputHandler,0,0,0,0,0,0,0,0,0,1,8,1,6,2,1,1,1,4254.546,386,398.493,255.002,235,4243.512,4237.129,4243.567,104.355,255.924,0,
org.apache.tools.ant.input.DefaultInputHandler,0,1,1,0,0,0,0,1,0,4,7,22,2,5,121,0.974755155,3,4134.869,384,395.818,254.778,236,4123.759,4117.109,4123.989,100.578,258.488,2,
org.apache.tools.ant.helper.ProjectHelperImpl,0,0,0,0,0,0,0,0,0,14,18,63,9,13,322,0.949962522,6,3934.491,381,390.585,240.875,225,3922.459,3916.062,3922.926,88.769,248.365,0,
org.apache.tools.ant.helper.ProjectHelper2,0,0,0,0,0,0,0,0,0,9,17,73,7,16,432,0.625781963,4,3825.222,383,393.662,243.633,226,3812.704,3806.047,3813.248,92.962,252.004,0,
org.apache.tools.ant.helper.AntXMLContext,0,0,0,0,0,0,0,0,0,26,10,47,7,3,279,0.808546125,7,3977.195,380,387.138,244.469,233,3965.85,3959.129,3965.968,80.623,246.376,0,
org.apache.tools.ant.filters.util.JavaClassHelper,0,0,0,0,0,0,0,0,0,3,5,19,0,5,89,0.969387755,0,4167.01,387,398.971,257.008,238,4155.821,4149.108,4156.052,101.533,260.716,0,
org.apache.tools.ant.filters.util.ChainReaderHelper,0,0,0,0,0,0,0,0,0,10,15,39,4,12,344,0.947459569,6,3912.595,381,391.486,245.12,228,3900.669,3894.068,3901.266,92.892,254.448,0,
org.apache.tools.ant.filters.TokenFilter,1,0,0,0,0,0,0,0,0,19,18,40,6,16,386,0.759237818,6,3870.796,381,389.515,239.136,225,3858.566,3852.047,3859.223,83.199,249.514,0,221
org.apache.tools.ant.filters.TailFilter,0,0,0,0,0,0,0,0,0,10,6,30,1,5,328,0.926130869,1,3929.007,386,396.353,253.513,237,3917.176,3910.115,3917.42,94.868,257.257,0,
org.apache.tools.ant.filters.TabsToSpaces,0,0,0,0,0,0,0,0,0,7,5,18,1,4,126,0.950122625,1,4130.077,386,397.045,255.525,238,4118.882,4112.117,4119.056,98.031,258.322,0,
org.apache.tools.ant.filters.StripLineComments,0,0,0,0,0,0,0,0,0,8,6,26,1,5,172,0.934203259,1,4084.281,386,396.812,254.23,237,4072.901,4066.111,4073.136,96.768,257.963,0,
org.apache.tools.ant.filters.StripLineBreaks,0,0,0,0,0,0,0,0,0,7,5,17,1,4,107,0.950122625,1,4148.995,386,397.045,255.525,238,4137.85,4131.116,4138.024,98.031,258.322,0,
org.apache.tools.ant.filters.StripJavaComments,1,0,0,0,0,0,0,0,0,4,3,7,1,2,161,0.894745861,1,4095.232,386,397.759,258.488,240,4084.058,4077.134,4084.117,101.514,259.417,0,18
org.apache.tools.ant.filters.StringInputStream,0,0,0,0,0,0,0,0,0,9,0,23,0,0,250,0.989821949,0,4006.733,387,397.555,259.48,243,3995.396,3988.154,3995.336,97.499,258.544,0,
org.apache.tools.ant.filters.ReplaceTokens,1,0,0,0,0,0,0,0,0,13,7,39,1,6,424,0.891627287,1,3833.483,386,395.683,251.525,236,3821.295,3814.11,3821.607,91.706,256.223,0,18
org.apache.tools.ant.filters.PrefixLines,0,0,0,0,0,0,0,0,0,7,5,22,1,4,150,0.934203259,1,4106.183,386,397.045,255.525,238,4094.922,4088.118,4095.098,98.031,258.322,0,
org.apache.tools.ant.filters.LineContainsRegExp,0,0,0,0,0,0,0,0,0,8,9,29,1,8,187,0.934203259,1,4069.348,386,396.812,251.436,234,4057.753,4051.09,4058.162,95.88,257.963,0,
org.apache.tools.ant.filters.LineContains,1,0,0,0,0,0,0,0,0,8,6,26,1,5,173,0.934203259,1,4083.286,386,396.812,254.23,237,4071.903,4065.111,4072.138,96.768,257.963,0,18
org.apache.tools.ant.filters.HeadFilter,0,0,0,0,0,0,0,0,0,10,6,25,1,5,251,0.926130869,1,4005.642,386,396.353,253.513,237,3994.038,3987.113,3994.277,94.868,257.257,0,
org.apache.tools.ant.filters.ExpandProperties,0,0,0,0,0,0,0,0,0,4,4,13,1,3,87,0.929662696,1,4168.908,386,397.759,257.56,239,4157.875,4151.123,4157.99,101.193,259.417,0,
org.apache.tools.ant.filters.EscapeUnicode,1,0,0,0,0,0,0,0,0,5,4,19,1,3,107,0.964814985,1,4148.995,386,397.519,257.189,239,4137.908,4131.124,4138.024,100.245,259.048,0,18
org.apache.tools.ant.filters.ConcatFilter,1,1,1,0,0,1,0,0,0,9,5,28,0,5,217,0.928641038,1,4039.485,386,396.582,254.804,238,4028.037,4021.112,4028.276,95.818,258.544,4,88
org.apache.tools.ant.filters.ClassConstants,0,1,1,0,0,1,0,0,0,5,3,20,1,2,168,0.967225275,1,4088.263,386,397.519,258.118,240,4077.07,4070.134,4077.129,100.568,259.048,4,
org.apache.tools.ant.filters.ChainableReader,0,0,0,0,0,0,0,0,0,1,19,1,19,0,1,1,0,4254.637,387,399.462,244.902,224,4242.917,4237.145,4242.864,105.005,243.988,0,
org.apache.tools.ant.filters.BaseParamFilterReader,0,0,0,0,0,0,0,0,0,4,14,7,11,3,22,0.974723145,11,4232.733,376,388.062,248.308,229,4222.215,4216.121,4222.324,101.193,250.154,0,
org.apache.tools.ant.filters.BaseFilterReader,0,0,0,0,0,0,0,0,0,10,20,21,18,2,151,0.883794158,17,4103.714,370,380.789,240.477,223,4093.079,4087.133,4093.134,95.859,241.404,0,
org.apache.tools.ant.FileScanner,0,0,0,0,0,0,0,0,0,14,4,14,4,0,14,1,1,4241.6,386,395.464,254.002,239,4230.756,4224.145,4230.7,92.849,253.061,0,
org.apache.tools.ant.ExitException,0,0,0,0,0,0,0,0,0,3,2,8,2,0,28,0.984771837,3,4227.476,384,396.062,259.788,241,4216.892,4210.145,4216.835,103.121,258.861,0,
org.apache.tools.ant.DynamicConfigurator,0,0,0,0,0,0,0,0,0,2,4,2,3,1,2,1,0,4253.641,387,399.215,258.312,239,4242.737,4236.136,4242.737,103.73,258.312,0,
org.apache.tools.ant.DirectoryScanner,1,0,0,0,0,0,0,0,0,53,37,119,28,9,1739,0.186810977,31,2524.23,356.001,359.089,211.294,206.002,2507.476,2499.135,2508.146,53.712,219.1,0,338
org.apache.tools.ant.Diagnostics,0,1,1,0,0,0,1,0,0,17,4,58,1,4,630,0.684906204,2,3628.483,385,393.845,253.002,239,3615.907,3608.133,3616.04,88.6,254.892,3,
org.apache.tools.ant.DemuxOutputStream,0,0,0,0,0,0,0,0,0,10,4,30,1,3,252,0.781406367,2,4004.55,385,395.38,255.384,239,3993.159,3986.128,3993.279,95.52,257.257,0,
org.apache.tools.ant.DemuxInputStream,0,0,0,0,0,0,0,0,0,3,2,5,1,1,34,0.933727612,1,4221.684,386,398.001,259.788,241,4210.902,4204.137,4210.902,102.786,259.788,0,
org.apache.tools.ant.DefaultLogger,0,0,0,0,0,0,0,0,0,16,13,39,6,7,341,0.883975266,6,3915.58,381,390.15,244.859,230,3903.781,3897.101,3904.139,88.544,250.503,0,
org.apache.tools.ant.ComponentHelper,0,0,0,0,0,0,0,0,0,34,21,132,8,16,1255,7.33113E-07,10,3006.729,377.001,382.734,231.603,222.002,2991.249,2983.061,2992.164,68.68,243.13,0,
org.apache.tools.ant.BuildLogger,0,0,0,0,0,0,0,0,0,4,5,4,4,1,4,1,1,4251.559,386,397.759,256.632,238,4240.684,4234.137,4240.684,101.843,256.632,0,
org.apache.tools.ant.BuildListener,0,0,0,0,0,0,0,0,0,7,9,7,8,1,7,1,1,4248.571,386,397.045,251.803,234,4237.466,4231.137,4237.466,99.02,251.803,0,
org.apache.tools.ant.BuildException,0,0,0,0,0,0,0,0,0,15,243,27,242,1,157,0.902614183,387,4081,0.097,85,85,0.097,4081,4081.142,4081,91.548,85,0,
org.apache.tools.ant.BuildEvent,0,0,0,0,0,0,0,0,0,11,12,15,9,4,97,0.940464659,13,4157.855,374,384.444,247.552,231,4147.438,4141.116,4147.55,94.244,249.419,0,
org.apache.tools.ant.AntTypeDefinition,0,0,0,0,0,0,0,0,0,20,11,45,7,4,543,0.697968814,8,3714.386,379,387.351,245.406,232,3702.276,3695.13,3702.465,85.796,248.244,0,
org.apache.tools.ant.AntClassLoader,1,1,1,0,0,0,0,1,0,49,24,126,18,8,1512,0.146130049,15,2751.265,372.001,375.48,224.86,219.002,2734.783,2726.134,2735.188,57.706,229.732,2,35
