Class Name,Tested,#Bugs,#BugsBinary,#Blocker,#Critical,#Major,#Normal,#Minor,#Trivial,WMC,CBO,RFC,Ca,Ce,LOC,Qi,FANIN,"d(LOC,FANIN)","d(Qi,FANIN)","d(WMC,FANIN)","d( WMC,CBO)","d(Qi,CBO)","d(LOC, CBO)","d(LOC, Ce)","d(LOC, Ca)","d(WMC, Ce)","d(WMC, Ca)",Risk1,TLOC,"d(RFC,d(LOC, Ca))","d(RFC, Ca)","d(LOC,d(RFC, Ca))","d(LOC, RFC, Ca)","d(d(LOC,Ce),d(RFC, Ca))","d(LOC, WMC)","d(d(LOC,WMC),d(RFC, Ca))","D(d(LOC,RFC), d(LOC,Ca), d(RFC, Ca))","d(LOC, RFC)","d(WMC, RFC)",#Hbugs,#Mbugs,#Lbugs,#Nbugs,#Severity,#Score,#Risk
org.apache.tools.ant.types.Path,1,1,1,0,0,0,1,0,0,26,33,80,26,8,719,0.609867744,82,1325.824272,113.0006735,123.9758041,114.9347641,103.0007388,1325.009434,1321.151392,1325.489344,54.7813837,120.3411816,3,224,728.2703664,159.1760032,1323.349247,1330.555523,723.3476604,1321.984115,723.7729128,2416639.108,1745157,2717,0,1,0,1,1,1,3
org.apache.tools.ant.types.PatternSet,1,0,0,0,0,0,0,0,0,20,10,60,5,6,557,0.31370535,3,1495.37721,192.0012266,200.2823008,138.2931669,126.001869,1488.343038,1483.163174,1488.687005,61.09828148,141.9471733,0,141,572.172946,188.138247,1483.837783,1494.886283,559.2556159,1484.09501,559.5829926,1962371.079,2199425,3385,0,0,0,0,0,0,0
org.apache.tools.ant.types.Reference,0,1,1,0,0,0,1,0,0,5,19,12,17,2,55,0.929348304,8,1993.788855,187.0000133,200.3821349,137.3790377,117.0000213,1988.445121,1985.17027,1988.504212,76.55063684,138.2316896,3,,192.3207676,218.5863674,1985.09487,1996.998998,58.34425012,1986.305364,58.46254944,221387.0079,3940409,5368,0,1,0,1,1,1,3
org.apache.tools.ant.types.ZipFileSet,0,1,1,0,1,0,0,0,0,9,11,20,4,7,108,0.293753065,14,1940.459997,181.0013779,193.3520106,142.298981,125.0019951,1936.039514,1932.114127,1936.43616,71.16881339,147.5974255,5,,206.5080848,219.4014585,1932.089457,1944.417908,109.6655366,1933.196317,109.8412906,428996.014,3732800,4800,1,0,0,0,2,5,5
org.apache.tools.ant.types.ZipScanner,0,0,0,0,0,0,0,0,0,6,3,11,2,1,68,0.881033178,20,1979.749732,175.0000404,188.8544413,150.7647174,133.0000532,1976.479952,1972.184829,1976.479952,75.96051606,150.7647174,0,,197.095315,227.8464395,1972.026107,1985.11914,68.76017921,1973.27773,68.9259686,272827.0087,3888969,5226,0,0,0,0,0,0,0
org.apache.tools.ant.UnknownElement,0,3,1,0,0,0,3,0,0,8,12,38,3,10,243,0.273042879,23,1805.21273,172.0015362,185.3240405,141.9048977,124.0021309,1801.273161,1797.090148,1801.841558,71.30918594,148.946299,9,,289.5318538,205.8834622,1797.286863,1808.75565,245.2134775,1798.32422,245.239699,932429.0321,3229367,4919,0,3,0,3,1,3,9
org.apache.tools.ant.util.DOMElementWriter,1,0,0,0,0,0,0,0,0,5,1,36,1,0,375,0.701517741,4,1675.919449,191.0002332,204.1200627,153,135.00033,1670.464007,1665.235419,1670.383489,77.25283166,152.118375,0,35,406.8596273,208.7007427,1665.257661,1678.028903,376.0992234,1666.55603,376.0393163,1389411.051,2772385,5344,0,0,0,0,0,0,0
org.apache.tools.ant.util.FileNameMapper,0,0,0,0,0,0,0,0,0,3,17,3,17,0,3,1,2,2046.122675,193,206.7002661,140.1320806,119,2040.472984,2037.192431,2040.414909,79.12016178,139.2838828,0,,193.0424285,226.2145,2037.034057,2049.522383,12.15515504,2038.34369,12.18257938,12234.00634,4149562,5669,0,0,0,0,0,0,0
org.apache.tools.ant.util.FileUtils,1,1,1,0,0,0,1,0,0,16,7,78,5,3,745,0.772463642,7,1308.575179,188.0001377,197.6486782,142.69548,129.0002007,1301.409236,1295.24129,1301.50874,65.9241989,143.6001393,3,137,752.2656407,175.5676508,1296.503764,1306.846969,747.5618981,1296.435883,747.6275958,2484653.112,1677143,3839,0,1,0,1,1,1,3
org.apache.tools.ant.util.FlatFileNameMapper,0,0,0,0,0,0,0,0,0,4,2,7,1,1,20,0.969074391,0,2029.390303,195.0000025,208.2162338,152.5942332,134.0000036,2024.439676,2020.180437,2024.439676,77.83315489,152.5942332,0,,190.057609,231.682973,2020.009858,2033.242976,20.98317879,2021.318629,21.09987702,81207.00271,4080589,5518,0,0,0,0,0,0,0
org.apache.tools.ant.util.GlobPatternMapper,1,1,1,0,0,0,1,0,0,5,2,15,1,1,137,0.938897074,2,1912.761877,193.0000097,205.9927183,152.118375,134.0000139,1907.71198,1903.19153,1907.71198,76.89603371,152.118375,3,59,226.8514417,225.2043516,1903.042976,1916.279207,137.5962813,1904.361573,137.6863684,540206.0175,3621590,5365,0,1,0,1,1,1,3
org.apache.tools.ant.util.IdentityMapper,0,0,0,0,0,0,0,0,0,4,2,5,1,1,16,0.969074391,0,2033.37183,195.0000025,208.2162338,152.5942332,134.0000036,2028.430921,2024.180081,2028.430921,77.83315489,152.5942332,0,,191.6715851,233.3173804,2024.005402,2037.403495,16.68095401,2025.316025,16.80057234,65029.00214,4096767,5520,0,0,0,0,0,0,0
org.apache.tools.ant.util.MergingMapper,0,0,0,0,0,0,0,0,0,4,4,5,3,1,24,0.969074391,3,2025.122219,192.0000025,205.4093474,150.8409759,132.0000036,2020.316807,2016.180795,2020.316807,77.83315489,150.8409759,0,,192.5201078,232.1745033,2016.008399,2029.325257,24.70643765,2017.321244,24.82314873,97349.00317,4064447,5520,0,0,0,0,0,0,0
org.apache.tools.ant.util.regexp.JakartaOroMatcher,1,0,0,0,0,0,0,0,0,5,7,17,0,7,75,0.959964082,1,1974.553367,194.0000041,206.9299398,147.732867,129.0000062,1969.229799,1965.112211,1969.631945,75,153,0,8,194.0117055,224.2008029,1965.048408,1977.748973,76.33636696,1966.318642,76.38956757,300392.0096,3861404,5363,0,0,0,0,0,0,0
org.apache.tools.ant.util.regexp.JakartaRegexpMatcher,1,0,0,0,0,0,0,0,0,5,4,13,0,4,65,0.959964082,1,1984.505228,194.0000041,206.9299398,150.359569,132.0000061,1979.406224,1975.145817,1979.608547,75.89466384,153,0,8,194.1519366,227.4071239,1975.028373,1988.049044,65.90220511,1976.311969,65.99535062,260988.0083,3900808,5367,0,0,0,0,0,0,0
org.apache.tools.ant.util.regexp.RegexpMatcher,1,0,0,0,0,0,0,0,0,4,5,4,4,1,4,1,2,2045.127135,193,206.3443723,149.966663,131,2040.210038,2036.17902,2040.210038,77.83315489,149.966663,0,53,192.0470761,232.432786,2036.007594,2049.224487,6.857764469,2037.308273,6.935398536,16308.0015,4145488,5521,0,0,0,0,0,0,0
org.apache.tools.ant.util.regexp.RegexpMatcherFactory,0,1,1,0,0,0,1,0,0,3,3,9,1,2,48,0.965509138,4,2001.135927,191.0000031,204.8340792,152.2005256,133.0000045,1996.435073,1992.169671,1996.501941,78.4346862,153.0751449,3,,193.0522477,230.0543414,1992.015822,2005.240385,48.67434238,1993.374024,48.72975963,193545.0061,3968251,5663,0,1,0,1,1,1,3
org.apache.tools.ant.util.RegexpPatternMapper,0,1,1,0,0,0,1,0,0,5,4,20,0,4,144,0.955451751,1,1905.899263,194.0000051,206.9299398,150.359569,132.0000075,1900.589382,1896.151893,1900.800095,75.89466384,153,3,,227.188803,221.8129843,1896.069043,1908.930853,144.9462334,1897.366596,144.9917649,566804.0184,3594992,5360,0,1,0,1,1,1,3
org.apache.tools.ant.util.SourceFileScanner,0,1,1,0,1,0,0,0,0,3,9,25,7,2,277,0.722000687,9,1772.784533,186.0002078,200.1799191,146.9863939,127.0003043,1767.568386,1763.191708,1767.640518,78.4346862,147.8512766,5,,325.378473,213.6000936,1763.168752,1775.892452,278.0724572,1764.552351,277.9727216,1053456.037,3108340,5647,1,0,0,0,2,5,5
org.apache.tools.ant.XmlLogger,0,0,0,0,0,0,0,0,0,11,11,61,0,11,517,0.680974768,1,1535.306158,194.0002623,204.9194964,141.3541651,125.0004071,1528.121069,1523.094876,1528.97155,68.15423685,150.2697574,0,,532.8746918,190.9188309,1523.727352,1534.919868,519.2356228,1524.429401,519.161923,1842132.073,2319664,4491,0,0,0,0,0,0,0
org.apache.tools.mail.MailMessage,0,0,0,0,0,0,0,0,0,27,3,63,1,2,527,0.04570795,2,1525.259978,193.0023592,199.3715125,142.0880009,133.0034235,1518.834422,1513.223381,1518.922315,56.35601121,143.0244734,0,,542.107917,188.7988347,1513.799569,1524.734075,529.2600646,1513.825948,529.9151739,1872494.074,2289302,2633,0,0,0,0,0,0,0
org.apache.tools.mail.MailPrintStream,0,0,0,0,0,0,0,0,0,5,1,9,1,0,81,0.92185817,2,1968.484188,193.0000158,205.9927183,153,135.0000226,1963.646098,1959.200092,1963.577602,77.25283166,152.118375,0,,203.7431986,230.0543414,1959.016088,1972.461913,81.38025866,1960.322678,81.51753738,323928.0102,3837868,5371,0,0,0,0,0,0,0
org.apache.tools.mail.SmtpResponseReader,0,0,0,0,0,0,0,0,0,5,1,18,1,0,96,0.928696291,1,1953.65606,194.0000131,206.9299398,153,135.0000188,1948.681862,1944.201636,1948.61284,77.25283166,152.118375,0,,202.1659408,222.8003591,1944.059371,1956.725837,97.18547195,1945.332876,97.31316494,382482.0123,3779314,5362,0,0,0,0,0,0,0
org.apache.tools.tar.TarBuffer,0,0,0,0,0,0,0,0,0,21,2,35,2,0,617,0.723217959,3,1435.894495,192.0001995,200,145.2308507,134.0002859,1429.295281,1423.275448,1429.201875,62.60990337,144.3086969,0,,635.9764622,208.8300745,1423.298815,1438.241635,617.6056442,1424.101471,618.0396577,2136706.089,2025090,3297,0,0,0,0,0,0,0
org.apache.tools.tar.TarConstants,0,0,0,0,0,0,0,0,0,0,1,0,1,0,24,1,0,2025.408848,195,209.6520928,155.4155719,135,2020.515033,2016.194435,2020.448465,81.93289938,154.5477273,0,,197.4655701,237.4278838,2016.000079,2029.933004,24.00438214,2017.46995,23.98939241,97344.00296,4064452,6125,0,0,0,0,0,0,0
org.apache.tools.tar.TarEntry,0,0,0,0,0,0,0,0,0,31,6,65,4,2,747,0.074263519,4,1307.030987,191.0022434,196.4611921,137.8985134,130.0032961,1299.518757,1293.261381,1299.619175,52.83937925,138.8416364,0,,756.2750039,185.2619767,1294.074818,1306.204808,748.7898267,1293.817993,749.4919897,2489816.112,1671980,2247,0,0,0,0,0,0,0
org.apache.tools.tar.TarInputStream,0,0,0,0,0,0,0,0,0,16,3,40,1,2,604,0.288141892,2,1448.911661,193.0013128,202.410474,146.3215637,133.001905,1442.14597,1436.235357,1442.238538,66.3098786,147.2311108,0,,622.1005842,205.6501884,1436.364196,1450.650888,604.8222119,1437.295029,605.0227738,2099544.087,2062252,3877,0,0,0,0,0,0,0
org.apache.tools.tar.TarOutputStream,0,0,0,0,0,0,0,0,0,15,3,37,1,2,437,0.355481674,2,1614.576725,193.0010762,202.7140844,146.7412689,133.0015617,1608.508004,1603.210841,1608.590998,67.23094526,147.6482306,0,,463.9661172,207.935086,1603.281797,1616.430017,438.0139071,1604.198554,438.2860726,1592028.06,2569768,4003,0,0,0,0,0,0,0
org.apache.tools.tar.TarUtils,0,0,0,0,0,0,0,0,0,8,1,14,1,0,274,0.717817731,2,1776.514847,193.0002063,204.9634114,151.6113452,135.0002949,1771.15245,1766.221957,1771.076509,74.46475676,150.7215977,0,,328.4260103,226.0088494,1766.040667,1780.403325,274.232205,1767.347447,274.3671064,1042858.036,3118938,4943,0,0,0,0,0,0,0
org.apache.tools.zip.AsiExtraField,1,0,0,0,0,0,0,0,0,20,4,42,0,4,376,0.495843535,1,1675.270724,194.0006551,202.2003956,143.7810836,132.0009628,1669.227366,1664.173068,1669.46728,61.84658438,146.5400969,0,95,405.3850808,204.7950195,1664.331143,1676.555099,377.4817885,1664.975976,377.9376308,1392746.051,2769050,3403,0,0,0,0,0,0,0
org.apache.tools.zip.ExtraFieldUtils,1,0,0,0,0,0,0,0,0,8,4,39,1,3,377,0.834379594,1,1674.277456,194.0000707,205.905318,148.946299,132.0001039,1668.2305,1663.187903,1668.389942,73.38937253,150.7215977,0,71,407.5281788,206.4097866,1663.299896,1675.760723,378.3249188,1664.430834,378.3424478,1396070.051,2765726,4918,0,0,0,0,0,0,0
org.apache.tools.zip.UnixStat,0,0,0,0,0,0,0,0,0,0,1,0,1,0,7,1,0,2042.330532,195,209.6520928,155.4155719,135,2037.477362,2033.192809,2037.411348,81.93289938,154.5477273,0,,196.1267757,237.4278838,2033.000079,2046.817285,7.022170885,2034.457667,7.017848299,28511.00088,4133285,6125,0,0,0,0,0,0,0
org.apache.tools.zip.UnrecognizedExtraField,0,0,0,0,0,0,0,0,0,10,3,13,1,2,76,0.905322864,2,1973.460159,193.0000232,204.2988008,148.9227988,133.0000337,1968.498158,1964.17209,1968.565976,71.86793444,149.8165545,0,,198.1141372,226.8149025,1964.031814,1977.053616,76.83758593,1965.142488,77.12463365,304317.0097,3857479,4672,0,0,0,0,0,0,0
org.apache.tools.zip.ZipEntry,1,0,0,0,0,0,0,0,0,23,5,68,2,3,462,0.463657764,3,1589.637695,192.0007491,199.4492417,141.6933308,131.0010979,1583.428243,1578.198023,1583.594961,59.50630219,143.5444182,0,48,478.3120919,184.5887321,1578.903446,1588.759579,465.0705985,1578.923684,465.6019247,1671584.064,2490212,3044,0,0,0,0,0,0,0
org.apache.tools.zip.ZipExtraField,0,0,0,0,0,0,0,0,0,6,5,6,4,1,6,1,2,2043.13607,193,205.6453257,149.0033557,131,2038.214169,2034.179196,2038.214169,75.96051606,149.0033557,0,,190.102698,230.7834483,2034.01278,2047.050805,9.388465587,2035.238807,9.518391598,24450.00186,4137346,5231,0,0,0,0,0,0,0
org.apache.tools.zip.ZipLong,1,0,0,0,0,0,0,0,0,7,2,8,2,0,147,0.929322829,3,1902.712012,192.000013,204.3624232,151.1820095,134.0000186,1897.73681,1893.207067,1897.666462,75.3923073,150.2963739,0,34,238.5224086,230.2889489,1893.01568,1906.956213,147.1868779,1894.2938,147.3604287,578159.0187,3583637,5088,0,0,0,0,0,0,0
org.apache.tools.zip.ZipOutputStream,0,0,0,0,0,0,0,0,0,17,7,81,4,3,1159,0.175603913,2,901.8924548,193.0017607,202.1113554,142.2708684,129.0026342,890.3942947,881.3546392,890.6862523,65,144.0867794,0,,1159.492798,174.3158054,883.2982927,898.0796179,1160.585734,883.0407692,1160.160766,3385520.197,776276,3715,0,0,0,0,0,0,0
org.apache.tools.zip.ZipShort,1,0,0,0,0,0,0,0,0,7,6,8,6,0,89,0.929322829,4,1960.327014,191.0000131,203.4232042,147.6482306,130.0000192,1955.326315,1951.200912,1955.260085,75.3923073,146.7685252,0,32,208.0888929,228.002193,1951.025584,1964.277475,89.55037781,1952.255362,89.75516518,355207.0113,3806589,5088,0,0,0,0,0,0,0
