Class Name,HasT,#Bugs,#BugsBinary,#Blocker,#Critical,#Major,#Normal,#Minor,#Trivial,WMC,CBO,RFC,Ca,Ce,LOC,Qi,FANIN,"d(LOC,FANIN)","d(Qi,FANIN)","d(WMC,FANIN)","d( WMC,CBO)","d(Qi,CBO)","d(LOC, CBO)","d(LOC, Ce)","d(LOC, Ca)","d(WMC, Ce)","d(WMC, Ca)",Risk1,TLOC,"d(RFC,d(LOC, Ca))","d(RFC, Ca)","d(LOC,d(RFC, Ca))","d(LOC, RFC, Ca)","d(d(LOC,Ce),d(RFC, Ca))","d(LOC, WMC)","d(d(LOC,WMC),d(RFC, Ca))","D(d(LOC,RFC), d(LOC,Ca), d(RFC, Ca))","d(LOC, RFC)","d(WMC, RFC)",#Hbugs,#Mbugs,#Lbugs,#Nbugs,#Severity,#Score,#Risk
org.apache.tools.ant.taskdefs.optional.jsp.WLJspc,0,0,0,0,0,0,0,0,0,9,9,61,0,9,586,0.00108442,2,3977.769475,425.0011739,439.2561895,502.415167,490.0010182,3985.238387,3955.099114,3986.229923,114.4770719,510.2205406,0,,624.596828,547.2960807,3955.0955,3992.688067,586.6799219,3956.557342,586.6720993,4978717.034,15642252,12548,0,0,0,0,0,0,0
org.apache.tools.ant.taskdefs.optional.depend.constantpool.ConstantPoolEntry,0,0,0,0,0,0,0,0,0,7,14,24,10,12,124,0.969785269,10,4436.640396,417.0000011,432.0393501,497.9899597,485.0000009,4443.547457,4417.070749,4443.875898,115.7324501,500.9121679,0,,291.7734939,554.8333083,4417.045042,4451.710795,125.6575196,4418.445202,125.7325013,1110816.007,19510153,13033,0,0,0,0,0,0,0
org.apache.tools.ant.taskdefs.optional.j2ee.WebLogicHotDeploymentTool,0,0,0,0,0,0,0,0,0,13,8,37,1,8,331,0.013305855,2,4231.397523,425.0011454,438.2624784,502.5236313,491.0009914,4238.535242,4210.09988,4239.234483,110.8602724,508.3876474,0,,413.7203155,556.7854165,4210.03846,4246.658687,331.5237641,4211.359519,331.7142408,2896618.019,17724351,11700,0,0,0,0,0,0,0
org.apache.tools.ant.taskdefs.optional.clearcase.CCUnlock,0,0,0,0,0,0,0,0,0,13,7,37,0,7,184,0.787641317,2,4377.679065,425.0000531,438.2624784,503.5007448,492.0000458,4384.690753,4357.103281,4385.368058,111.1260546,509.3652913,0,,310.480368,557.6782226,4357.033566,4392.545276,184.8245889,4358.313665,185.0635735,1637269.01,18983700,11700,0,0,0,0,0,0,0
org.apache.tools.ant.taskdefs.optional.ccm.Continuus,0,0,0,0,0,0,0,0,0,7,12,26,3,9,106,0.92314473,7,4454.84287,420.000007,434.9356274,499.9379962,487.0000061,4461.658212,4435.088387,4462.538515,116.4173527,507.7341824,0,,282.472563,560.0616038,4435.024426,4470.223037,107.0631322,4436.439338,107.1616347,951482.006,19669487,13031,0,0,0,0,0,0,0
org.apache.tools.ant.util.ConcatResourceInputStream,0,0,0,0,0,0,0,0,0,10,6,26,2,4,156,0.930076957,3,4405.451282,424.0000058,438.0365282,505.1227574,493.000005,4412.626655,4385.124172,4412.962837,114.8433716,508.0511785,0,,304.4941953,560.9456302,4385.021826,4420.733536,156.6229673,4386.379487,156.8172876,1392482.009,19228487,12362,0,0,0,0,0,0,0
org.apache.tools.ant.taskdefs.optional.extension.ExtensionSet,0,0,0,0,0,0,0,0,0,7,11,28,2,9,122,0.253385337,5,4439.104076,422.0006605,436.8672567,500.9121679,488.0005711,4445.863808,4419.088707,4446.749037,116.4173527,508.7091507,0,,286.9322301,560.0142855,4419.024672,4454.34361,122.9362403,4420.444548,123.0301123,1093148.007,19527821,13029,0,0,0,0,0,0,0
org.apache.tools.ant.types.resources.comparators.DelegatedResourceComparator,0,0,0,0,0,0,0,0,0,6,7,27,2,5,169,0.229282541,10,4391.841641,417.0007122,432.3019778,505.0346523,492.0006037,4399.596345,4372.117107,4400.045454,118.4060809,508.9322155,0,,310.433466,560.4792592,4372.023391,4407.7796,169.6217628,4373.486024,169.7029533,1506324.009,19114645,13257,0,0,0,0,0,0,0
org.apache.tools.ant.taskdefs.optional.extension.JarLibResolveTask,0,0,0,0,0,0,0,0,0,13,10,36,0,10,369,3.20405E-21,2,4193.59142,425.0011765,438.2624784,500.5696755,489.0010225,4200.560082,4172.087367,4201.617308,110.3539759,509.3652913,0,,444.7761119,558.1290173,4172.033231,4209.167614,369.4229955,4173.371898,369.5886931,3215133.021,17405836,11701,0,0,0,0,0,0,0
org.apache.tools.ant.taskdefs.Unpack,0,0,0,0,0,0,0,0,0,13,9,36,2,7,202,3.97821E-05,2,4359.764443,425.0011764,438.2624784,501.546608,490.0010203,4366.580012,4339.103709,4367.257377,111.1260546,507.4100906,0,,322.2552705,556.3452166,4339.039165,4374.521802,202.8705641,4340.319113,203.1045865,1793796.011,18827173,11701,0,0,0,0,0,0,0
org.apache.tools.ant.taskdefs.optional.vss.MSVSSADD,0,0,0,0,0,0,0,0,0,8,6,26,0,6,95,0.536146126,4,4466.077138,423.0002543,437.5762791,505.5620635,493.0002182,4473.249937,4446.108073,4473.803751,116.211015,510.4390267,0,,278.4581272,562.7148479,4446.016373,4481.468956,95.78977966,4447.410483,95.93659052,853791.0053,19767178,12806,0,0,0,0,0,0,0
org.apache.tools.ant.taskdefs.StreamPumper,0,0,0,0,0,0,0,0,0,10,5,18,5,0,182,0.916177689,7,4379.187253,420.0000084,434.1658669,506.0988046,494.0000071,4386.902894,4359.157029,4386.790398,116.056021,505.1227574,0,,325.2371755,562.0934086,4359.018464,4395.09158,182.4195962,4360.387712,182.6387782,1619818.01,19001151,12370,0,0,0,0,0,0,0
org.apache.tools.ant.taskdefs.CopyPath,0,0,0,0,0,0,0,0,0,11,9,38,0,9,260,0.06082341,2,4302.044398,425.0010377,438.755057,501.9770911,490.0009001,4308.951265,4281.091566,4309.868327,112.5388822,509.7891721,0,,359.4331808,557.2288578,4281.035981,4317.11304,260.6349875,4282.387418,260.7891819,2293758.015,18327211,12131,0,0,0,0,0,0,0
org.apache.tools.ant.BuildEvent,0,0,0,0,0,0,0,0,0,11,17,15,15,3,97,0.940464659,12,4463.335188,415.0000043,429.0757509,494.171023,482.0000037,4470.062639,4444.130061,4470.170578,114.179683,495.146443,0,,290.038685,554.8134822,4444.044857,4478.499079,99.03852693,4445.336545,99.27744334,871560.0057,19749409,12154,0,0,0,0,0,0,0
org.apache.tools.ant.taskdefs.optional.javacc.JJDoc,0,0,0,0,0,0,0,0,0,8,13,57,0,13,377,1.97286E-06,2,4185.632688,425.0011765,439.5099544,498.7384084,486.0010288,4192.265736,4164.069164,4193.673807,114.5425685,510.4390267,0,,439.9641632,548.9672121,4164.080012,4200.031071,377.9482733,4165.505972,377.9618306,3281842.021,17339127,12775,0,0,0,0,0,0,0
org.apache.tools.ant.util.OutputStreamFunneler,0,0,0,0,0,0,0,0,0,12,2,21,2,1,146,0.974723145,3,4415.404964,424.0000008,437.5385697,508.5990562,497.0000006,4423.01187,4395.147438,4422.899615,113.8419958,507.6219065,0,,303.935842,563.2983224,4395.015,4430.951365,146.438319,4396.326762,146.7085584,1304677.008,19316292,11931,0,0,0,0,0,0,0
org.apache.tools.ant.util.SourceFileScanner,0,0,0,0,0,0,0,0,0,7,15,23,7,8,148,0.217672662,7,4413.031724,420.0007286,434.9356274,497.0160963,484.0006323,4419.581994,4393.095719,4420.354058,116.6619047,503.8352905,0,,303.4119186,557.9480263,4393.032249,4428.290302,148.9930748,4394.453095,149.0855014,1322255.008,19298714,13034,0,0,0,0,0,0,0
org.apache.tools.ant.taskdefs.optional.j2ee.ServerDeploy,0,0,0,0,0,0,0,0,0,9,7,20,5,6,75,0.052794195,5,4485.893445,422.001063,436.3542139,504.3659386,492.0009118,4493.01903,4466.107589,4493.128643,115.2475596,505.3414687,0,,278.2933806,561.135456,4466.020846,4501.114195,76.25805226,4467.379209,76.4339506,675545.0043,19945424,12589,0,0,0,0,0,0,0
org.apache.tools.ant.taskdefs.optional.jlink.JlinkTask,0,0,0,0,0,0,0,0,0,11,6,35,0,6,217,0.000331315,2,4344.83613,425.0011757,438.755057,504.9059318,493.0010135,4352.013902,4324.111123,4352.583141,113.3225485,509.7891721,0,,332.3608074,558.5812385,4324.030345,4359.929931,217.6275214,4325.373625,217.8148946,1923740.012,18697229,12134,0,0,0,0,0,0,0
org.apache.tools.ant.types.Reference,0,0,0,0,0,0,0,0,0,9,63,15,61,2,103,0.236930942,20,4456.623498,407.0007153,421.8649073,449.9077683,436.0006677,4459.365426,4438.13801,4459.463309,116.3872845,450.8769233,0,,293.827424,515.2649804,4438.399051,4467.811769,118.9558375,4439.387908,119.1294801,924852.0083,19696117,12594,0,0,0,0,0,0,0
org.apache.tools.ant.taskdefs.optional.junit.SummaryJUnitResultFormatter,0,0,0,0,0,0,0,0,0,12,8,31,2,6,223,0.941405359,2,4338.864944,425.000004,438.5076966,502.7375061,491.0000035,4345.826159,4318.111277,4346.393908,112.3610253,507.6219065,0,,339.4259679,558.6277831,4318.030213,4353.985416,223.6078005,4319.350414,223.8185089,1975588.013,18645381,11921,0,0,0,0,0,0,0
org.apache.tools.ant.taskdefs.optional.clearcase.CCMkdir,0,0,0,0,0,0,0,0,0,11,7,33,0,7,178,0.803200608,2,4383.650762,425.0000456,438.755057,503.9295586,492.0000394,4390.652913,4363.103139,4391.329298,113.0530849,509.7891721,0,,310.2882184,559.4899463,4363.026795,4398.726861,178.6871903,4364.361351,178.8786711,1584945.01,19036024,12136,0,0,0,0,0,0,0
org.apache.tools.ant.taskdefs.Exit,0,0,0,0,0,0,0,0,0,12,6,30,0,6,282,7.63832E-21,2,4280.152567,425.0011765,438.5076966,504.6909946,493.0010142,4287.438629,4259.112818,4288.016441,112.3610253,509.5762946,0,,380.8151043,560.8636198,4259.022739,4295.77106,282.3652457,4260.369115,282.5591099,2481630.016,18139339,11922,0,0,0,0,0,0,0
org.apache.tools.ant.taskdefs.optional.depend.constantpool.FieldRefCPInfo,0,0,0,0,0,0,0,0,0,7,4,21,2,4,108,0.015735663,7,4452.851783,420.0011533,434.9356274,507.7341824,495.0009786,4460.550863,4433.122827,4460.661946,117.7200068,508.7091507,0,,287.8116046,563.2983224,4433.014871,4468.645656,108.6206773,4434.439987,108.7531685,969213.006,19651756,13036,0,0,0,0,0,0,0
org.apache.tools.ant.taskdefs.optional.depend.constantpool.InterfaceMethodRefCPInfo,0,0,0,0,0,0,0,0,0,7,4,21,2,4,108,0.015735663,7,4452.851783,420.0011533,434.9356274,507.7341824,495.0009786,4460.550863,4433.122827,4460.661946,117.7200068,508.7091507,0,,287.8116046,563.2983224,4433.014871,4468.645656,108.6206773,4434.439987,108.7531685,969213.006,19651756,13036,0,0,0,0,0,0,0
org.apache.tools.ant.taskdefs.optional.depend.constantpool.MethodRefCPInfo,0,0,0,0,0,0,0,0,0,7,4,21,2,4,108,0.015735663,7,4452.851783,420.0011533,434.9356274,507.7341824,495.0009786,4460.550863,4433.122827,4460.661946,117.7200068,508.7091507,0,,287.8116046,563.2983224,4433.014871,4468.645656,108.6206773,4434.439987,108.7531685,969213.006,19651756,13036,0,0,0,0,0,0,0
org.apache.tools.ant.taskdefs.optional.perforce.P4Fstat,0,0,0,0,0,0,0,0,0,9,7,37,1,7,323,0.944189674,2,4239.357145,425.0000037,439.2561895,504.3659386,492.0000032,4246.597226,4218.106684,4247.179417,114.9826074,509.2445385,0,,407.4330947,556.7854165,4218.038387,4254.589757,323.5290562,4219.460274,323.625714,2829194.018,17791775,12572,0,0,0,0,0,0,0
org.apache.tools.ant.types.selectors.MappingSelector,0,0,0,0,0,0,0,0,0,8,9,24,2,7,143,0.287896344,3,4418.39111,424.000598,438.5430424,502.637046,490.0005174,4425.212311,4398.102318,4425.880703,115.9482643,508.4879546,0,,299.8784304,561.88255,4398.018914,4433.747399,143.61295,4399.425872,143.7392812,1278301.008,19342668,12808,0,0,0,0,0,0,0
org.apache.tools.ant.taskdefs.optional.dotnet.ImportTypelib,0,0,0,0,0,0,0,0,0,11,4,29,0,4,224,0.730027184,2,4337.869754,425.0000857,438.755057,506.8589547,495.0000736,4345.286412,4317.126127,4345.629183,113.8859078,509.7891721,0,,341.4406039,561.3243269,4317.020973,4353.340556,224.4125637,4318.375852,224.6128752,1984221.013,18636748,12140,0,0,0,0,0,0,0
org.apache.tools.ant.TaskAdapter,0,0,0,0,0,0,0,0,0,6,7,28,2,6,261,0.851901301,4,4300.852125,423.0000259,438.092456,505.0346523,492.0000223,4308.185697,4280.112265,4308.644334,118.1397478,508.9322155,0,,367.3226076,560.0142855,4280.025473,4316.481901,261.4399672,4281.517955,261.4846026,2302309.015,18318660,13256,0,0,0,0,0,0,0
org.apache.tools.ant.taskdefs.KeySubst,0,0,0,0,0,0,0,0,0,8,2,40,0,2,281,0.874662467,2,4281.147627,425.0000185,439.5099544,509.4634432,497.0000158,4288.89368,4260.143777,4289.009676,117.3413823,510.4390267,0,,373.3694144,556.3344318,4260.039938,4296.173646,281.5959333,4261.472046,281.7177988,2473121.016,18147848,12792,0,0,0,0,0,0,0
org.apache.tools.ant.DemuxOutputStream,0,0,0,0,0,0,0,0,0,10,3,30,1,2,245,0.766881216,2,4316.971276,425.0000639,439.0045558,508.0511785,496.0000548,4324.538357,4296.142572,4324.653165,115.4339638,509.0275042,0,,354.7372026,559.9758923,4296.02551,4332.342207,245.4392331,4297.408056,245.6238096,2165095.014,18455874,12358,0,0,0,0,0,0,0
org.apache.tools.ant.taskdefs.optional.junit.XalanExecutor,0,0,0,0,0,0,0,0,0,9,4,32,1,3,145,0.913578009,2,4416.496462,425.0000088,439.2561895,507.2928149,495.0000075,4423.781301,4396.131481,4424.005538,116.090482,509.2445385,0,,293.7754605,559.0572421,4396.02812,4431.40621,145.8534088,4397.401164,146.0330708,1295897.008,19325072,12577,0,0,0,0,0,0,0
org.apache.tools.ant.taskdefs.optional.ejb.JbossDeploymentTool,0,0,0,0,0,0,0,0,0,6,5,23,1,5,160,0.909236327,5,4401.277655,422.0000098,437.1269838,506.9832344,494.0000083,4408.763659,4381.116867,4409.100815,118.4060809,509.9068542,0,,309.0486129,563.2352972,4381.015213,4417.057278,160.4339861,4382.482972,160.5180594,1427543.009,19193426,13261,0,0,0,0,0,0,0
org.apache.tools.ant.taskdefs.cvslib.CVSEntry,0,0,0,0,0,0,0,0,0,9,4,19,3,1,88,0.9308436,3,4473.140396,424.0000056,438.2887176,507.2928149,495.0000048,4480.427881,4453.145517,4480.427881,116.691902,507.2928149,0,,282.931662,563.3702158,4453.01462,4488.495851,88.7261518,4454.383235,88.93706981,791491.0049,19829478,12590,0,0,0,0,0,0,0
org.apache.tools.ant.taskdefs.optional.jsp.compilers.JasperC,0,0,0,0,0,0,0,0,0,6,15,56,1,14,280,0.631818629,2,4282.142688,425.0001595,440.023863,497.2444067,484.00014,4288.400284,4261.062074,4289.886945,116.2970335,509.9068542,0,,362.2648001,548.4824519,4261.081154,4296.155723,281.3047835,4262.524721,281.292587,2464616.016,18156353,13228,0,0,0,0,0,0,0
org.apache.tools.ant.taskdefs.optional.perforce.P4Resolve,0,0,0,0,0,0,0,0,0,13,4,22,0,4,298,0.91301174,2,4264.231936,425.0000089,438.2624784,506.4326214,495.0000076,4271.776445,4243.128327,4272.125115,111.9732111,509.3652913,0,,397.9535228,564.5883456,4243.012242,4280.398229,298.1808049,4244.348949,298.4104458,2617654.017,18003315,11715,0,0,0,0,0,0,0
org.apache.tools.ant.taskdefs.optional.jsp.compilers.DefaultJspCompilerAdapter,0,0,0,0,0,0,0,0,0,10,6,26,1,5,129,0.851963694,2,4432.422475,425.0000258,439.0045558,505.1227574,493.0000222,4439.458638,4412.116046,4439.904616,114.5600279,509.0275042,0,,291.688761,561.8300455,4412.019008,4447.628244,129.6671988,4413.371047,129.8616186,1154963.007,19466006,12362,0,0,0,0,0,0,0
org.apache.tools.ant.taskdefs.optional.net.SetProxy,0,0,0,0,0,0,0,0,0,11,3,24,0,3,309,0.920631127,2,4253.286847,425.0000074,438.755057,507.8356033,496.0000064,4260.967026,4232.136576,4261.2003,114.179683,509.7891721,0,,404.8378242,563.6488268,4232.014641,4269.370445,309.1987602,4233.403477,309.3821373,2710881.017,17910088,12145,0,0,0,0,0,0,0
org.apache.tools.ant.taskdefs.ManifestTask,0,0,0,0,0,0,0,0,0,7,9,39,0,9,260,0.819939235,2,4302.044398,425.0000381,439.7658468,502.8608157,490.0000331,4308.951265,4281.091566,4309.868327,116.4173527,510.6593777,0,,358.7383608,556.7809264,4281.037841,4317.055246,260.6655357,4282.491097,260.7162802,2293759.015,18327210,13018,0,0,0,0,0,0,0
org.apache.tools.ant.XmlLogger,0,0,0,0,0,0,0,0,0,16,12,75,0,12,682,1.12012E-41,1,3882.442144,426.0011737,438.5111173,497.9809233,487.0010267,3889.607949,3859.080979,3891.000514,106.9626103,508.7435503,0,,709.8276565,541.6391788,3859.14231,3896.826144,682.8586189,3860.401145,682.9886962,5728875.04,14892094,11029,0,0,0,0,0,0,0
org.apache.tools.ant.taskdefs.BuildNumber,0,0,0,0,0,0,0,0,0,7,4,38,0,4,258,0.046348262,2,4304.034619,425.0010699,439.7658468,507.7341824,495.0009186,4311.50948,4283.127129,4311.854937,117.7200068,510.6593777,0,,358.0084925,557.2288578,4283.035964,4319.096318,258.6040825,4284.490401,258.6910059,2276630.014,18344339,13019,0,0,0,0,0,0,0
org.apache.tools.ant.types.RegularExpression,0,0,0,0,0,0,0,0,0,8,10,15,6,4,110,0.07102452,6,4450.955178,421.0010249,435.6432026,501.662237,489.0008824,4457.901076,4431.122883,4458.231151,116.7604385,504.5869598,0,,294.2852856,562.6659755,4431.016562,4466.581915,110.6770495,4432.415256,110.8341249,986935.0062,19634034,12817,0,0,0,0,0,0,0
org.apache.tools.ant.util.Watchdog,0,1,1,0,0,0,1,0,0,7,3,22,3,1,112,0.954957441,3,4449.249038,424.0000024,438.7994986,508.7091507,496.000002,4456.686774,4429.146306,4456.575591,118.5959527,507.7341824,3,,288.4396201,561.9439474,4429.018603,4464.506916,112.7218978,4430.441287,112.8763038,1004662.006,19616307,13035,0,1,0,1,1,1,3
org.apache.tools.ant.taskdefs.optional.ejb.WeblogicTOPLinkDeploymentTool,0,0,0,0,0,0,0,0,0,6,5,22,1,4,98,0.562199912,4,4463.090633,423.0002266,438.092456,506.9832344,494.000194,4470.378619,4443.122551,4470.711129,118.6802427,509.9068542,0,,283.2734391,563.7064839,4443.013802,4478.617421,98.63598651,4444.462285,98.74595049,880454.0055,19740515,13262,0,0,0,0,0,0,0
org.apache.tools.ant.taskdefs.optional.dotnet.JSharp,0,0,0,0,0,0,0,0,0,9,5,17,0,5,71,0.892793429,3,4490.064142,424.0000136,438.2887176,506.3170943,494.0000116,4497.214249,4470.11454,4497.655389,115.5205609,510.2205406,0,,280.0103453,566.961198,4470.00684,4505.812357,71.44953003,4471.377976,71.63537124,639798.0039,19981171,12592,0,0,0,0,0,0,0
org.apache.tools.ant.taskdefs.optional.junit.XMLJUnitResultFormatter,0,0,0,0,0,0,0,0,0,15,11,65,0,11,443,0.923962255,1,4120.082523,426.0000068,438.749359,499.1683083,488.0000059,4126.95384,4098.082478,4128.148253,108.1711607,508.9489169,0,,493.2557313,545.6491547,4098.103544,4134.167026,444.0091047,4099.344948,444.1966277,3827142.025,16793827,11248,0,0,0,0,0,0,0
org.apache.tools.ant.types.resources.FileResourceIterator,0,0,0,0,0,0,0,0,0,8,9,13,8,1,109,0.740538567,10,4451.574216,417.0000807,431.7788786,502.637046,490.0000687,4459.004822,4432.146207,4459.004822,117.6435294,502.637046,0,,295.855366,561.8941181,4432.018735,4467.476805,109.7478846,4433.414937,109.9282973,978070.0062,19642899,12819,0,0,0,0,0,0,0
org.apache.tools.ant.taskdefs.optional.unix.AbstractAccessTask,0,0,0,0,0,0,0,0,0,6,8,21,2,6,83,0.8482719,4,4478.023336,423.0000272,438.092456,504.0605122,491.0000234,4484.957636,4458.107782,4485.507775,118.1397478,508.9322155,0,,279.4874436,563.2983224,4458.014788,4493.44734,83.8173424,4459.457366,83.91720636,746938.0047,19874031,13263,0,0,0,0,0,0,0
org.apache.tools.ant.taskdefs.optional.ccm.CCMReconfigure,0,0,0,0,0,0,0,0,0,9,6,25,0,6,120,0.824316841,2,4441.381092,425.0000363,439.2561895,505.3414687,493.0000313,4448.403084,4421.108684,4448.959991,115.2475596,510.2205406,0,,288.7339892,563.1811432,4421.015217,4456.726826,120.5854068,4422.393243,120.7504768,1075465.007,19545504,12584,0,0,0,0,0,0,0
org.apache.tools.ant.taskdefs.optional.ssh.ScpToMessage,0,0,0,0,0,0,0,0,0,15,7,49,2,5,402,0.989821949,1,4160.864934,426.0000001,438.749359,503.0795166,492.0000001,4168.139273,4139.1237,4168.613319,109.767937,506.9921104,0,,465.5361808,550.5787864,4139.070758,4175.459017,402.7390324,4140.331629,402.9810617,3489409.023,17131560,11264,0,0,0,0,0,0,0
org.apache.tools.ant.util.regexp.RegexpMatcherFactory,0,0,0,0,0,0,0,0,0,6,8,22,3,5,163,0.223837623,3,4398.48383,424.0007104,439.0580827,504.0605122,491.0006135,4405.447196,4378.116947,4405.894801,118.4060809,507.9576754,0,,311.5636979,561.9439474,4378.01882,4413.917195,163.5225737,4379.483988,163.6056724,1453819.009,19167150,13262,0,0,0,0,0,0,0
org.apache.tools.ant.taskdefs.optional.depend.constantpool.NameAndTypeCPInfo,0,0,0,0,0,0,0,0,0,6,6,16,5,3,84,0.246352409,7,4476.745358,420.0006762,435.1965073,506.0088932,493.000576,4484.183092,4457.129682,4484.183092,118.9621789,506.0088932,0,,284.6556643,563.0568355,4457.01542,4492.424958,84.819369,4458.457693,84.94058166,755848.0048,19865121,13268,0,0,0,0,0,0,0
org.apache.tools.ant.taskdefs.optional.perforce.P4Integrate,0,0,0,0,0,0,0,0,0,26,4,34,0,4,399,0.867063907,1,4163.849181,426.0000207,436.2476361,503.8462067,495.0000179,4171.473241,4142.131456,4171.830294,99.62429423,506.7938437,0,,470.7004352,559.0348826,4142.029929,4179.555479,399.3139957,4143.066497,399.8289513,3464551.023,17156418,9090,0,0,0,0,0,0,0
org.apache.tools.ant.taskdefs.optional.extension.JarLibAvailableTask,0,0,0,0,0,0,0,0,0,7,7,28,0,7,191,0.901117213,2,4370.712185,425.0000115,439.7658468,504.8098652,492.0000099,4377.735031,4350.103447,4378.413411,116.9144987,510.6593777,0,,321.8498564,561.7864363,4350.019408,4386.126309,191.4728771,4351.467454,191.5590684,1698209.011,18922760,13029,0,0,0,0,0,0,0
org.apache.tools.ant.taskdefs.LogOutputStream,0,0,0,0,0,0,0,0,0,6,20,13,17,3,56,0.925784055,16,4503.792402,411.0000067,426.5172916,492.3789191,479.0000057,4510.50618,4485.128872,4510.719011,118.9621789,494.324792,0,,280.9261332,554.0631733,4485.04785,4519.094046,59.71510815,4486.448595,59.83768239,505469.0037,20115500,13271,0,0,0,0,0,0,0
org.apache.tools.ant.types.TimeComparison,0,0,0,0,0,0,0,0,0,8,8,15,5,3,136,0.914045601,3,4425.358856,424.0000087,438.5430424,503.6119538,491.0000075,4432.28,4405.131213,4432.502002,117.0469991,505.5620635,0,,304.8283792,563.540593,4405.014341,4440.901147,136.4673605,4406.423607,136.6248273,1216671.008,19404298,12817,0,0,0,0,0,0,0
org.apache.tools.ant.taskdefs.optional.perforce.P4Labelsync,0,0,0,0,0,0,0,0,0,9,5,20,0,5,156,0.893953089,2,4405.547639,425.0000132,439.2561895,506.3170943,494.0000114,4412.738492,4385.11676,4413.188077,115.5205609,510.2205406,0,,309.5591576,565.5333766,4385.009751,4421.318016,156.2919356,4386.404678,156.4541302,1392476.009,19228493,12589,0,0,0,0,0,0,0
org.apache.tools.ant.util.LeadPipeInputStream,0,0,0,0,0,0,0,0,0,9,3,20,1,2,177,0.906422337,2,4384.646052,425.0000103,439.2561895,508.2686298,496.0000088,4392.096538,4364.140351,4392.209581,116.3872845,509.2445385,0,,320.5734043,564.6529908,4364.011752,4400.378279,177.2840562,4365.411435,177.4630758,1576205.01,19044764,12589,0,0,0,0,0,0,0
org.apache.tools.ant.util.ReflectUtil,0,0,0,0,0,0,0,0,0,6,4,15,3,1,125,0.962788464,6,4436.022655,421.0000016,436.1616673,507.9576754,495.0000014,4443.656265,4416.146737,4443.656265,119.5491531,507.9576754,0,,300.0323231,565.2910755,4416.010196,4452.034366,125.3478816,4417.471222,125.4734319,1119640.007,19501329,13269,0,0,0,0,0,0,0
org.apache.tools.ant.input.DefaultInputHandler,0,0,0,0,0,0,0,0,0,4,8,26,4,4,152,0.964834048,5,4409.240864,422.0000015,437.6528304,504.5166003,491.0000013,4416.378833,4389.124058,4416.713371,120.6026534,507.4366956,0,,302.6003337,559.1779681,4389.027734,4424.477483,152.8094865,4390.532656,152.8510678,1357386.009,19263583,13718,0,0,0,0,0,0,0
org.apache.tools.ant.util.ConcatFileInputStream,0,0,0,0,0,0,0,0,0,9,4,19,1,3,159,0.925341978,2,4402.561641,425.0000066,439.2561895,507.2928149,495.0000056,4409.869499,4382.131901,4410.094443,116.090482,509.2445385,0,,311.9808122,565.128304,4382.010631,4418.290846,159.2956952,4383.405639,159.4720297,1418776.009,19202193,12590,0,0,0,0,0,0,0
org.apache.tools.ant.util.depend.bcel.DependencyVisitor,0,0,0,0,0,0,0,0,0,12,8,41,1,7,203,0.984771837,1,4358.866825,426.0000003,439.4769619,502.7375061,491.0000002,4365.698684,4338.103733,4366.37756,112.0892502,508.5990562,0,,318.9164033,554.9936937,4338.045128,4373.358206,203.9930816,4339.34419,204.2020327,1802478.011,18818491,11911,0,0,0,0,0,0,0
org.apache.tools.ant.taskdefs.compilers.AptCompilerAdapter,0,0,0,0,0,0,0,0,0,5,10,34,1,9,171,7.5028E-151,2,4390.617838,425.0011765,440.2839993,502.340522,489.0010225,4397.274269,4370.089702,4398.171097,118.3596215,510.1313556,0,,305.6100474,558.1442466,4370.031668,4405.499404,171.8523464,4371.512896,171.8794212,1523815.01,19097154,13479,0,0,0,0,0,0,0
org.apache.tools.ant.taskdefs.TempFile,0,0,0,0,0,0,0,0,0,9,5,18,1,4,90,9.75618E-21,2,4471.244346,425.0011765,439.2561895,506.3170943,494.0010121,4478.329711,4451.12233,4478.66163,115.8015544,509.2445385,0,,284.4331307,565.6049858,4451.009458,4486.792841,90.47903181,4452.383856,90.66693153,809298.005,19811671,12591,0,0,0,0,0,0,0
org.apache.tools.ant.launch.Launcher,0,1,1,0,0,0,1,0,0,9,5,57,2,3,566,0.979591837,1,3997.761999,426.0000005,440.2238067,506.3170943,494.0000004,4005.578735,3975.145406,4005.825882,116.090482,508.2686298,3,,607.891389,547.1535433,3975.096007,4012.480779,566.6633494,3976.549509,566.7095881,4820113.033,15800856,12552,0,1,0,1,1,1,3
org.apache.tools.ant.taskdefs.GenerateKey,0,0,0,0,0,0,0,0,0,14,6,34,0,6,378,0.210596983,1,4184.739538,426.0007314,438.9897493,504.2667945,493.000632,4192.089932,4163.11542,4192.680885,110.440029,509.1561646,0,,453.2858219,559.0348826,4163.029778,4200.367722,378.3472573,4164.349289,378.5635978,3290146.021,17330823,11490,0,0,0,0,0,0,0
org.apache.tools.ant.taskdefs.optional.ssh.SSHExec,0,1,1,0,0,0,1,0,0,9,11,54,1,11,345,0.910179784,1,4217.569442,426.0000095,440.2238067,500.464784,488.0000083,4224.282188,4196.080552,4225.331348,114.0043859,509.2445385,3,,415.0394966,549.3314118,4196.077177,4231.805879,345.9915636,4197.467927,346.0544148,3014319.02,17606650,12555,0,1,0,1,1,1,3
