Class Name,HasT,#Bugs,#BugsBinary,#Blocker,#Critical,#Major,#Normal,#Minor,#Trivial,WMC,CBO,RFC,Ca,Ce,LOC,Qi,FANIN,"d(LOC,FANIN)","d(Qi,FANIN)","d(WMC,FANIN)","d( WMC,CBO)","d(Qi,CBO)","d(LOC, CBO)","d(LOC, Ce)","d(LOC, Ca)","d(WMC, Ce)","d(WMC, Ca)",Risk1,TLOC
org.apache.tools.ant.taskdefs.CallTarget,0,0,0,0,0,0,0,0,0,10,9,33,0,9,145,0.175526724,4,4109.459,293.001,303.99,201.04,184.002,4103.128,4099.082,4103.494,85.071,208.387,0,
org.apache.tools.ant.taskdefs.Jikes,0,0,0,0,0,0,0,0,0,2,5,30,0,5,186,0.924758953,0,4068.854,297,310.048,208.002,188,4062.353,4058.111,4062.54,93.92,211.625,0,
org.apache.tools.ant.util.FlatFileNameMapper,0,0,0,0,0,0,0,0,0,4,2,7,1,1,20,0.977444469,0,4234.429,297,309.48,209.881,191,4228.316,4224.137,4228.316,93.408,209.881,0,
org.apache.tools.ant.taskdefs.cvslib.RedirectingStreamHandler,0,0,0,0,0,0,0,0,0,3,5,12,1,4,40,0.914326234,3,4214.268,294,306.888,207.576,188,4208.202,4204.114,4208.337,93.301,210.297,0,
org.apache.tools.ant.taskdefs.condition.And,0,0,0,0,0,0,0,0,0,2,3,7,1,3,23,0.992424242,0,4231.436,297,310.048,209.812,190,4225.274,4221.121,4225.319,94.578,210.718,0,
org.apache.tools.ant.taskdefs.cvslib.CvsTagDiff,0,0,0,0,0,0,0,0,0,21,8,73,0,8,669,0.895640575,4,3586.987,293,301.246,197.8,185,3579.784,3575.102,3580.152,75.027,204.362,0,
org.apache.tools.ant.taskdefs.compilers.CompilerAdapter,0,0,0,0,0,0,0,0,0,2,4,2,3,2,2,1,1,4252.315,296,309.091,208.907,189,4246.208,4242.128,4246.208,94.921,208.907,0,
org.apache.tools.ant.taskdefs.condition.ConditionBase,0,0,0,0,0,0,0,0,0,18,18,23,5,16,110,0.878729478,3,4144.441,294,302.927,189.615,175,4137.702,4134.044,4138.227,75.432,200.744,0,
org.apache.tools.ant.taskdefs.condition.Or,0,0,0,0,0,0,0,0,0,2,3,7,1,3,23,0.992424242,0,4231.436,297,310.048,209.812,190,4225.274,4221.121,4225.319,94.578,210.718,0,
org.apache.tools.ant.taskdefs.cvslib.ChangeLogTask,0,0,0,0,0,0,0,0,0,15,16,77,0,16,504,0.87681929,4,3751.46,293,302.696,192.627,177,3744.186,3740.048,3744.925,78.339,206.495,0,
org.apache.tools.mail.MailPrintStream,0,0,0,0,0,0,0,0,0,5,1,9,1,0,81,0.942662686,2,4173.439,295,307.28,210.381,192,4167.425,4163.147,4167.379,92.849,209.468,0,
org.apache.tools.ant.taskdefs.cvslib.CvsTagEntry,0,0,0,0,0,0,0,0,0,7,1,11,1,0,98,0.904732661,2,4156.482,295,306.726,209.571,192,4150.443,4146.148,4150.397,91,208.655,0,
org.apache.tools.ant.taskdefs.condition.Os,0,0,0,0,0,0,0,0,0,13,14,23,12,2,308,0.95535435,10,3946.45,287,297.41,195.256,179,3940.068,3936.138,3940.114,84.694,196.173,0,
org.apache.tools.mail.SmtpResponseReader,0,0,0,0,0,0,0,0,0,5,1,19,1,0,108,0.940420057,1,4146.578,296,308.24,210.381,192,4140.454,4136.148,4140.408,92.849,209.468,0,
org.apache.tools.ant.filters.ClassConstants,0,0,0,0,0,0,0,0,0,5,3,20,1,2,168,0.947937991,1,4086.734,296,308.24,208.557,190,4080.426,4076.134,4080.473,92.114,209.468,0,
org.apache.tools.ant.ExitException,0,0,0,0,0,0,0,0,0,2,1,7,1,0,20,0.984905877,2,4234.289,295,308.133,211.625,192,4228.361,4224.145,4228.316,95.635,210.718,0,
org.apache.tools.ant.types.selectors.FileSelector,0,0,0,0,0,0,0,0,0,1,15,1,14,1,1,1,1,4253.312,296,309.38,199.459,178,4246.732,4243.136,4246.732,96.208,199.459,0,
org.apache.tools.ant.types.selectors.ExtendFileSelector,0,0,0,0,0,0,0,0,0,0,4,0,2,2,0,1,0,4254.38,297,310.628,209.767,189,4248.206,4244.128,4248.251,96.799,210.668,0,
org.apache.tools.ant.taskdefs.XSLTLiaison,0,0,0,0,0,0,0,0,0,3,1,3,1,0,4,1,1,4250.32,296,308.804,211.206,192,4244.345,4240.144,4244.3,94.705,210.297,0,
org.apache.tools.ant.BuildLogger,0,0,0,0,0,0,0,0,0,4,5,4,4,1,4,1,1,4250.32,296,308.521,207.155,188,4244.166,4240.136,4244.166,93.408,207.155,0,
org.apache.tools.ant.types.selectors.AndSelector,0,0,0,0,0,0,0,0,0,3,6,14,5,2,52,0.488457153,5,4202.158,292,304.972,206.671,187.001,4196.169,4192.13,4196.169,93.984,206.671,0,
org.apache.tools.ant.taskdefs.rmic.RmicAdapterFactory,0,0,0,0,0,0,0,0,0,3,7,14,1,6,88,0.978918795,2,4166.457,295,307.846,205.767,186,4160.16,4156.101,4160.387,92.655,210.297,0,
org.apache.tools.ant.taskdefs.Sequential,0,0,0,0,0,0,0,0,0,4,6,16,0,6,46,0.844786681,4,4208.213,293,305.644,206.247,187,4202.163,4198.1,4202.388,91.706,210.791,0,
org.apache.tools.ant.util.RegexpPatternMapper,0,0,0,0,0,0,0,0,0,5,4,20,0,4,144,0.960113842,1,4110.671,296,308.24,207.646,189,4104.354,4100.117,4104.493,91.417,210.381,0,
org.apache.tools.ant.util.IdentityMapper,0,0,0,0,0,0,0,0,0,4,4,5,3,1,16,0.977444469,0,4238.419,297,309.48,208.062,189,4232.222,4228.137,4232.222,93.408,208.062,0,
org.apache.tools.ant.taskdefs.compilers.Javac12,0,0,0,0,0,0,0,0,0,3,8,20,1,7,151,0.027137861,0,4103.761,297.002,309.763,204.863,185.003,4097.179,4093.096,4097.454,92.347,210.297,0,
org.apache.tools.ant.types.selectors.BaseSelectorContainer,0,0,0,0,0,0,0,0,0,23,19,40,6,19,179,0.491772339,15,4074.77,282,290.083,186.815,174.001,4068.722,4065.031,4069.253,69.857,198.04,0,
org.apache.tools.ant.FileScanner,0,0,0,0,0,0,0,0,0,14,5,14,5,0,14,1,1,4240.344,296,305.851,203.158,188,4234.176,4230.145,4234.131,84.581,202.233,0,
org.apache.tools.ant.util.regexp.RegexpUtil,0,0,0,0,0,0,0,0,0,3,0,4,0,0,20,0.984905877,6,4234.012,291,304.015,212.116,193,4228.407,4224.145,4228.361,94.705,211.206,0,
org.apache.tools.ant.taskdefs.condition.Http,0,0,0,0,0,0,0,0,0,4,4,15,1,3,109,0.951681879,0,4145.652,297,309.48,208.062,189,4139.317,4135.124,4139.409,92.698,209.881,0,
org.apache.tools.bzip2.CRC,0,0,0,0,0,0,0,0,0,7,2,8,2,0,1082,0.948104577,3,3175.639,294,305.765,208.655,191,3167.763,3162.194,3167.703,91,207.74,0,
org.apache.tools.ant.taskdefs.PumpStreamHandler,0,0,0,0,0,0,0,0,0,13,9,20,7,2,111,0.878209565,9,4143.022,288,298.376,199.85,184,4137.094,4133.132,4137.138,84.694,200.771,0,
