Class Name,HasT,#Bugs,#BugsBinary,#Blocker,#Critical,#Major,#Normal,#Minor,#Trivial,WMC,CBO,RFC,Ca,Ce,LOC,Qi,FANIN,"d(LOC,FANIN)","d(Qi,FANIN)","d(WMC,FANIN)","d( WMC,CBO)","d(Qi,CBO)","d(LOC, CBO)","d(LOC, Ce)","d(LOC, Ca)","d(WMC, Ce)","d(WMC, Ca)",Risk1,TLOC,"d(RFC,d(LOC, Ca))","d(RFC, Ca)","d(LOC,d(RFC, Ca))","d(LOC, RFC, Ca)","d(d(LOC,Ce),d(RFC, Ca))","d(LOC, WMC)","d(d(LOC,WMC),d(RFC, Ca))","D(d(LOC,RFC), d(LOC,Ca), d(RFC, Ca))","d(LOC, RFC)"
org.apache.tools.ant.taskdefs.condition.FilesMatch,0,1,1,0,0,0,1,0,0,4,4,13,1,3,60,0.974466759,0,4194.527983,297.0000011,309.4802094,208.0624906,189.0000017,4188.266587,4184.122369,4188.357315,92.6984358,209.8809186,3,,208.7755867,276.5519843,4184.010882,4193.129738,60.75992812,4184.904419,60.82427383,505693.0036,17506056
org.apache.tools.ant.filters.util.ChainReaderHelper,0,1,1,0,0,0,1,0,0,9,14,38,3,12,310,0.915451325,3,3944.970469,294.0000122,305.2212312,196.8882932,179.00002,3938.070213,3934.067234,3938.537419,85.16454661,206.0218435,3,,355.7351003,257.5771729,3934.103358,3942.423366,311.3697071,3934.854508,311.4293846,2535218.019,15476531
org.apache.tools.ant.types.ZipFileSet,0,1,1,0,0,0,1,0,0,11,13,30,4,9,168,0.036873158,17,4085.605953,280.0016564,291.2043956,196.977156,180.0025767,4079.972549,4076.082924,4080.33332,84.11896338,204.3134846,3,,248.3653061,262.3604391,4076.069099,4084.434967,169.7131341,4076.785008,169.8568287,1397790.01,16613959
org.apache.tools.ant.taskdefs.compilers.JavacExternal,0,1,1,0,0,0,1,0,0,2,6,14,1,5,44,0.012665889,0,4210.487976,297.0016411,310.0483833,207.0990101,187.0026065,4204.160915,4200.107141,4204.340733,93.92017888,210.7178208,3,,203.7869126,275.8296576,4200.012543,4209.047636,45.20206688,4200.94287,45.21324199,371550.0027,17640199
org.apache.tools.ant.Location,0,1,1,0,0,0,0,1,0,5,69,10,69,0,69,0.962521652,5,4185.198801,292.0000024,304.4010512,150.903943,124.0000057,4176.841031,4175.146704,4176.811463,92.84934033,150.0833102,2,,215.2036199,237.3562723,4175.28447,4181.741623,84.46220615,4175.885655,84.55064123,580921.0064,17430828
org.apache.tools.ant.taskdefs.StreamPumper,0,1,1,0,0,0,0,1,0,4,1,10,1,0,93,0.947824939,4,4161.327913,293.0000046,305.6435833,210.791366,192.0000071,4155.438003,4151.147552,4155.391919,93.77632964,209.8809186,2,,223.2303669,278.7292593,4151.006534,4160.347461,93.27198951,4151.911608,93.35487805,780745.0056,17231004
org.apache.tools.ant.helper.ProjectHelperImpl,0,1,1,0,0,0,0,1,0,9,12,50,8,6,288,0.949781356,4,3966.835641,293.0000043,304.2581141,198.708329,181.000007,3960.138508,3956.106293,3960.276758,86.97700846,201.4447815,2,,330.9050108,245.8149711,3956.205054,3963.629776,290.8248724,3956.849757,290.9276124,2361650.018,15650099
org.apache.tools.ant.BuildListener,0,0,0,0,0,0,0,0,0,7,9,7,8,1,7,1,1,4247.326806,296,307.6881538,202.2671501,184,4240.993398,4237.136415,4240.993398,90.62008607,202.2671501,0,,206.1278046,276.210065,4237.011529,4245.993523,12.10728259,4237.832583,12.19512831,59374.00127,17952375
org.apache.tools.ant.taskdefs.ExecuteStreamHandler,0,0,0,0,0,0,0,0,0,5,11,5,11,0,5,1,2,4249.252405,295,307.2800026,201.2958022,182,4242.905255,4239.144489,4242.862477,92.84934033,200.3921156,0,,208.0697851,275.7263136,4239.01268,4247.957862,11.50371018,4239.872286,11.5559426,42420.00161,17969329
org.apache.tools.tar.TarOutputStream,0,0,0,0,0,0,0,0,0,15,3,37,1,2,437,0.466730687,2,3818.412497,295.000482,304.6325656,204.6362627,190.0007484,3811.738317,3807.143023,3811.788294,82.85529555,205.5650749,0,,470.6119804,259.7248544,3807.091324,3815.849316,437.7801751,3807.758527,438.0114546,3518324.027,14493425
org.apache.tools.ant.util.regexp.RegexpMatcherFactory,0,0,0,0,0,0,0,0,0,4,5,11,2,3,62,0.943090497,5,4192.181771,292.0000055,304.6850833,207.1545317,188.0000086,4186.223597,4182.122428,4186.313892,92.6984358,208.9712899,0,,211.2822691,277.3157046,4182.009214,4191.184558,62.62422159,4182.904852,62.68836207,522423.0037,17489326
org.apache.tools.ant.types.selectors.SelectorUtils,0,0,0,0,0,0,0,0,0,11,3,26,3,0,725,0.347814899,4,3531.176858,293.0007258,303.7252047,206.1552813,190.0011193,3524.125565,3519.174051,3524.071793,87.32124598,205.2340128,0,,747.9334389,265.8759109,3519.058082,3529.029753,725.236131,3519.909232,725.3481102,5628201.047,12383548
org.apache.tools.ant.filters.HeadFilter,0,0,0,0,0,0,0,0,0,7,5,18,1,4,113,0.926746371,1,4141.591119,296.0000091,307.6881538,205.9126028,188.0000143,4135.275686,4131.116314,4135.41316,89.53770156,208.655218,0,,225.2939489,272.9578722,4131.020887,4140.008092,113.7729158,4131.853942,113.8817591,946393.0068,17065356
org.apache.tools.ant.taskdefs.compilers.Jvc,0,0,0,0,0,0,0,0,0,2,9,20,1,8,132,0.033682961,0,4122.71185,297.001572,310.0483833,204.3942269,184.0025374,4116.114673,4112.088642,4116.433529,93.00537619,210.7178208,0,,233.7195505,271.5326868,4112.025783,4120.955472,132.8401808,4112.963044,132.8131466,1103012.008,16908737
org.apache.tools.ant.types.Parameter,0,0,0,0,0,0,0,0,0,7,20,8,20,0,43,0.95539769,0,4211.485486,297.0000033,308.6502875,192.314846,173.0000057,4204.560619,4201.145796,4204.519592,91,191.4157778,0,,209.6125719,267.59858,4201.040716,4209.514224,46.79305889,4201.839716,46.9338991,363143.0031,17648606
org.apache.tools.ant.types.DataType,0,0,0,0,0,0,0,0,0,10,22,24,18,4,146,0.88180885,20,4107.351093,277.0000252,288.6000693,189.2141644,171.0000408,4101.566164,4098.117251,4101.692334,86.72946443,191.9296746,0,,239.1661,256.8988128,4098.103998,4106.044447,148.9013343,4098.800434,149.062174,1217956.009,16793793
org.apache.tools.ant.filters.util.JavaClassHelper,0,0,0,0,0,0,0,0,0,3,5,19,0,5,89,0.954545455,0,4165.601277,297.0000035,309.7628125,207.5764919,188.0000055,4159.251014,4155.108302,4159.433735,92.97311439,211.2060605,0,,213.364699,272.9468813,4155.020801,4163.955451,89.98564605,4155.931785,90.00911228,747530.0054,17264219
org.apache.tools.ant.taskdefs.compilers.Gcj,0,0,0,0,0,0,0,0,0,3,9,26,1,8,147,0.001653756,1,4107.678785,296.0016836,308.804145,203.9607805,184.0027084,4101.129722,4097.088967,4101.449744,92.04890005,210.2974084,0,,237.7384898,267.3013281,4097.043102,4105.710535,148.2354338,4097.944973,148.2267023,1226153.009,16785596
org.apache.tools.ant.filters.TabsToSpaces,0,0,0,0,0,0,0,0,0,7,5,18,1,4,126,0.926746371,1,4128.624468,296.0000091,307.6881538,205.9126028,188.0000143,4122.28917,4118.116681,4122.427076,89.53770156,208.655218,0,,232.0703411,272.9578722,4118.020953,4127.036467,126.6944962,4118.856637,126.8011661,1053630.008,16958119
org.apache.tools.ant.types.FilterChain,0,0,0,0,0,0,0,0,0,16,22,29,4,18,135,0.858934104,1,4119.647679,296.0000336,305.353893,186.7243958,171.0000582,4112.556626,4109.035167,4113.298555,76.90253572,202.4080038,0,,228.1844533,263.0589288,4109.064569,4117.41193,137.043009,4109.684416,137.2381507,1127684.008,16884065
org.apache.tools.ant.types.selectors.NoneSelector,0,0,0,0,0,0,0,0,0,3,6,14,5,2,52,0.488457153,5,4202.157541,292.0004481,304.9721299,206.6712365,187.0006997,4196.168848,4192.129888,4196.168848,93.9840412,206.6712365,0,,205.7025613,273.0750813,4192.020217,4200.884907,53.6035157,4192.923562,53.65544394,438686.0033,17573063
org.apache.tools.mail.ErrorInQuitException,0,0,0,0,0,0,0,0,0,1,1,3,1,0,6,0.992424242,1,4248.324376,296.0000001,309.3800252,212.0471646,192.0000001,4242.346992,4238.144523,4242.301852,96.56603958,211.1421322,0,,210.0842488,283.867927,4238.000585,4247.496321,6.384566052,4238.955532,6.418501507,50895.0004,17960854
org.apache.tools.ant.taskdefs.condition.IsFalse,0,0,0,0,0,0,0,0,0,3,4,7,1,3,33,0.98866506,0,4221.460648,297.0000002,309.7628125,208.4826132,189.0000003,4215.239258,4211.121585,4215.329406,93.63759929,210.2974084,0,,208.6140624,280.9216973,4211.003177,4220.359937,33.40957655,4211.919396,33.45837389,279022.002,17732727
org.apache.tools.ant.filters.LineContainsRegExp,0,0,0,0,0,0,0,0,0,8,9,29,1,8,179,0.903853958,1,4075.762628,296.0000156,307.4166554,201.8539076,184.0000251,4069.162199,4065.089667,4069.484734,87.2811549,208.2546518,0,,256.5411358,265.2112366,4065.053641,4073.642351,180.2524261,4065.847267,180.3414264,1487340.011,16524409
org.apache.tools.ant.taskdefs.rmic.RmicAdapter,0,0,0,0,0,0,0,0,0,4,6,4,3,4,4,1,1,4250.319517,296,308.5206638,206.2474242,187,4244.121699,4240.113324,4244.210292,92.35799911,208.0624906,0,,209.0390557,281.7836049,4240.002191,4249.353127,5.890914649,4240.892477,5.93750374,33940.00051,17977809
org.apache.tools.ant.taskdefs.cvslib.RedirectingOutputStream,0,0,0,0,0,0,0,0,0,2,4,4,1,3,16,0.972591447,2,4238.279014,295.0000013,308.1330881,208.9066777,189.000002,4232.22223,4228.121096,4232.312016,94.57801013,210.7178208,0,,209.6068919,283.1289459,4228.00104,4237.469292,16.27956838,4228.936628,16.31071134,135556.001,17876193
org.apache.tools.bzip2.BZip2Constants,0,0,0,0,0,0,0,0,0,1,2,1,2,0,2064,1,0,2200.138405,297,310.3369137,211.1421322,191,2188.351206,2180.280945,2188.264152,96.56603958,210.2379604,0,,2070.866858,284.682279,2180.000457,2198.509495,2063.847835,2181.857007,2063.118977,13259137.16,4752612
org.apache.tools.ant.taskdefs.Touch,0,0,0,0,0,0,0,0,0,8,10,37,0,10,315,0.878284637,4,3939.909897,293.0000253,304.5291447,200.9427779,183.0000405,3933.259463,3929.079536,3933.688473,86.68333173,209.1721779,0,,360.4518584,260.4611295,3929.083616,3937.623776,316.0898381,3929.876588,316.1398242,2574532.019,15437217
org.apache.tools.ant.taskdefs.WaitFor,0,0,0,0,0,0,0,0,0,7,6,17,0,6,138,0.933861688,0,4116.727462,297.0000074,308.6502875,205,187.0000117,4110.256075,4106.10241,4110.486589,88.86506625,209.5709904,0,,239.5725668,274.3720102,4106.016733,4115.156862,138.5227767,4106.859141,138.6129254,1152317.008,16859432
org.apache.tools.ant.taskdefs.TempFile,0,0,0,0,0,0,0,0,0,6,5,14,0,5,75,0.89980266,3,4179.353658,294.0000171,306.0408469,206.322563,188.0000267,4173.236753,4169.107938,4173.418862,90.13878189,209.9738079,0,,212.6048894,276.5230551,4169.010987,4178.1606,75.62846467,4169.866425,75.71646928,630989.0045,17380760
org.apache.tools.ant.taskdefs.cvslib.CvsUser,0,0,0,0,0,0,0,0,0,6,2,11,1,1,54,0.96270472,0,4200.512945,297.0000023,308.9239389,209.0598001,191.0000036,4194.351082,4190.137945,4194.351082,91.54780172,209.0598001,0,,209.067439,278.0017986,4190.007815,4199.212426,54.59348041,4190.862083,54.71518962,455447.0033,17556302
org.apache.tools.ant.taskdefs.compilers.Sj,0,0,0,0,0,0,0,0,0,2,6,9,1,5,33,0.023657224,0,4221.460648,297.0016048,310.0483833,207.0990101,187.0025488,4215.150057,4211.106862,4215.329406,93.92017888,210.7178208,0,,206.6393647,279.4584048,4211.005229,4220.262788,33.68161937,4211.940408,33.69500916,279024.002,17732725
org.apache.tools.ant.types.selectors.SelectSelector,0,0,0,0,0,0,0,0,0,9,10,24,4,7,104,0.098298962,8,4150.074819,289.0014067,300.4080558,200.531793,183.0022215,4144.042591,4140.094685,4144.266401,86.64871609,205.1048512,0,,215.7169052,266.5801943,4140.045991,4148.573851,105.8479865,4140.811998,105.9756536,871960.0064,17139789
org.apache.tools.ant.BuildException,0,0,0,0,0,0,0,0,0,14,193,26,192,1,153,0.858608239,297,4091,0.141391761,77,77,0.141391761,4091,4091.141283,4091,84.17244205,77,0,,244.3294012,187,4092.199983,4095.271664,182.2765055,4091.724575,182.4980663,1275281.014,16736468
org.apache.tools.ant.taskdefs.cvslib.RCSFile,0,0,0,0,0,0,0,0,0,5,2,7,2,0,39,0.94804933,2,4215.335099,295.0000046,307.2800026,209.4683747,191.0000071,4209.335577,4205.145657,4209.29032,92.84934033,208.5569467,0,,209.6519245,280.2427519,4205.004072,4214.32806,39.41938413,4205.879337,39.53165372,329518.0024,17682231
org.apache.tools.ant.NoBannerLogger,0,0,0,0,0,0,0,0,0,4,4,16,0,4,59,0.903790465,1,4195.454803,296.0000156,308.5206638,208.0624906,189.0000245,4189.265568,4185.114813,4189.401986,92.35799911,210.791366,0,,205.6020397,275.0872589,4185.014475,4194.031235,60.03122672,4185.904203,60.08806104,497327.0036,17514422
org.apache.tools.ant.util.FileNameMapper,0,0,0,0,0,0,0,0,0,3,19,3,19,0,3,1,4,4251.109267,293,305.9297305,194.9871791,174,4244.56794,4241.144421,4244.527064,94.70480452,194.0953374,0,,210.0330146,272.082708,4241.023146,4249.718814,14.32587685,4241.912894,14.34248205,25458.00413,17986291
org.apache.tools.ant.filters.StripLineComments,0,0,0,0,0,0,0,0,0,8,6,26,1,5,164,0.903853958,1,4090.723163,296.0000156,307.4166554,204.5922775,187.0000247,4084.283168,4080.110293,4084.468264,88.25531145,208.2546518,0,,248.5835132,267.3013281,4080.043282,4088.746752,165.0911411,4080.844153,165.2037483,1365162.01,16646587
org.apache.tools.ant.taskdefs.XSLTLogger,0,0,0,0,0,0,0,0,0,1,2,1,2,0,1,1,1,4253.312239,296,309.3800252,211.1421322,191,4247.296787,4243.144353,4247.251935,96.56603958,210.2379604,0,,212.0023538,284.682279,4243.000235,4252.539594,1.721105161,4243.954406,1.742610535,8488.000176,18003261
org.apache.tools.tar.TarConstants,0,0,0,0,0,0,0,0,0,0,1,0,1,0,24,1,0,4230.438393,297,310.6283954,212.4735278,192,4224.365514,4220.14514,4224.320182,97.49871794,211.5703193,0,,214.3401057,286.09439,4220,4229.68675,23.98315715,4220.981047,23.99445342,203136.0014,17808613
org.apache.tools.mail.MailMessage,0,0,0,0,0,0,0,0,0,29,5,66,2,3,567,0.093027862,3,3688.734878,294.001399,300.4663043,197.9595918,188.0021877,3681.802955,3677.139241,3681.905621,69.77105417,199.859951,0,,585.1119671,240.226976,3677.286067,3684.838938,568.8412861,3677.522672,569.3035506,4491273.036,13520476
org.apache.tools.ant.BuildEvent,0,0,0,0,0,0,0,0,0,11,12,15,9,4,97,0.912784745,12,4156.781688,285.0000133,296.0152023,197.8913844,181.000021,4150.948084,4147.115865,4151.035774,85.79627032,199.7223072,0,,220.578302,269.6163942,4147.032737,4155.755286,98.40191169,4147.77157,98.59071144,813942.006,17197807
org.apache.tools.ant.input.InputRequest,0,0,0,0,0,0,0,0,0,5,5,7,5,0,32,0.955342017,4,4222.178703,293.0000034,305.3604428,206.7365473,188.0000053,4216.193544,4212.145415,4216.149072,92.84934033,205.8275978,0,,208.4862814,278.2175408,4212.007365,4221.178627,32.93857104,4212.877876,33.04999605,270599.002,17741150
org.apache.tools.ant.taskdefs.rmic.KaffeRmic,0,0,0,0,0,0,0,0,0,3,7,19,1,6,93,0.074760179,0,4161.611467,297.0014412,309.7628125,205.7668584,186.0023012,4155.165099,4151.1013,4155.391919,92.65527508,210.2974084,0,,215.0785827,272.2443755,4151.023106,4159.918028,94.05235301,4151.932682,94.0680014,780754.0056,17230995
org.apache.tools.ant.types.Environment,0,0,0,0,0,0,0,0,0,3,7,9,5,2,47,0.962521652,6,4207.076182,291.0000024,304.0148023,205.7668584,186.0000038,4201.119494,4197.129734,4201.163886,93.9840412,206.6712365,0,,209.3637745,276.7399501,4197.010425,4206.113883,47.92046013,4197.922462,47.97388816,396736.0029,17615013
org.apache.tools.ant.taskdefs.LogOutputStream,0,0,0,0,0,0,0,0,0,7,9,15,8,1,92,0.8776602,13,4161.701575,284.0000264,296.1621178,202.2671501,184.0000407,4156.075072,4152.139208,4156.075072,90.62008607,202.2671501,0,,218.4041888,270.2961339,4152.030056,4160.788868,93.33583138,4152.849624,93.47064786,772447.0057,17239302
org.apache.tools.ant.taskdefs.cvslib.CVSEntry,0,0,0,0,0,0,0,0,0,9,4,18,3,1,88,0.89890229,3,4166.385964,294.0000174,305.2212312,206.0218435,189.000027,4160.295302,4156.139074,4160.295302,88.76936408,206.0218435,0,,213.9186603,271.5621476,4156.025407,4164.862783,89.18121695,4156.808872,89.35625562,739218.0054,17272531
org.apache.tools.ant.taskdefs.TaskOutputStream,0,0,0,0,0,0,0,0,0,3,1,10,0,1,67,0.984079243,1,4187.474776,296.0000004,308.804145,211.2060605,192.0000007,4181.410408,4177.138375,4181.410408,94.33981132,211.2060605,0,,213.7209769,279.4154613,4177.00534,4186.335151,67.32204527,4177.926878,67.3804559,564217.004,17447532
org.apache.tools.tar.TarUtils,0,0,0,0,0,0,0,0,0,8,1,14,1,0,274,0.787130407,2,3980.94524,295.0000768,306.4539117,209.1721779,192.000118,3974.640109,3970.154279,3974.591929,90.0777442,208.2546518,0,,338.3640809,275.8296576,3970.01327,3979.57058,274.1662399,3970.867537,274.3000914,2250650.017,15761099
org.apache.tools.ant.ProjectComponent,0,0,0,0,0,0,0,0,0,5,98,7,98,1,33,0.942057165,112,4215.061803,185.0000091,204.0122545,128.1444497,95.00001767,4212.071462,4211.137257,4212.049026,92.47702417,127.4048665,0,,209.1568267,226.4332131,4211.422617,4217.083471,68.17525004,4211.878085,68.22679068,279022.0087,17732727
org.apache.tools.zip.UnixStat,0,0,0,0,0,0,0,0,0,0,1,0,1,0,7,1,0,4247.396614,297,310.6283954,212.4735278,192,4241.348017,4237.144557,4241.302866,97.49871794,211.5703193,0,,213.113293,286.09439,4237,4246.647972,6.983739471,4237.977112,6.998388735,59367.00041,17952382
org.apache.tools.tar.TarBuffer,0,0,0,0,0,0,0,0,0,21,2,35,2,0,617,0.790635049,3,3638.896124,294.0000745,302.218464,203.4232042,191.0001147,3632.025606,3627.168868,3631.973155,78.26237921,202.4845673,0,,641.468862,260.3536057,3627.09134,3636.332356,617.4961735,3627.675426,617.8365232,4856442.039,13155307
org.apache.tools.ant.filters.ChainableReader,0,0,0,0,0,0,0,0,0,1,13,1,13,0,1,1,0,4253.381949,297,310.3369137,201.246118,180,4246.816337,4243.144353,4246.77407,96.56603958,200.3521899,0,,212.0051441,277.4617091,4243.008782,4252.062323,8.688574447,4243.954406,8.692859968,8488.004518,18003261
org.apache.tools.ant.util.MergingMapper,0,0,0,0,0,0,0,0,0,4,4,5,3,1,24,0.977444469,2,4230.298453,295.0000009,307.561376,208.0624906,189.0000013,4224.230226,4220.136965,4224.230226,93.40770846,208.0624906,0,,209.382412,281.0427014,4220.003024,4229.348059,24.51741382,4220.896706,24.6030063,203141.0015,17808608
org.apache.tools.ant.util.Watchdog,0,0,0,0,0,0,0,0,0,7,3,22,3,1,111,0.944513272,3,4143.443616,294.0000052,305.7646153,207.7402224,190.0000081,4137.364983,4133.139848,4137.31918,90.62008607,206.8260138,0,,220.8774638,268.7042984,4133.036585,4141.725607,112.3425616,4133.853529,112.4744763,929869.0068,17081880
org.apache.tools.zip.ZipExtraField,0,0,0,0,0,0,0,0,0,6,5,6,4,1,6,1,2,4248.254818,295,307.0016287,206.322563,188,4242.167842,4238.136383,4242.167842,91.54780172,206.322563,0,,207.0893624,279.6301128,4238.00493,4247.215205,8.814188125,4238.852321,8.903943279,50898.00077,17960851
org.apache.tools.ant.DemuxOutputStream,0,0,0,0,0,0,0,0,0,8,4,25,1,3,163,0.82180269,2,4091.648323,295.0000538,306.4539117,206.4218981,189.000084,4085.374157,4081.125458,4085.46717,88.95504483,208.2546518,0,,248.6816314,268.0018657,4081.040105,4089.790459,164.0038569,4081.843946,164.131787,1357000.01,16654749
org.apache.tools.ant.taskdefs.XSLTLoggerAware,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1,1,1,4253.312239,296,309.3800252,211.1421322,191,4247.296787,4243.136222,4247.296787,96.20810777,211.1421322,0,,212.0021471,285.3506615,4243.000065,4252.584391,1.23989688,4243.954406,1.263236408,8488.000086,18003261
org.apache.tools.ant.filters.ExpandProperties,0,0,0,0,0,0,0,0,0,4,4,13,1,3,87,0.907560011,1,4167.525045,296.0000144,308.5206638,208.0624906,189.0000226,4161.29427,4157.123164,4161.385587,92.6984358,209.8809186,0,,218.0495096,276.5519843,4157.010952,4166.188906,87.5268568,4157.910292,87.58657411,730900.0052,17280849
org.apache.tools.ant.taskdefs.Exec,0,0,0,0,0,0,0,0,0,10,6,42,1,6,369,0.800059693,5,3885.986233,292.0000685,303.0264015,203.7891067,187.0001069,3879.509505,3875.108515,3879.70437,86.03487665,207.4656598,0,,406.2850845,256.3630239,3875.114057,3883.470999,370.2155505,3875.846488,370.3244279,2995953.023,15015796
org.apache.tools.ant.util.KeepAliveOutputStream,0,0,0,0,0,0,0,0,0,2,0,3,0,0,7,0.984905877,0,4247.396614,297.0000004,310.0483833,212.5323505,193.0000006,4241.393403,4237.144557,4241.348017,95.63472173,211.6246677,0,,210.1134224,284.5417368,4237.000284,4246.543653,7.154253904,4237.934638,7.210025673,59370.00042,17952379
org.apache.tools.ant.taskdefs.GenerateKey,0,0,0,0,0,0,0,0,0,14,8,33,0,8,404,0.735025796,3,3851.238242,294.0001194,303.9161068,200.3846301,185.0001898,3844.453797,3840.094921,3844.797004,81.59656856,206.8646901,0,,441.7862311,263.1805464,3840.068365,3849.008184,404.6826081,3840.771928,404.8525319,3265969.025,14745780
org.apache.tools.ant.filters.PrefixLines,0,0,0,0,0,0,0,0,0,7,5,22,1,4,150,0.903853958,1,4104.68659,296.0000156,307.6881538,205.9126028,188.0000246,4098.314288,4094.117365,4098.453001,89.53770156,208.655218,0,,242.7352897,270.1147904,4094.031185,4102.901169,150.8596275,4094.861658,150.9619596,1250722.009,16761027
org.apache.tools.ant.types.Parameterizable,0,0,0,0,0,0,0,0,0,1,5,1,4,1,1,1,1,4253.312239,296,309.3800252,208.4322432,188,4247.162935,4243.136222,4247.162935,96.20810777,208.4322432,0,,212.0027918,283.351372,4243.000887,4252.450705,2.916909341,4243.954406,2.926906567,8488.000513,18003261
org.apache.tools.ant.input.InputHandler,0,0,0,0,0,0,0,0,0,1,8,1,6,2,1,1,1,4253.312239,296,309.3800252,205.7304061,185,4247.031198,4243.128327,4247.074876,95.85927185,206.6301043,0,,212.003262,282.0283674,4243.001948,4252.362755,4.187180403,4243.954406,4.192275547,8488.001055,18003261
org.apache.tools.ant.taskdefs.condition.Condition,0,0,0,0,0,0,0,0,0,1,18,1,17,1,1,1,2,4253.242763,295,308.4234103,196.7866865,175,4246.607352,4243.136222,4246.607352,96.20810777,196.7866865,0,,212.006371,274.898163,4243.014772,4251.895812,11.24009397,4243.954406,11.24269249,8488.007543,18003261
org.apache.tools.ant.taskdefs.compilers.Kjc,0,0,0,0,0,0,0,0,0,4,10,26,1,9,195,0.001986834,1,4059.805045,296.0016825,308.5206638,202.6277375,183.0027214,4053.133356,4049.083477,4053.502436,90.80198236,209.8809186,0,,269.9925508,267.3013281,4049.043613,4057.813574,195.9481082,4049.934567,195.944239,1617161.012,16394588
org.apache.tools.ant.util.TaskLogger,0,0,0,0,0,0,0,0,0,6,1,8,0,1,43,0.836380236,0,4211.485486,297.0000451,308.9239389,209.9738079,192.0000697,4205.385238,4201.137584,4205.385238,91.54780172,209.9738079,0,,209.4336838,280.8718569,4201.003246,4210.378843,43.30676898,4201.859826,43.43082102,363143.0026,17648606
org.apache.tools.ant.input.PropertyFileInputHandler,0,0,0,0,0,0,0,0,0,3,3,19,0,3,104,0.95038947,1,4150.568154,296.0000042,308.804145,209.389589,190.0000065,4144.35761,4140.12367,4144.449783,93.63759929,211.2060605,0,,220.0242693,272.9468813,4140.020876,4148.987828,104.8323398,4140.93516,104.8677711,871955.0063,17139794
org.apache.tools.ant.types.selectors.MajoritySelector,0,0,0,0,0,0,0,0,0,4,5,15,4,2,83,0.48475672,4,4171.303154,293.000453,305.6435833,207.1545317,188.0007061,4165.244891,4161.130856,4165.244891,93.04837452,207.1545317,0,,214.6951403,273.0347963,4161.020494,4169.948321,84.0186181,4161.909418,84.08642652,697630.0051,17314119
org.apache.tools.ant.filters.StringInputStream,0,0,0,0,0,0,0,0,0,6,1,15,1,0,45,0.948104577,1,4209.420031,296.0000045,307.9626601,209.9738079,192.000007,4203.387325,4199.145866,4203.341766,91.92388155,209.0598001,0,,203.0291442,275.1090693,4199.01437,4208.002614,46.30438854,4199.860236,46.43344037,379950.0028,17631799
org.apache.tools.ant.taskdefs.JikesOutputParser,0,0,0,0,0,0,0,0,0,12,3,22,1,2,156,0.870517316,1,4098.702234,296.0000283,306.3608983,205.7692883,190.0000441,4092.41298,4088.133193,4092.459529,85.61541917,206.6930091,0,,246.4791306,270.1147904,4088.031231,4096.914205,156.8114159,4088.76326,157.0274229,1299814.009,16711935
org.apache.tools.ant.filters.TailFilter,0,0,0,0,0,0,0,0,0,7,5,19,1,4,285,0.926746371,1,3970.05,296.0000091,307.6881538,205.9126028,188.0000143,3963.46124,3959.121367,3963.604673,89.53770156,208.655218,0,,344.4698743,272.2443755,3959.024226,3968.349531,285.3432544,3959.891034,285.4207001,2337874.017,15673875
org.apache.tools.ant.types.selectors.SelectorContainer,0,0,0,0,0,0,0,0,0,19,19,19,3,16,19,1,0,4235.426071,297,305.6026832,188.3082579,174,4228.581441,4225.042722,4229.225225,74.46475676,202.2498455,0,,194.9306996,270.8449741,4225.02752,4233.672401,24.42956947,4225.613447,24.64617248,160930.0018,17850819
org.apache.tools.ant.taskdefs.KeySubst,0,0,0,0,0,0,0,0,0,8,2,39,0,2,282,0.83758728,4,3972.819276,293.000045,304.5291447,208.2546518,191.0000691,3966.60119,3962.137428,3966.649468,89.31965069,209.1721779,0,,331.0217303,259.1138746,3962.091865,3970.463953,283.2786582,3962.869289,283.3934772,2314131.017,15697618
org.apache.tools.ant.types.selectors.BaseExtendSelector,0,0,0,0,0,0,0,0,0,4,9,5,5,4,18,0.977444469,5,4236.076014,292.0000009,304.6850833,203.5313244,184.0000014,4230.003783,4226.113699,4230.135341,92.35799911,206.2474242,0,,208.7873912,279.7016267,4226.004835,4235.246038,19.11525946,4226.895433,19.1769724,152465.0012,17859284
org.apache.tools.ant.util.TimeoutObserver,0,0,0,0,0,0,0,0,0,1,3,1,3,1,1,1,0,4253.381949,297,310.3369137,210.2379604,190,4247.251935,4243.136222,4247.207318,96.20810777,209.3346603,0,,212.0025687,284.0158446,4243.000509,4252.495032,2.303163706,4243.954406,2.315811953,8488.000319,18003261
org.apache.tools.ant.filters.StripLineBreaks,0,0,0,0,0,0,0,0,0,7,5,17,1,4,107,0.926746371,1,4147.575798,296.0000091,307.6881538,205.9126028,188.0000143,4141.269491,4137.116145,4141.406766,89.53770156,208.655218,0,,223.2300972,273.6731627,4137.018647,4146.042209,107.7306245,4137.852704,107.8405324,896784.0065,17114965
org.apache.tools.ant.taskdefs.condition.Socket,0,0,0,0,0,0,0,0,0,4,4,12,1,3,70,0.954603765,0,4184.553142,297.0000035,309.4802094,208.0624906,189.0000055,4178.276798,4174.122662,4178.367744,92.6984358,209.8809186,0,,212.8019275,277.2760357,4174.009315,4183.199493,70.55885655,4174.906586,70.62164105,589272.0042,17422477
