@relation 'Ant16BugsBinaryALLModels-weka.filters.unsupervised.attribute.Remove-R1-2,29-30-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,1-weka.filters.unsupervised.attribute.Remove-R2-7,35-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,1-weka.filters.unsupervised.attribute.Normalize-S2.0-T-1.0-weka.filters.unsupervised.attribute.NumericToBinary-Rlast'

@attribute WMC numeric
@attribute CBO numeric
@attribute RFC numeric
@attribute Ca numeric
@attribute Ce numeric
@attribute LOC numeric
@attribute Qi numeric
@attribute FANIN numeric
@attribute 'd(LOC,FANIN)' numeric
@attribute 'd(Qi,FANIN)' numeric
@attribute 'd(WMC,FANIN)' numeric
@attribute 'd( WMC,CBO)' numeric
@attribute 'd(Qi,CBO)' numeric
@attribute 'd(LOC, CBO)' numeric
@attribute 'd(LOC, Ce)' numeric
@attribute 'd(LOC, Ca)' numeric
@attribute 'd(WMC, Ce)' numeric
@attribute 'd(WMC, Ca)' numeric
@attribute 'd(RFC,d(LOC, Ca))' numeric
@attribute 'd(RFC, Ca)' numeric
@attribute 'd(LOC,d(RFC, Ca))' numeric
@attribute 'd(LOC, RFC, Ca)' numeric
@attribute 'd(d(LOC,Ce),d(RFC, Ca))' numeric
@attribute 'd(LOC, WMC)' numeric
@attribute 'd(d(LOC,WMC),d(RFC, Ca))' numeric
@attribute 'D(d(LOC,RFC), d(LOC,Ca), d(RFC, Ca))' numeric
@attribute 'd(LOC, RFC)' numeric
@attribute #BugsBinary_binarized {0,1}

@data
-0.56,-0.925926,-0.271255,-0.983471,-0.485714,-0.610193,0.688952,-0.984496,0.575325,0.984486,0.94999,0.857853,0.925897,0.588436,0.607319,0.588313,0.494851,0.914244,-0.675148,0.606184,0.607581,0.579474,-0.606619,0.603906,-0.6032,-0.296353,0.296353,0
-0.9,-0.958848,-0.846154,-1,-0.714286,-0.952808,0.887692,-0.989664,0.948465,0.989655,0.979896,0.944594,0.958831,0.950149,0.952452,0.9502,0.865377,0.985992,-0.987023,0.914847,0.952472,0.948886,-0.952401,0.952021,-0.951969,-0.906728,0.906728,0
-0.58,-0.893004,-0.578947,-0.983471,-0.371429,-0.753657,0.329382,-0.963824,0.731248,0.963809,0.92637,0.82652,0.892963,0.739692,0.751826,0.739788,0.502215,0.917171,-0.824573,0.757771,0.751939,0.734294,-0.751538,0.749608,-0.749318,-0.537653,0.537652,0
-0.68,-0.950617,-0.708502,-0.991736,-0.714286,-0.827277,0.288764,-0.989664,0.811687,0.989656,0.964068,0.901108,0.9506,0.817609,0.826004,0.81757,0.643384,0.941191,-0.895623,0.832629,0.826052,0.813724,-0.825913,0.824423,-0.824332,-0.669468,0.669467,0
-0.82,-0.925926,-0.724696,-1,-0.485714,-0.899009,0.835128,-0.984496,0.889787,0.984486,0.967743,0.897728,0.925896,0.893238,0.898247,0.893368,0.7593,0.972485,-0.959158,0.846618,0.898301,0.890758,-0.897993,0.897343,-0.897088,-0.803114,0.803114,0
-0.7,-0.934156,-0.813765,-0.950413,-0.885714,-0.919773,0.833422,-0.943152,0.91203,0.943132,0.909611,0.887143,0.93413,0.915188,0.919187,0.915126,0.685636,0.899971,-0.969947,0.866837,0.91921,0.913157,-0.918966,0.918368,-0.918146,-0.842763,0.842763,0
-0.3,-0.884774,-0.271255,-0.966942,-0.428571,-0.615385,-0.85467,-0.968992,0.5808,0.968984,0.916074,0.78006,0.884743,0.593744,0.612545,0.593723,0.227102,0.861149,-0.680769,0.594893,0.612823,0.584971,-0.611775,0.609047,-0.608271,-0.304725,0.304725,0
-0.84,-0.983539,-0.732794,-0.983471,-0.942857,-0.873053,0.934402,-0.984496,0.861505,0.984486,0.969216,0.959984,0.983532,0.866047,0.87213,0.86589,0.832535,0.958226,-0.937083,0.840985,0.872159,0.862879,-0.871955,0.870996,-0.87082,-0.754161,0.754161,1
-0.92,-0.909465,-0.846154,-1,-0.371429,-0.951864,-0.767018,-1,0.947533,0.999999,0.99376,0.897782,0.909442,0.948983,0.951483,0.949203,0.851119,0.989447,-0.986596,0.914847,0.951521,0.947873,-0.951439,0.951073,-0.951029,-0.904885,0.904885,1
-0.68,-0.893004,-0.611336,-0.991736,-0.257143,-0.771118,-0.705934,-0.984496,0.750473,0.984491,0.95786,0.841606,0.892974,0.758121,0.769409,0.758259,0.593075,0.941191,-0.841993,0.780117,0.769512,0.753162,-0.769189,0.767393,-0.767172,-0.568426,0.568426,0
-0.78,-0.909465,-0.692308,-1,-0.371429,-0.88202,0.52137,-0.989664,0.871324,0.989655,0.971034,0.874364,0.90943,0.875246,0.881127,0.875422,0.706882,0.965923,-0.946563,0.828862,0.881196,0.872425,-0.880834,0.880069,-0.879773,-0.770996,0.770996,0
-0.62,-0.934156,-0.578947,-0.983471,-0.542857,-0.753185,0.780588,-0.984496,0.730946,0.984486,0.953855,0.875109,0.93413,0.73935,0.75136,0.739289,0.562171,0.923124,-0.824079,0.757771,0.751463,0.733788,-0.751073,0.749149,-0.74886,-0.536825,0.536825,0
-0.82,-0.958848,-0.805668,-0.983471,-0.828571,-0.920245,0.881028,-0.97416,0.912832,0.974147,0.955377,0.931443,0.958831,0.915773,0.919659,0.915742,0.798066,0.954872,-0.970761,0.881908,0.91968,0.913754,-0.919551,0.918909,-0.918801,-0.843669,0.843669,0
-0.86,-0.925926,-0.595142,-1,-0.485714,-0.676262,0.640984,-0.989664,0.647266,0.989655,0.976881,0.904339,0.925897,0.658144,0.673871,0.658131,0.800271,0.979175,-0.742158,0.776776,0.673969,0.65142,-0.673779,0.671173,-0.67108,-0.404924,0.404924,0
-0.92,-0.975309,-0.862348,-1,-0.828571,-0.95328,0.93497,-0.979328,0.948884,0.979316,0.969095,0.964724,0.975299,0.950705,0.952935,0.950698,0.898769,0.989447,-0.986263,0.924133,0.952946,0.949448,-0.952958,0.952511,-0.952534,-0.907649,0.907649,0
-0.16,-0.679012,-0.222672,-0.909091,0.6,-0.84521,-0.967908,-0.762274,0.82912,0.762216,0.658012,0.545532,0.678903,0.83561,0.844016,0.83621,-0.011776,0.780701,-0.927741,0.533125,0.844369,0.831247,-0.840902,0.842409,-0.839275,-0.70239,0.70239,0
-0.86,-0.925926,-0.708502,-1,-0.485714,-0.88202,0.571516,-0.989664,0.871324,0.989655,0.976881,0.904339,0.925897,0.875304,0.881133,0.875422,0.800271,0.979175,-0.945883,0.837716,0.881192,0.872478,-0.880901,0.880113,-0.879878,-0.770996,0.770996,0
-0.98,-0.950617,-0.983806,-0.950413,-1,-0.99764,0.989796,-0.989664,0.997334,0.989655,0.986106,0.949894,0.950597,0.997453,0.997631,0.997395,0.979918,0.947821,-0.989029,0.966792,0.997624,0.997296,-0.997003,0.997593,-0.996965,-0.995283,0.995283,0
-0.66,-0.934156,-0.40081,-0.975207,-0.714286,-0.717319,0.389754,-0.979328,0.691844,0.979317,0.950298,0.881062,0.934131,0.7015,0.715243,0.701383,0.62335,0.920317,-0.789635,0.66192,0.715417,0.694725,-0.714542,0.712748,-0.712042,-0.474586,0.474586,0
-0.84,-0.876543,-0.376518,-0.991736,-0.2,-0.723926,-0.699718,-0.989664,0.699145,0.98966,0.975396,0.850663,0.876507,0.708251,0.721868,0.708425,0.753443,0.967018,-0.797231,0.66113,0.722072,0.701808,-0.72114,0.719561,-0.718827,-0.485954,0.485954,1
-0.84,-0.876543,-0.376518,-0.991736,-0.2,-0.723926,-0.699718,-0.989664,0.699145,0.98966,0.975396,0.850663,0.876507,0.708251,0.721868,0.708425,0.753443,0.967018,-0.797231,0.66113,0.722072,0.701808,-0.72114,0.719561,-0.718827,-0.485954,0.485954,1
-0.84,-0.876543,-0.376518,-0.991736,-0.2,-0.723926,-0.699718,-0.989664,0.699145,0.98966,0.975396,0.850663,0.876507,0.708251,0.721868,0.708425,0.753443,0.967018,-0.797231,0.66113,0.722072,0.701808,-0.72114,0.719561,-0.718827,-0.485954,0.485954,1
-0.66,-0.876543,-0.497976,-0.966942,-0.2,-0.803681,-0.067066,-0.968992,0.78578,0.96898,0.937878,0.821537,0.876499,0.792432,0.802207,0.792555,0.567151,0.911426,-0.87826,0.705166,0.802364,0.787638,-0.801425,0.80045,-0.799663,-0.626627,0.626627,1
-0.66,-0.876543,-0.497976,-0.966942,-0.2,-0.803681,-0.067066,-0.968992,0.78578,0.96898,0.937878,0.821537,0.876499,0.792432,0.802207,0.792555,0.567151,0.911426,-0.87826,0.705166,0.802364,0.787638,-0.801425,0.80045,-0.799663,-0.626627,0.626627,1
-0.96,-0.942387,-0.927126,-0.975207,-0.771429,-0.98537,0.93756,-0.881137,0.982997,0.881101,0.855425,0.938081,0.942364,0.98447,0.985256,0.984515,0.932688,0.9703,-0.991694,0.94729,0.985267,0.984015,-0.985126,0.985121,-0.984991,-0.970847,0.970847,0
-0.82,-0.917695,-0.854251,-0.92562,-0.942857,-0.924493,0.778598,-0.922481,0.916985,0.922455,0.893601,0.889311,0.917663,0.920113,0.923945,0.920026,0.81258,0.893376,-0.970864,0.875725,0.92396,0.918273,-0.923765,0.923223,-0.923041,-0.851834,0.851834,0
-0.9,-0.934156,-0.668016,-1,-0.542857,-0.891458,-0.770294,-0.994832,0.881658,0.994829,0.986066,0.919446,0.934144,0.885297,0.890644,0.885392,0.847027,0.985992,-0.955571,0.815672,0.890709,0.882472,-0.890193,0.88972,-0.889266,-0.788803,0.788803,0
-0.86,-0.942387,-0.692308,-1,-0.6,-0.876357,0.857072,-1,0.865254,0.999993,0.989237,0.921139,0.942364,0.869385,0.875435,0.86944,0.812142,0.979175,-0.941666,0.828862,0.875491,0.866349,-0.875169,0.874362,-0.874093,-0.760354,0.760354,0
-0.84,-0.983539,-0.684211,-1,-0.885714,-0.854648,0.786758,-0.984496,0.841453,0.984486,0.969216,0.959984,0.983533,0.846621,0.853587,0.846511,0.825251,0.975814,-0.922431,0.824453,0.853627,0.843034,-0.853378,0.852306,-0.852095,-0.719857,0.719857,0
-0.76,-0.975309,-0.821862,-0.991736,-0.885714,-0.92638,0.82262,-0.994832,0.919712,0.994824,0.975806,0.938859,0.975299,0.922308,0.925842,0.922252,0.745305,0.953845,-0.973944,0.896058,0.925856,0.920421,-0.925804,0.925108,-0.92507,-0.855469,0.855469,0
-0.96,-0.958848,-0.757085,-1,-0.714286,-0.910807,0.898428,-1,0.90279,0.999993,0.99685,0.954778,0.958831,0.90581,0.910144,0.90583,0.926362,0.996451,-0.966615,0.864563,0.910179,0.903523,-0.909959,0.909403,-0.909216,-0.825589,0.825589,0
-0.48,-0.925926,-0.546559,-0.991736,-0.542857,-0.746579,-0.773544,-0.989664,0.723805,0.98966,0.951295,0.846691,0.92591,0.732346,0.744705,0.732345,0.421462,0.911875,-0.817902,0.746129,0.744817,0.726629,-0.744376,0.74237,-0.742039,-0.525263,0.525263,0
0.7,-0.711934,0.838057,-0.942149,1,0.138273,-0.999976,-0.984496,-0.234463,0.984492,0.902016,0.51351,0.711838,-0.20114,-0.146686,-0.200428,-0.936135,0.755362,0.151469,0.262095,-0.145042,-0.224494,0.14769,-0.156766,0.157779,0.628734,-0.628734,1
0.5,-0.777778,-0.020243,-0.909091,0.028571,-0.566777,-0.999942,-0.953488,0.527753,0.953477,0.867273,0.593926,0.777708,0.542028,0.563557,0.542166,-0.611862,0.725904,-0.629605,0.446359,0.564091,0.531922,-0.562092,0.559422,-0.557946,-0.227383,0.227383,0
-0.04,-0.81893,0.222672,-1,0.257143,-0.528079,-0.991948,-0.870801,0.484734,0.870769,0.783958,0.68059,0.818876,0.501364,0.524568,0.501717,-0.114397,0.868749,-0.588932,0.427559,0.525157,0.490292,-0.523129,0.520269,-0.518819,-0.167498,0.167498,1
-0.04,-0.81893,0.222672,-1,0.257143,-0.528079,-0.991948,-0.870801,0.484734,0.870769,0.783958,0.68059,0.818876,0.501364,0.524568,0.501717,-0.114397,0.868749,-0.588932,0.427559,0.525157,0.490292,-0.523129,0.520269,-0.518819,-0.167498,0.167498,1
-0.54,-0.876543,-0.198381,-0.983471,-0.257143,-0.524776,-0.303972,-0.979328,0.482383,0.979319,0.942502,0.803592,0.876501,0.498121,0.521263,0.498157,0.449337,0.911352,-0.581873,0.573584,0.521595,0.487666,-0.520588,0.517153,-0.516472,-0.162462,0.162462,0
-0.86,-0.934156,-0.797571,-1,-0.542857,-0.933459,0.562222,-0.989664,0.927378,0.989655,0.976881,0.912736,0.934131,0.929636,0.932952,0.929759,0.806105,0.979175,-0.979652,0.887252,0.932989,0.927962,-0.932806,0.93235,-0.932203,-0.86913,0.86913,0
-0.88,-0.934156,-0.740891,-1,-0.542857,-0.908447,0.662378,-1,0.900219,0.999994,0.99073,0.916076,0.93413,0.903231,0.907757,0.903338,0.826558,0.982568,-0.965659,0.855567,0.907805,0.900938,-0.907518,0.906961,-0.90672,-0.821083,0.821083,1
-0.88,-0.934156,-0.740891,-1,-0.542857,-0.908447,0.662378,-1,0.900219,0.999994,0.99073,0.916076,0.93413,0.903231,0.907757,0.903338,0.826558,0.982568,-0.965659,0.855567,0.907805,0.900938,-0.907518,0.906961,-0.90672,-0.821083,0.821083,1
-0.96,-0.967078,-0.894737,-1,-0.771429,-0.973572,0.981628,-1,0.971193,0.999993,0.99685,0.963133,0.967065,0.972099,0.973372,0.972136,0.932688,0.996451,-0.991404,0.94283,0.973383,0.971331,-0.973398,0.97314,-0.973166,-0.947493,0.947493,0
-0.94,-0.967078,-0.82996,-1,-0.771429,-0.932043,0.960692,-1,0.925932,0.999993,0.995297,0.959721,0.967065,0.928257,0.931539,0.928264,0.912401,0.992934,-0.97702,0.905605,0.931558,0.926554,-0.93154,0.930957,-0.930957,-0.866394,0.866394,0
-0.8,-0.942387,-0.538462,-1,-0.6,-0.755545,0.690928,-0.979328,0.733462,0.979317,0.960098,0.911342,0.942364,0.741871,0.75374,0.741846,0.751073,0.969188,-0.827533,0.747249,0.753848,0.736253,-0.753396,0.751645,-0.751298,-0.540964,0.540964,0
-0.72,-0.934156,-0.724696,-1,-0.542857,-0.809344,-0.977508,-0.989664,0.792154,0.989661,0.966808,0.890232,0.934147,0.79862,0.807929,0.798661,0.663446,0.956321,-0.877601,0.846618,0.807982,0.794577,-0.807931,0.806233,-0.806235,-0.63686,0.63686,0
-0.64,-0.901235,-0.319838,-0.991736,-0.314286,-0.432751,-0.712262,-0.979328,0.382395,0.979321,0.94896,0.843984,0.901208,0.401179,0.428569,0.401097,0.557552,0.93506,-0.479097,0.634255,0.428834,0.38945,-0.428242,0.423768,-0.423437,-0.026381,0.026381,0
-0.88,-0.950617,-0.854251,-1,-0.657143,-0.955168,0.780858,-0.984496,0.950989,0.984486,0.972207,0.932861,0.950598,0.952611,0.954826,0.952692,0.838712,0.982568,-0.987569,0.919485,0.954848,0.951445,-0.954797,0.954406,-0.954377,-0.911338,0.911338,0
-0.8,-0.884774,-0.506073,-0.991736,-0.257143,-0.743747,0.69654,-0.984496,0.720669,0.984486,0.966285,0.852371,0.884728,0.729201,0.741837,0.729355,0.716903,0.960367,-0.815788,0.725322,0.74198,0.723463,-0.74141,0.739664,-0.739233,-0.520321,0.520321,0
-0.84,-0.967078,-0.854251,-1,-0.771429,-0.91883,0.712678,-0.984496,0.911386,0.984486,0.969216,0.943113,0.967065,0.914308,0.918229,0.914305,0.811265,0.975814,-0.967315,0.919485,0.918245,0.912464,-0.918353,0.917482,-0.917608,-0.840952,0.840952,0
-0.82,-0.934156,-0.813765,-0.958678,-0.828571,-0.930156,0.84717,-0.97416,0.923633,0.974147,0.955377,0.90615,0.93413,0.926149,0.929642,0.926124,0.798066,0.928488,-0.976676,0.871741,0.929666,0.924325,-0.929387,0.928974,-0.928717,-0.862748,0.862748,0
-0.9,-0.893004,-0.959514,-0.892562,-1,-0.99764,1,-0.989664,0.997334,0.989655,0.979896,0.877634,0.892961,0.99726,0.997631,0.997203,0.899821,0.872511,-0.990609,0.919485,0.997631,0.997014,-0.994189,0.997549,-0.994116,-0.995283,0.995283,0
-0.54,-0.81893,-0.376518,-0.983471,0.142857,-0.450684,-0.760934,-0.963824,0.401682,0.963814,0.923814,0.743777,0.818872,0.419722,0.44661,0.419977,0.414556,0.911352,-0.498356,0.655614,0.44687,0.408816,-0.446334,0.441915,-0.441636,-0.052236,0.052236,0
-0.78,-0.909465,-0.562753,-0.991736,-0.428571,-0.793771,-0.568268,-0.968992,0.774986,0.968982,0.946273,0.874364,0.90944,0.782091,0.792235,0.782182,0.712532,0.95709,-0.866516,0.754547,0.792346,0.777302,-0.791821,0.790451,-0.790033,-0.608802,0.608802,0
-0.4,-0.720165,-0.101215,-0.884298,0.257143,-0.526192,0.155572,-0.731266,0.481186,0.731194,0.634739,0.620748,0.720056,0.498975,0.522666,0.499218,0.260205,0.783841,-0.583873,0.462242,0.523194,0.488478,-0.521433,0.518514,-0.517271,-0.16462,0.16462,1
-0.4,-0.720165,-0.101215,-0.884298,0.257143,-0.526192,0.155572,-0.731266,0.481186,0.731194,0.634739,0.620748,0.720056,0.498975,0.522666,0.499218,0.260205,0.783841,-0.583873,0.462242,0.523194,0.488478,-0.521433,0.518514,-0.517271,-0.16462,0.16462,1
-0.28,-0.843621,-0.1417,-0.966942,-0.142857,-0.663992,-0.416092,-0.922481,0.633197,0.922458,0.858626,0.734144,0.843568,0.644874,0.661493,0.645042,0.171971,0.858687,-0.735671,0.537562,0.661852,0.636769,-0.660216,0.658405,-0.657118,-0.384425,0.384425,0
-0.8,-0.950617,-0.643725,-0.991736,-0.657143,-0.826805,0.356084,-0.979328,0.811071,0.979317,0.960098,0.919785,0.950599,0.817111,0.825525,0.817071,0.757499,0.960367,-0.897246,0.797422,0.825594,0.813001,-0.825251,0.824009,-0.823732,-0.668604,0.668604,0
-0.96,-0.967078,-0.878543,-1,-0.771429,-0.972157,0.994898,-1,0.96965,0.999993,0.99685,0.963133,0.967065,0.970604,0.971946,0.970641,0.932688,0.996451,-0.992053,0.93346,0.971959,0.969756,-0.971885,0.971703,-0.971642,-0.9447,0.944699,0
-0.94,-0.942387,-0.676113,-0.983471,-0.714286,-0.888155,0.985712,-1,0.878108,0.999993,0.995297,0.934632,0.942364,0.881839,0.887326,0.881842,0.906015,0.975469,-0.95241,0.809809,0.887384,0.878893,-0.88685,0.886388,-0.885908,-0.78256,0.78256,0
-0.78,-0.950617,-0.789474,-0.966942,-0.885714,-0.914582,0.82496,-0.97416,0.90666,0.974147,0.952462,0.916593,0.950598,0.909766,0.913958,0.909701,0.765252,0.930619,-0.967639,0.862816,0.913982,0.907563,-0.913738,0.913137,-0.912916,-0.83281,0.83281,0
-0.64,-0.934156,-0.838057,-0.975207,-0.714286,-0.936763,0.814484,-0.979328,0.930882,0.979316,0.94896,0.878069,0.93413,0.933124,0.93629,0.933162,0.603343,0.917245,-0.979276,0.895485,0.936314,0.931555,-0.936189,0.935592,-0.935492,-0.875523,0.875523,0
-0.4,-0.884774,-0.279352,-0.991736,-0.257143,-0.601699,-0.70715,-0.989664,0.566144,0.98966,0.946622,0.79283,0.88474,0.579305,0.598749,0.579381,0.306588,0.901097,-0.665765,0.615535,0.599014,0.570423,-0.598113,0.595196,-0.594555,-0.282712,0.282712,0
-0.84,-0.967078,-0.878543,-0.966942,-1,-0.865031,0.654234,-0.97416,0.852665,0.974147,0.956857,0.943113,0.967065,0.857519,0.864053,0.857356,0.84001,0.940656,-0.924087,0.914035,0.864054,0.854725,-0.864231,0.862849,-0.863029,-0.739169,0.739169,0
-0.86,-0.942387,-0.813765,-1,-0.6,-0.931571,0.777624,-0.989664,0.92532,0.989655,0.976881,0.921139,0.942364,0.927672,0.931054,0.927765,0.812142,0.979175,-0.977625,0.896407,0.931085,0.925992,-0.930991,0.930433,-0.93037,-0.865482,0.865482,0
-0.84,-0.917695,-0.748988,-1,-0.428571,-0.929684,0.20866,-0.979328,0.923167,0.979317,0.963036,0.892613,0.917665,0.925593,0.929143,0.925771,0.774091,0.975814,-0.979972,0.860059,0.929195,0.923749,-0.928784,0.928505,-0.928143,-0.861837,0.861837,0
-0.92,-0.958848,-0.919028,-1,-0.714286,-0.977348,0.89161,-0.989664,0.975213,0.989655,0.981426,0.947959,0.958831,0.976056,0.977172,0.976125,0.885686,0.989447,-0.990763,0.956962,0.977184,0.975467,-0.9773,0.976952,-0.977082,-0.954951,0.954951,0
-0.88,-0.917695,-0.732794,-1,-0.428571,-0.758849,0.88109,-0.989664,0.737165,0.989655,0.978381,0.899311,0.917662,0.745264,0.757058,0.745334,0.815208,0.982568,-0.826325,0.851087,0.757117,0.740455,-0.75713,0.755047,-0.755119,-0.546772,0.546771,1
-0.92,-0.975309,-0.854251,-1,-0.828571,-0.928268,0.908812,-0.984496,0.921672,0.984486,0.97526,0.964724,0.975299,0.924301,0.92774,0.924276,0.898769,0.989447,-0.973394,0.919485,0.927752,0.922588,-0.92784,0.927111,-0.927212,-0.859107,0.859107,0
-0.18,-0.769547,-0.206478,-1,0.6,-0.579991,0.220102,-0.968992,0.5423,0.968979,0.909949,0.64367,0.769458,0.55594,0.576851,0.556503,0.009362,0.883477,-0.642767,0.588629,0.577184,0.546971,-0.576134,0.573048,-0.572326,-0.248176,0.248176,0
-0.56,-0.860082,-0.408907,-0.966942,-0.142857,-0.708353,0.53114,-0.97416,0.682029,0.974148,0.937536,0.789413,0.860027,0.691753,0.706178,0.691882,0.458748,0.896347,-0.779825,0.660431,0.706387,0.685098,-0.705498,0.703589,-0.702904,-0.459228,0.459228,1
-0.76,-0.909465,-0.781377,-0.983471,-0.485714,-0.957527,-0.903984,-0.927649,0.953045,0.92763,0.895326,0.871145,0.909445,0.954962,0.957193,0.955127,0.697971,0.945005,-0.992946,0.868165,0.957238,0.953671,-0.956525,0.956739,-0.956067,-0.915954,0.915953,0
-0.88,-0.975309,-0.854251,-1,-0.828571,-0.939594,0.905304,-0.989664,0.934064,0.989655,0.978381,0.958074,0.975299,0.936257,0.939149,0.93624,0.85842,0.982568,-0.979979,0.919485,0.939161,0.934738,-0.939209,0.938591,-0.938651,-0.881011,0.881011,0
-0.88,-0.975309,-0.757085,-1,-0.828571,-0.400661,0.825004,-0.994832,0.347749,0.994824,0.984555,0.958074,0.975299,0.367699,0.396284,0.367287,0.85842,0.982568,-0.439408,0.864563,0.396312,0.35686,-0.396456,0.391353,-0.391527,0.019076,-0.019076,0
-0.94,-0.958848,-0.902834,-0.991736,-0.771429,-0.981123,0.927624,-0.979328,0.979235,0.979316,0.970648,0.951353,0.958831,0.980042,0.980978,0.980085,0.912401,0.984199,-0.992567,0.94269,0.980989,0.979431,-0.980884,0.980797,-0.980703,-0.962423,0.962423,0
-0.96,-0.967078,-0.967611,-0.991736,-0.828571,-0.992449,0.962976,-0.989664,0.991675,0.989655,0.984531,0.963133,0.967065,0.992028,0.99239,0.992051,0.939202,0.987729,-0.98984,0.980739,0.992395,0.991811,-0.992601,0.99231,-0.992523,-0.984927,0.984927,0
-0.9,-0.983539,-0.94332,-0.983471,-1,-0.981595,0.929554,-0.989664,0.979843,0.989655,0.979896,0.969786,0.983532,0.980626,0.981468,0.980555,0.899821,0.968477,-0.990042,0.961614,0.981462,0.980051,-0.981601,0.981254,-0.981389,-0.963359,0.963359,0
-0.88,-0.983539,-0.910931,-0.991736,-0.942857,-0.973572,0.94951,-1,0.971193,0.999993,0.99073,0.966488,0.983532,0.972156,0.973383,0.972107,0.872523,0.973795,-0.990369,0.94741,0.973383,0.971359,-0.973455,0.973096,-0.973169,-0.947493,0.947493,0
-0.86,-0.99177,-0.910931,-0.991736,-1,-0.950448,0.870282,-0.989664,0.945894,0.989655,0.976881,0.971651,0.991766,0.947774,0.950094,0.947678,0.859921,0.970391,-0.982079,0.94741,0.95009,0.946552,-0.950282,0.949603,-0.949792,-0.902123,0.902123,0
-0.76,-0.958848,-0.51417,-1,-0.714286,-0.660217,0.732882,-0.97416,0.629637,0.974147,0.951028,0.921904,0.958831,0.641347,0.657724,0.641191,0.723784,0.96269,-0.726269,0.734797,0.657837,0.633941,-0.657499,0.654819,-0.654592,-0.378155,0.378155,1
-0.82,-0.967078,-0.854251,-0.975207,-0.942857,-0.958471,0.861688,-0.984496,0.95459,0.984486,0.967743,0.939883,0.967065,0.956156,0.958171,0.956096,0.81258,0.946073,-0.988902,0.904809,0.958179,0.954901,-0.957964,0.957729,-0.957521,-0.917803,0.917802,0
-0.92,-0.975309,-0.797571,-0.991736,-0.885714,-0.913639,0.99079,-0.994832,0.905826,0.994824,0.987592,0.964724,0.975299,0.908857,0.913008,0.908792,0.905596,0.980699,-0.966621,0.882279,0.913025,0.906668,-0.912933,0.912255,-0.912181,-0.831004,0.831004,0
-0.7,-0.868313,-0.368421,-1,-0.085714,-0.763096,0.831656,-0.97416,0.741631,0.974147,0.946817,0.81932,0.86826,0.749562,0.761319,0.749819,0.598705,0.953185,-0.839177,0.662778,0.761523,0.743842,-0.760441,0.759256,-0.75837,-0.554246,0.554246,0
-0.76,-0.967078,-0.700405,-0.975207,-0.942857,-0.839547,0.95291,-0.984496,0.825002,0.984486,0.963415,0.930379,0.967065,0.830621,0.838379,0.830468,0.752879,0.93617,-0.907606,0.818019,0.838418,0.826795,-0.838181,0.836926,-0.836727,-0.691963,0.691963,0
-0.98,-0.99177,-0.983806,-1,-0.942857,-0.998112,0.989796,-1,0.997942,0.999993,0.998418,0.991636,0.991766,0.998092,0.998102,0.998062,0.972912,1,-0.989042,0.995092,0.998099,0.997974,-0.998403,0.998072,-0.998375,-0.996226,0.996226,0
-0.88,-0.958848,-0.805668,-1,-0.714286,-0.935347,0.867196,-0.989664,0.929435,0.989655,0.978381,0.941261,0.958831,0.931715,0.934864,0.931754,0.845086,0.982568,-0.980319,0.891824,0.934889,0.930015,-0.934743,0.934278,-0.934156,-0.872781,0.872781,0
-0.84,-0.942387,-0.684211,-1,-0.6,-0.869278,-0.691664,-0.984496,0.857392,0.98449,0.969216,0.917842,0.942376,0.861912,0.868305,0.861963,0.791766,0.975814,-0.935739,0.824453,0.868363,0.858729,-0.86804,0.867162,-0.866895,-0.747096,0.747096,0
-0.38,-0.835391,-0.214575,-0.975207,-0.028571,-0.463426,-0.77357,-0.963824,0.415525,0.963814,0.914223,0.738366,0.835339,0.433233,0.459453,0.433382,0.262595,0.880395,-0.51386,0.574985,0.459807,0.421907,-0.458882,0.454764,-0.454188,-0.0708,0.0708,0
-0.92,-0.958848,-0.870445,-1,-0.714286,-0.955168,0.802034,-1,0.951133,0.999993,0.99376,0.947959,0.958831,0.95264,0.954829,0.952692,0.885686,0.989447,-0.986592,0.928791,0.954846,0.951501,-0.954877,0.954428,-0.954477,-0.911339,0.911338,0
-0.92,-0.967078,-0.894737,-0.991736,-0.828571,-0.957999,0.9446,-1,0.954219,0.999993,0.99376,0.956339,0.967065,0.955658,0.957688,0.955655,0.898769,0.980699,-0.986268,0.937979,0.957697,0.954595,-0.95779,0.957303,-0.957405,-0.916879,0.916879,0
-0.74,-0.884774,-0.813765,-0.900826,-0.885714,-0.831524,0.939544,-0.932817,0.81576,0.932793,0.900064,0.842602,0.884727,0.821853,0.830294,0.821723,0.725386,0.853506,-0.895843,0.837621,0.830328,0.81831,-0.830217,0.828768,-0.828691,-0.677239,0.677239,0
-0.96,-0.975309,-0.94332,-0.991736,-0.828571,-0.989146,0.989796,-1,0.988168,0.999993,0.99685,0.971494,0.975299,0.988569,0.989063,0.988561,0.939202,0.987729,-0.991124,0.966395,0.989068,0.988181,-0.98914,0.988955,-0.989033,-0.97835,0.97835,0
