@relation 'Ant16AllModels-weka.filters.unsupervised.attribute.Remove-R1-10,29-30,42-43,46-47-weka.filters.unsupervised.attribute.Remove-R29,31'

@attribute WMC numeric
@attribute CBO numeric
@attribute RFC numeric
@attribute Ca numeric
@attribute Ce numeric
@attribute LOC numeric
@attribute Qi numeric
@attribute FANIN numeric
@attribute 'd(LOC,FANIN)' numeric
@attribute 'd(Qi,FANIN)' numeric
@attribute 'd(WMC,FANIN)' numeric
@attribute 'd( WMC,CBO)' numeric
@attribute 'd(Qi,CBO)' numeric
@attribute 'd(LOC, CBO)' numeric
@attribute 'd(LOC, Ce)' numeric
@attribute 'd(LOC, Ca)' numeric
@attribute 'd(WMC, Ce)' numeric
@attribute 'd(WMC, Ca)' numeric
@attribute 'd(RFC,d(LOC, Ca))' numeric
@attribute 'd(RFC, Ca)' numeric
@attribute 'd(LOC,d(RFC, Ca))' numeric
@attribute 'd(LOC, RFC, Ca)' numeric
@attribute 'd(d(LOC,Ce),d(RFC, Ca))' numeric
@attribute 'd(LOC, WMC)' numeric
@attribute 'd(d(LOC,WMC),d(RFC, Ca))' numeric
@attribute 'D(d(LOC,RFC), d(LOC,Ca), d(RFC, Ca))' numeric
@attribute 'd(LOC, RFC)' numeric
@attribute 'd(WMC, RFC)' numeric
@attribute #Nbugs numeric

@data
23,15,99,2,13,1007,0.348014,4,3253.62106,383.000555,390.663538,240.6512,228.000932,3239.034578,3231.074899,3239.901387,80.081209,252.049598,1015.72908,281.964537,3231.616678,3243.279976,1009.030359,3231.917388,1009.238621,7521382.067,10439509,6077,0
7,8,25,0,8,141,0.781111,2,4115.049696,385.000062,396.073226,252.733061,235.000102,4103.734153,4097.088967,4104.140958,96.840074,259.254701,262.804518,328.402192,4097.034003,4110.140752,142.023824,4098.055393,142.107971,1175260.009,16785631,8871,0
6,8,32,0,8,194,0.831189,0,4062.475231,387.000037,398.252432,253.102746,235.000061,4050.822262,4044.090133,4051.23438,97.800818,259.6151,289.290274,323.711291,4044.056531,4056.93542,195.212981,4045.092335,195.261643,1606740.012,16354151,9051,1
2,4,13,0,4,56,0.990814,0,4199.868212,387,399.215481,258.311827,239,4188.823821,4182.114896,4188.996061,102.786186,261.090023,240.559739,336.630361,4182.008565,4195.526665,56.64943,4183.148097,56.667186,471533.0034,17489358,9838,0
3,4,21,0,4,144,0.980346,0,4112.2506,387,398.971177,257.9341,239.000001,4100.970251,4094.117365,4101.146181,101.833197,260.716321,267.7865,331.119314,4094.023852,4107.368501,144.687587,4095.148959,144.707061,1199829.009,16761062,9635,0
10,7,57,0,7,518,0.845464,4,3739.66429,383.000031,393.432332,252.578701,236.000051,3727.478504,3720.105375,3727.863195,94.254973,258.193726,550.739092,307.675153,3720.188192,3732.70197,519.372814,3721.08855,519.440621,4122301.033,13838590,8290,0
14,8,34,0,8,404,0.011246,2,3853.281848,385.00127,394.488276,250.241883,235.00208,3841.195257,3834.095069,3841.629862,90.138782,256.82679,455.9685,322.386414,3834.067246,3847.530247,404.671025,3834.964407,404.852561,3261122.025,14699769,7609,0
18,12,84,1,12,1202,0.143869,4,3060.062908,383.000957,391.679716,245.122418,231.001587,3044.775361,3036.08712,3045.550361,85.164547,254.568262,1210.266597,290.946731,3036.482825,3049.909179,1203.260311,3037.107176,1203.291382,8743432.082,9217459,6887,0
6,6,18,0,6,95,0.890429,3,4160.757743,384.000016,395.33783,254.960781,237.000025,4149.773247,4143.101495,4150.061807,98.371744,259.6151,247.819434,333.174129,4143.017148,4156.375103,95.771684,4144.06624,95.857427,796213.0057,17164678,9065,0
10,14,61,1,13,543,0.84827,3,3714.899864,384.00003,394.405882,246.050808,229.00005,3702.08941,3695.065493,3702.851064,92.649879,257.256681,572.9695,304.428974,3695.223763,3707.519656,544.583387,3696.095913,544.604069,4307680.034,13653211,8286,0
8,4,18,0,4,172,0.856339,3,4084.092555,384.000027,394.867066,256.095685,239.000043,4073.018168,4066.118173,4073.195306,97.082439,258.897663,286.156974,333.174129,4066.017473,4079.627557,172.422832,4067.040693,172.551164,1428306.01,16532585,8693,0
9,8,23,5,3,148,0.923585,5,4107.800385,382.000008,392.689445,252.003968,235.000012,4096.74566,4090.125181,4096.860871,96.462428,253.870046,268.438246,326.105811,4090.044078,4102.980015,149.216401,4091.012222,149.379187,1232567.009,16728324,8505,0
5,13,5,13,0,5,1,2,4250.472209,385,396.547601,248.847343,230,4239.243918,4233.144694,4239.189781,101.242284,247.923375,242.064795,333.174129,4233.016783,4246.091615,12.919983,4234.065895,12.970668,42360.00205,17918531,9267,0
23,22,77,2,20,1164,0.119533,7,3097.398263,380.00102,387.722839,234.029913,221.001754,3081.933971,3074.036597,3083.354667,78.447435,252.049598,1173.811118,294.108823,3074.422793,3088.037565,1165.207885,3074.964227,1165.331296,8511245.079,9449646,6099,0
11,11,54,1,10,437,0.215866,6,3820.047382,381.000807,391.256949,248.485412,232.001325,3808.07366,3801.082214,3808.632563,92.444578,256.908544,476.951256,308.755567,3801.1737,3813.519503,438.554367,3802.04182,438.645605,3513097.027,14447794,8114,0
30,34,111,14,22,1004,0.577786,52,3251.304507,335.000266,342.235299,220.41098,209.000427,3240.746365,3234.026129,3242.027144,71.19691,238.503669,1011.943568,265.480696,3234.9798,3244.878426,1007.253611,3234.757487,1007.572412,7501999.067,10458892,5036,1
36,19,106,4,15,712,0.291954,15,3545.569066,372.000674,377.46523,232.963516,224.001119,3533.10798,3526.056721,3534.023203,67.052218,246.454864,724.617658,276.631524,3526.664591,3536.834884,715.355383,3526.58078,715.880065,5528074.046,12432817,4237,0
10,6,44,1,6,367,0.678042,4,3889.901027,383.000135,393.432332,253.513313,237.000219,3878.248316,3871.108627,3878.494811,94.556861,257.256681,418.785536,315.103158,3871.116178,3883.803677,368.243172,3872.0461,368.35648,2976047.023,14984844,8303,0
2,4,15,0,4,59,0.997449,0,4196.880985,387,399.215481,258.311827,239,4185.828711,4179.114978,4186.001075,102.786186,261.090023,239.332746,335.243195,4179.011611,4192.425193,59.830054,4180.148921,59.847035,496618.0036,17464273,9836,0
3,7,40,2,5,237,0.992856,0,4019.672872,387,398.971177,255.156814,236,4007.954216,4001.11247,4008.191737,101.533246,258.860967,314.368958,316.936902,4001.099078,4013.533356,238.682678,4002.175658,238.670734,1952683.015,16008208,9616,0
11,6,26,4,2,181,0.91248,5,4074.944539,382.00001,392.230799,253.160028,237.000016,4063.916584,4057.13421,4063.975025,94.92102,254.096438,285.543577,324.784544,4057.050835,4069.979607,182.130192,4057.976097,182.338161,1501421.011,16459470,8142,0
18,8,20,3,5,134,0.907242,4,4121.832723,383.000011,391.679716,248.89556,235.000018,4110.722686,4104.109648,4110.953296,87.31552,252.675681,263.517214,329.620994,4104.029169,4117.215807,134.909106,4104.819119,135.248544,1117848.008,16843043,6951,0
30,14,89,1,13,844,0.146425,2,3415.766532,385.000946,391.311896,239.459809,229.001591,3401.716772,3394.071302,3402.545665,73.375745,250.960156,856.936339,288.175294,3394.477244,3406.212119,845.97416,3394.721785,846.373927,6441497.055,11519394,5058,0
8,4,15,4,0,286,0.827117,5,3970.419121,382.000039,392.922384,256.095685,239.000063,3959.220252,3952.154982,3959.160012,98.432718,255.162693,367.979096,332.367267,3952.020493,3965.951588,286.256555,3953.070705,286.391857,2342355.017,15618536,8696,0
7,7,23,0,7,145,0.888812,2,4111.067258,385.000016,396.073226,253.663162,236.000026,4099.798166,4093.095772,4100.147924,97.123633,259.254701,266.640945,329.757487,4093.028734,4106.262169,145.841353,4094.056424,145.93136,1208018.009,16752873,8873,0
8,10,31,0,10,149,0.60433,4,4106.897856,383.000204,393.894656,250.505489,233.000336,4095.63304,4089.076424,4096.154904,95.336247,258.897663,262.199269,324.376325,4089.052486,4101.846048,150.485032,4090.034841,150.576892,1240754.009,16720137,8680,0
4,5,10,0,5,48,0.945805,2,4207.65077,385.000004,396.788357,256.632032,238.000006,4196.753984,4190.107397,4196.982726,100.578328,260.345924,241.773771,338.7226,4190.004845,4203.668993,48.441938,4191.099617,48.500366,404554.0029,17556337,9453,0
6,10,33,0,10,511,0.940545,2,3746.832529,385.000005,396.309223,251.246891,233.000008,3734.276101,3727.083847,3734.848457,97.267672,259.6151,553.024954,323.047984,3727.065204,3740.974338,511.519942,3728.185215,511.469779,4070148.032,13890743,9050,1
4,3,18,0,3,152,0.954406,3,4104.004386,384.000003,395.81814,258.487911,240.000004,4093.042389,4086.125304,4093.160148,101.192885,260.345924,274.650101,333.174129,4086.017387,4099.561074,152.469843,4087.127598,152.518559,1265266.009,16695625,9445,0
41,28,98,0,28,890,0.610051,6,3369.609028,381.0002,385.541178,222.948424,215.000354,3354.896273,3348.007318,3356.734723,59.413803,249.088338,900.468524,284.191837,3348.553881,3360.04003,892.202206,3348.519822,892.739606,6751638.059,11209253,3630,0
22,17,73,4,15,618,0.76557,5,3640.099449,382.000072,389.882033,239.081576,226.000122,3627.047835,3620.055248,3627.815321,80.523289,250.455585,641.04136,294.82198,3620.349057,3631.985683,620.114355,3620.840234,620.379653,4856317.039,13104574,6258,1
12,11,27,2,9,90,0.048008,14,4164.736846,373.001215,383.240134,248.128999,232.001953,4154.48288,4148.081484,4154.937304,91.760558,255.624725,237.641634,325.576412,4148.045919,4160.757623,92.137966,4148.933357,92.33274,754767.0056,17206124,7964,0
6,3,18,0,3,128,0.952652,2,4127.992854,385.000003,396.309223,257.751819,240.000005,4117.001336,4110.124572,4117.11841,99.297533,259.6151,262.185222,333.174129,4110.017286,4123.482145,128.557722,4111.074799,128.65822,1068562.008,16892329,9065,0
6,3,30,0,3,1270,0.912502,1,2992.995155,386.00001,397.280757,257.751819,240.000016,2977.687693,2968.172502,2977.84956,99.297533,259.6151,1285.39007,325.043074,2968.06773,2985.745636,1270.114259,2969.488171,1269.849781,9151650.088,8809241,9053,0
3,5,12,1,4,40,0.963812,4,4215.43509,383.000002,395.092394,257.007782,238.000003,4204.741134,4198.114458,4204.912009,101.833197,259.788375,238.359543,336.609566,4198.008574,4211.473614,40.903676,4199.120503,40.947809,337452.0025,17623439,9644,0
2,4,4,1,3,16,0.981488,2,4239.517543,385,397.276981,258.311827,239.000001,4228.759274,4222.121268,4228.872781,103.092192,260.16341,243.520769,342.242604,4222.000963,4235.848675,16.259223,4223.137222,16.293883,135364.001,17825527,9847,0
5,2,7,2,0,39,0.964777,2,4216.613096,385.000002,396.547601,259.048258,241.000003,4205.910365,4199.145866,4205.853183,101.242284,258.11819,243.138012,339.411255,4199.003846,4212.695218,39.394668,4200.074523,39.515892,329050.0024,17631841,9265,0
6,2,11,1,1,56,0.974755,0,4199.868212,387.000001,398.252432,258.683204,241.000001,4188.93841,4182.138209,4188.93841,99.959992,258.683204,242.518916,337.308464,4182.007247,4195.581128,56.529,4183.056299,56.660804,471531.0034,17489360,9072,0
7,1,11,1,0,105,0.935141,2,4150.893157,385.000005,396.073226,259.254701,242.000009,4140.078864,4133.148195,4140.020531,99.368003,258.321505,258.210549,337.308464,4133.007333,4146.741612,105.268597,4134.046202,105.42133,878966.0063,17081925,8885,0
12,5,60,0,5,720,0.866441,5,3538.67885,382.000023,392.005102,253.747906,238.000037,3526.041406,3518.127911,3526.313656,92.973114,257.503398,742.413342,305.831653,3518.219087,3531.268469,721.07029,3519.100453,721.148791,5584380.046,12376511,7931,1
9,4,18,3,1,88,0.930844,3,4167.727918,384.000006,394.635275,255.738147,239.00001,4156.876351,4150.139275,4156.876351,97.144223,255.738147,245.29543,331.001511,4150.023928,4163.179314,89.110626,4150.997591,89.301047,738162.0054,17222729,8510,0
4,3,25,1,2,183,0.995395,1,4073.330456,386,397.758721,258.487911,240,4062.096134,4055.134276,4062.155339,101.513546,259.416653,287.470867,327.665989,4055.037453,4068.217054,183.822252,4056.136216,183.87125,1517644.011,16443247,9438,0
15,16,78,0,16,502,0.915828,5,3755.478665,382.000009,391.342561,242.392244,227.000016,3742.889926,3736.048313,3743.82959,87.097646,256.493665,528.698923,295.169443,3736.333561,3747.642059,504.556214,3736.966818,504.688217,4003026.032,13957865,7394,0
12,4,37,3,1,340,0.976455,3,3916.868647,384.000001,393.954312,254.686081,239.000001,3905.320089,3898.148278,3905.320089,94.339811,254.686081,399.174108,318.152479,3898.093105,3910.962158,341.046027,3898.993203,341.251617,2766277.021,15194614,7954,0
1,1,2,0,1,4,0.994898,0,4251.64968,387,399.462138,261.467015,242,4240.91028,4234.136512,4240.91028,104.67569,261.467015,245.03072,344.367536,4234.000062,4247.981285,4.057564,4235.157258,4.087489,33890.00023,17927001,10046,0
6,5,24,0,5,137,0.933598,2,4119.032168,385.000006,396.309223,255.890602,238.000009,4107.900315,4101.109728,4108.134005,98.671171,259.6151,261.541432,329.079018,4101.031271,4114.182057,137.951527,4102.077157,138.034691,1142467.008,16818424,9059,0
8,7,39,0,7,277,0.154168,3,3979.569952,384.000932,394.867066,253.298243,236.001516,3968.024319,3961.098964,3968.385692,96.166522,258.897663,345.92407,319.104998,3961.08526,3973.833036,278.245917,3962.068273,278.327409,2271162.017,15689729,8672,0
31,20,97,3,17,1137,0.113215,7,3124.196057,380.001035,386.213671,233.430932,223.001763,3109.00788,3101.052241,3110.196457,71.309186,248.760929,1144.466253,282.171933,3101.638311,3113.811491,1138.815868,3101.767561,1139.151194,8344540.077,9616351,4911,0
4,5,16,0,5,95,0.901017,0,4161.035688,387.000013,398.729231,256.632032,238.000021,4149.830478,4143.108616,4150.061807,100.578328,260.345924,249.668724,334.551939,4143.013413,4156.485775,95.602894,4144.112088,95.65029,796211.0057,17164680,9447,0
4,4,13,1,3,89,0.9723,0,4167.009719,387.000001,398.729231,257.559702,239.000002,4155.878006,4149.123401,4155.993503,101.192885,259.416653,250.281555,335.912191,4149.01016,4162.575885,89.477443,4150.11048,89.541185,746456.0053,17214435,9450,0
13,14,23,12,2,357,0.969772,13,3898.978969,374.000001,383.985677,244.969386,229.000002,3887.750249,3881.140296,3887.80928,93.048375,245.904453,421.439664,321.054512,3881.074453,3894.256925,357.796686,3881.975013,358.01264,2898506.022,15062385,7793,0
2,3,7,1,3,23,0.994898,0,4232.728907,387,399.215481,259.237343,240,4221.827211,4215.121469,4221.884177,103.092192,260.16341,241.090619,340.119097,4215.002936,4228.700273,23.538777,4216.139111,23.571539,194426.0014,17766465,9844,0
2,3,8,1,3,33,0.979754,0,4222.770891,387,399.215481,259.237343,240.000001,4211.843421,4205.121758,4211.900521,103.092192,260.16341,241.252424,339.414201,4205.003836,4218.675977,33.491878,4206.141819,33.522526,278627.002,17682264,9843,0
3,4,6,1,3,30,0.99236,0,4225.758275,387,398.971177,257.9341,239,4214.781726,4208.121671,4214.89561,102.142058,259.788375,242.847046,340.825468,4208.002165,4221.779956,30.308917,4209.117841,30.363359,253386.0018,17707505,9650,0
3,5,7,1,4,29,0.933448,0,4226.754074,387.000006,398.971177,257.007782,238.000009,4215.723544,4209.114159,4215.893974,101.833197,259.788375,241.73331,340.119097,4209.00294,4222.71974,29.43777,4210.117576,29.484827,244970.0018,17715921,9649,0
4,6,14,1,5,68,0.949227,0,4187.919412,387.000003,398.729231,255.704908,237.000005,4176.729462,4170.107912,4176.958343,100.578328,259.416653,242.672956,335.216348,4170.011699,4183.451924,68.734047,4171.10489,68.787667,571758.0041,17389133,9449,0
3,4,6,1,3,34,0.99236,0,4221.775101,387,398.971177,257.9341,239,4210.788169,4204.121787,4210.90216,102.142058,259.788375,243.370911,340.825468,4204.002167,4217.793025,34.273562,4205.118904,34.327184,287034.002,17673857,9650,0
4,4,15,1,3,109,0.970299,0,4147.096575,387.000001,398.729231,257.559702,239.000002,4135.911266,4129.123999,4136.027321,101.192885,259.416653,256.229132,334.522047,4129.013535,4142.528938,109.515966,4130.115858,109.574989,912018.0065,17048873,9448,0
4,4,13,1,3,60,0.982751,0,4195.885246,387,398.729231,257.559702,239.000001,4184.830343,4178.122545,4184.945041,101.192885,259.416653,241.531458,335.912191,4178.01009,4191.481957,60.704375,4179.102775,60.77449,504973.0036,17455918,9450,0
6,3,11,1,2,74,0.977248,0,4181.945122,387.000001,398.252432,257.751819,240.000001,4170.910692,4164.130762,4170.968353,99.624294,258.683204,247.276501,337.308464,4164.007279,4177.639645,74.40618,4165.060864,74.526573,621759.0044,17339132,9072,0
5,3,9,1,2,64,0.98226,0,4191.902313,387,398.489648,258.11819,240.000001,4180.894163,4174.130448,4180.951686,100.568385,259.048258,246.412983,338.710791,4174.004881,4187.720263,64.315594,4175.080957,64.415748,538377.0038,17422514,9263,0
20,20,25,5,18,122,0.907386,6,4133.596134,381.000011,389.308361,236.915597,223.000019,4122.036511,4116.035107,4122.817605,81.786307,250.137962,253.300846,324.735277,4116.05035,4128.790259,123.779145,4116.77738,124.083834,1019213.008,16941678,6622,0
1,20,1,19,1,1,1,3,4254.365405,384,396.556427,243.987705,223,4242.864363,4237.136415,4242.864363,104.67569,243.987705,246.007538,332.031625,4237.020136,4249.989882,13.100183,4238.156439,13.102578,8476.010284,17952415,10047,0
2,3,7,1,3,23,0.994898,0,4232.728907,387,399.215481,259.237343,240,4221.827211,4215.121469,4221.884177,103.092192,260.16341,241.090619,340.119097,4215.002936,4228.700273,23.538777,4216.139111,23.571539,194426.0014,17766465,9844,0
28,18,94,2,18,769,0.444491,1,3490.409288,386.0004,392.657612,236.239285,225.000686,3476.289113,3469.041654,3477.292194,73.979727,250.567356,782.599654,284.6208,3469.527062,3480.656547,771.460675,3469.747109,771.805317,5926777.05,12034114,5337,1
2,6,11,1,5,41,0.017423,1,4214.71292,386.001251,398.246155,256.462473,237.002037,4203.686239,4197.107218,4203.913653,102.489024,260.16341,239.513869,337.308464,4197.007222,4210.532745,41.753579,4198.143995,41.767709,345846.0025,17615045,9840,0
4,10,26,1,9,195,0.000422,1,4061.384616,386.001294,397.758721,252.001984,233.002144,4049.708385,4043.0836,4050.176539,99.458534,259.416653,294.47493,326.989297,4043.040537,4056.201548,195.883362,4044.139587,195.878555,1614821.012,16346070,9437,0
2,9,24,1,8,147,0.035423,0,4109.263924,387.001202,399.215481,253.692727,234.001988,4097.686786,4091.089097,4098.092483,101.651365,260.16341,266.925506,328.344332,4091.034289,4104.155333,147.990329,4092.173628,147.957172,1224387.009,16736504,9827,0
2,9,28,1,8,268,0.019438,0,3988.817995,387.001242,399.215481,253.692727,234.002055,3976.890242,3970.091813,3977.308261,101.651365,260.16341,345.69871,325.640907,3970.047661,3983.333026,268.741669,3971.209388,268.675427,2199772.016,15761119,9823,1
2,6,14,1,5,45,0.00444,0,4210.821535,387.001281,399.215481,256.462473,237.002091,4199.692608,4193.10732,4199.920237,102.489024,260.16341,237.281089,335.216348,4193.011635,4206.378371,46.092043,4194.145086,46.105126,379409.0028,17581482,9837,0
2,7,13,1,6,66,0.008153,0,4189.910858,387.001271,399.215481,255.538647,236.002084,4178.669645,4172.10079,4178.955013,102.200783,260.16341,243.084912,335.912191,4172.010104,4185.501284,66.663069,4173.150848,66.66416,555073.004,17405818,9838,0
3,8,20,1,7,151,0.019599,0,4105.28172,387.001242,398.971177,254.232177,235.002045,4093.750603,4087.095913,4094.099413,100.960388,259.788375,272.464161,331.07401,4087.024048,4100.387665,151.681908,4088.150927,151.67807,1257095.009,16703796,9636,0
3,9,28,1,8,155,0.001141,1,4101.205311,386.001292,398.001256,253.308113,234.002132,4089.699867,4083.089272,4090.106356,100.687636,259.788375,268.119558,325.640907,4083.046342,4095.96521,156.254875,4084.152054,156.243342,1289783.009,16671108,9628,1
21,23,98,8,15,951,0,10,3308.549229,377.001326,385.188266,233.754144,220.002273,3294.35411,3287.060845,3295.318649,81.492331,246.975707,961.091703,277.411247,3287.696759,3298.685496,953.472928,3287.949209,953.635313,7156373.063,10804518,6390,0
5,13,28,1,12,225,0.952989,2,4031.425802,385.000003,396.547601,248.847343,230.000005,4019.585675,4013.06591,4020.230093,97.744565,259.048258,313.669014,325.640907,4013.04715,4026.190631,225.901726,4014.124313,225.894509,1856503.014,16104388,9244,0
2,4,2,3,2,2,1,1,4253.550517,386,398.246155,258.311827,239,4242.73697,4236.128539,4242.73697,103.406963,258.311827,245.008604,342.265978,4236.000944,4249.804937,3.463891,4237.133465,3.490788,16950.00036,17943941,9849,0
18,15,58,0,15,316,0.099381,41,3937.232531,346.001172,355.584027,242.297338,228.001779,3928.621641,3922.050994,3929.458996,84.403791,255.515166,367.63403,307.058626,3922.18443,3934.001652,318.357787,3922.857122,318.601064,2578618.02,15382273,6913,0
20,11,91,1,10,962,0.843174,3,3298.428717,384.000032,392.244822,245.405786,232.000053,3284.204622,3276.095389,3284.85266,83.815273,253.931093,972.530779,287.083612,3276.513578,3288.55485,963.780521,3276.976655,963.950106,7228559.064,10732332,6556,1
14,10,44,0,10,199,0.000077,3,4057.21296,384.001302,393.512389,248.364651,233.002146,4045.715017,4039.07737,4046.243319,89.560036,256.82679,283.953995,315.868644,4039.105734,4051.332373,201.185179,4039.915469,201.395981,1647167.012,16313724,7599,0
2,5,15,0,5,67,0.990814,0,4188.915134,387,399.215481,257.386868,238,4177.7847,4171.107886,4178.014481,102.489024,261.090023,241.418722,335.243195,4171.011633,4184.45086,67.740696,4172.151124,67.748533,563418.004,17397473,9836,0
3,5,25,0,5,191,0.980346,0,4065.461597,387,398.971177,257.007782,238.000001,4053.99223,4047.111192,4054.229027,101.533246,260.716321,292.57062,328.402192,4047.034423,4060.302575,191.745213,4048.162299,191.745264,1582460.012,16378431,9631,0
6,5,35,0,5,300,0.886712,3,3956.677899,384.000017,395.33783,255.890602,238.000027,3945.18542,3938.11427,3945.428747,98.671171,259.6151,366.825968,321.726592,3938.06933,3951.120347,300.922864,3939.12173,300.966431,2452835.018,15508056,9048,0
5,5,15,0,5,90,0.907528,2,4165.828729,385.000011,396.547601,256.259634,238.000018,4154.822259,4148.108485,4155.053309,99.624294,259.978845,248.750302,335.243195,4148.011697,4161.525201,90.557393,4149.087731,90.628879,754755.0054,17206136,9257,0
20,14,69,1,13,819,0.003154,3,3440.496621,384.001294,392.244822,242.571639,229.00217,3426.660473,3419.07078,3427.483333,82.969874,253.931093,836.465507,299.608077,3419.302558,3432.102271,820.319755,3419.935818,820.505589,6271152.053,11689739,6578,0
9,7,61,0,7,749,0.931241,3,3510.067948,384.000006,394.635275,252.936751,236.00001,3496.972548,3489.112351,3497.382593,95.210294,258.544,770.203972,305.221231,3489.22783,3502.325085,750.07667,3490.186528,750.053686,5787584.048,12173307,8467,0
5,8,12,6,2,49,0.98226,6,4206.290765,381,392.665252,253.475837,235.000001,4195.586491,4189.129981,4195.642621,100.568385,254.403223,240.084332,333.048045,4189.01732,4202.2187,50.45753,4190.077088,50.55858,412935.0031,17547956,9260,0
8,11,45,1,10,216,0.921744,1,4040.480169,386.000008,396.812298,249.57564,232.000013,4028.685642,4022.077697,4029.213943,95.336247,257.963176,295.427031,314.459854,4022.116664,4034.274284,218.21183,4023.052075,218.287851,1784205.013,16176686,8666,0
24,17,118,2,15,1066,0.288684,6,3194.799681,381.000664,388.506113,238.436574,226.001119,3180.04088,3172.063051,3181.066488,78.587531,251.745904,1071.517231,272.472017,3172.831225,3183.681046,1068.536137,3172.910336,1068.73954,7899178.072,10061713,5905,1
41,17,105,2,15,988,0.518403,6,3272.256255,381.000304,385.541178,233.574399,226.000513,3257.84837,3250.061538,3258.84949,62.297673,247.145706,996.114009,278.861973,3250.674808,3261.941753,990.284295,3250.535494,990.860206,7398249.066,10562642,3623,0
1,13,1,12,1,1,1,1,4254.546392,386,398.493413,250.401677,230,4243.238032,4237.136415,4243.238032,104.67569,250.401677,246.004897,336.77292,4237.008171,4250.362926,8.380198,4238.156439,8.383941,8476.004227,17952415,10047,0
7,6,26,2,5,237,0.869142,5,4019.194571,382.000022,393.157729,254.593794,237.000036,4008.013224,4001.11247,4008.191737,97.718985,257.388811,323.758925,326.252969,4001.044363,4014.279761,237.763706,4002.080709,237.846366,1952669.014,16008222,8870,1
30,138,52,135,7,318,0.323738,260,3922.056731,127.001801,145.013792,126.194295,105.002178,3921.405998,3920.099999,3921.46006,75.392307,127.863208,377.580974,222.427516,3921.918805,3926.305388,340.865409,3920.62495,341.356415,2594296.023,15366595,5095,0
23,32,57,28,6,441,0.554345,24,3814.312258,363.000274,371.076812,224.610774,211.000471,3802.858136,3797.110744,3803.025769,82.28001,227.431308,480.890662,286.174772,3797.457109,3807.769032,444.936108,3797.780668,445.313989,3543492.028,14417399,6119,0
21,19,66,12,8,502,0.43791,9,3755.073901,378.000418,386.167062,237.52263,224.000705,3742.709179,3736.097563,3743.073069,83.486526,243.189227,533.367695,292.679005,3736.367668,3747.446731,504.759737,3736.835158,505.071606,4003014.032,13957877,6422,2
21,19,66,12,8,502,0.43791,9,3755.073901,378.000418,386.167062,237.52263,224.000705,3742.709179,3736.097563,3743.073069,83.486526,243.189227,533.367695,292.679005,3736.367668,3747.446731,504.759737,3736.835158,505.071606,4003014.032,13957877,6422,2
20,3,50,2,2,721,0.664992,3,3537.901214,384.000146,392.244822,252.982213,240.000234,3525.179286,3517.154816,3525.179286,86.539009,252.982213,746.089066,310.497987,3517.170155,3530.679538,721.803241,3517.909749,722.099128,5591405.046,12369486,6597,1
18,23,68,16,9,413,0.37691,18,3842.757604,369.000526,378.001323,234.785008,220.000882,3831.321574,3825.088365,3831.670784,86.023253,240.416306,450.231792,288.300191,3825.421618,3835.84958,416.926485,3825.878853,417.184727,3330087.026,14630804,6903,0
5,128,8,128,1,37,0.967346,217,4204.43825,170.000003,194.743421,149.164339,115.000005,4202.573735,4201.137584,4202.54649,100.900942,148.394744,242.70462,264.796148,4201.76734,4209.337002,88.40872,4202.074012,88.456786,312251.0132,17648640,9264,0
100,202,247,193,23,2015,0.000039,202,2230.684648,185.002702,185,41,41.012192,2223.378061,2223.032388,2223.53997,12,49,2021.250248,49,2242.632553,2223.53997,2036.733665,2223,2037.805707,13019162.16,4941729,0,1
3,3,17,2,1,204,0.884725,2,4052.330317,385.000017,397.031485,258.860967,240.000028,4041.133009,4034.14328,4041.133009,102.786186,258.860967,307.207192,332.415403,4034.019925,4047.672912,204.378847,4035.166044,204.407187,1687505.012,16273386,9639,0
4,4,16,0,4,59,0.934082,1,4196.788892,386.000006,397.758721,257.559702,239.000009,4185.828711,4179.114978,4186.001075,100.881118,260.345924,238.363511,334.551939,4179.013297,4192.369974,59.947746,4180.102511,60.010382,496619.0036,17464272,9447,0
23,14,113,1,14,1964,0.824686,2,2306.360986,385.00004,392.624503,241.598841,229.000067,2285.501477,2274.096964,2286.735009,79.81228,253.001976,1962.635016,275.748073,2275.057117,2290.657766,1965.255371,2275.303276,1965.100314,12789681.15,5171210,6063,0
1,0,2,0,0,6,1,0,4249.657986,387,399.462138,262.392835,243,4238.970748,4232.144728,4238.91354,105.004762,261.467015,245.07047,344.367536,4232.000062,4245.987871,6.02771,4233.157805,6.065517,50822.00034,17910069,10046,0
8,80,19,79,1,99,0.895547,13,4155.862967,374.000015,385.149322,187.171045,163.000034,4142.208348,4139.139645,4142.208348,98.081599,187.171045,250.01408,280.273081,4139.507552,4148.478516,118.323985,4140.022343,118.464954,829342.0089,17131549,8692,0
7,5,53,0,5,404,0.804141,3,3853.182062,384.00005,395.101253,255.52495,238.000081,3841.37996,3834.117369,3841.629862,97.718985,259.254701,447.408396,310.161248,3834.15914,3846.525185,405.518541,3835.127768,405.559149,3261141.025,14699750,8843,0
7,10,69,0,10,453,0.881051,2,3804.530194,385.000018,396.073226,250.874471,233.00003,3792.164817,3785.082562,3792.728437,96.30161,259.254701,485.843446,300.413049,3785.263717,3796.90308,455.243898,3786.142364,455.235297,3634488.028,14326403,8827,0
