@relation 'ALLModels-weka.filters.unsupervised.attribute.Remove-R1-2,29-30-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,1-weka.filters.unsupervised.attribute.Remove-R1-4,6-7,35-37-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,1-weka.filters.unsupervised.attribute.Normalize-S2.0-T-1.0-weka.filters.unsupervised.attribute.NumericToBinary-Rlast'

@attribute WMC numeric
@attribute CBO numeric
@attribute RFC numeric
@attribute Ca numeric
@attribute Ce numeric
@attribute LOC numeric
@attribute Qi numeric
@attribute FANIN numeric
@attribute 'd(LOC,FANIN)' numeric
@attribute 'd(Qi,FANIN)' numeric
@attribute 'd(WMC,FANIN)' numeric
@attribute 'd( WMC,CBO)' numeric
@attribute 'd(Qi,CBO)' numeric
@attribute 'd(LOC, CBO)' numeric
@attribute 'd(LOC, Ce)' numeric
@attribute 'd(LOC, Ca)' numeric
@attribute 'd(WMC, Ce)' numeric
@attribute 'd(WMC, Ca)' numeric
@attribute 'd(RFC,d(LOC, Ca))' numeric
@attribute 'd(RFC, Ca)' numeric
@attribute 'd(LOC,d(RFC, Ca))' numeric
@attribute 'd(LOC, RFC, Ca)' numeric
@attribute 'd(d(LOC,Ce),d(RFC, Ca))' numeric
@attribute 'd(LOC, WMC)' numeric
@attribute 'd(d(LOC,WMC),d(RFC, Ca))' numeric
@attribute 'D(d(LOC,RFC), d(LOC,Ca), d(RFC, Ca))' numeric
@attribute 'd(LOC, RFC)' numeric
@attribute #Normal_binarized {0,1}

@data
-0.846154,-0.948187,-0.830986,-0.989583,-0.771429,-0.940622,0.853492,-0.993266,0.936493,0.993252,0.97483,0.925002,0.948149,0.93799,0.940181,0.938006,0.818031,0.959631,-0.980796,0.891471,0.940182,0.936715,-0.940166,0.939757,-0.939741,-0.883005,0.883005,0
-0.648352,-0.772021,-0.7277,-0.958333,0.028571,-0.936381,0.717868,-0.993266,0.93196,0.993252,0.954847,0.707612,0.771854,0.933197,0.93587,0.933509,0.529223,0.88528,-0.982805,0.80969,0.93593,0.931902,-0.935253,0.935375,-0.934755,-0.874782,0.874782,0
-0.934066,-0.937824,-0.868545,-0.947917,-0.885714,-0.975495,-0.023086,-0.96633,0.973628,0.966306,0.951579,0.933597,0.937785,0.974373,0.975316,0.974339,0.919663,0.936019,-0.99443,0.892439,0.975319,0.973645,-0.974867,0.975136,-0.974685,-0.951289,0.951288,0
-0.978022,-0.989637,-0.971831,-0.989583,-1,-0.997172,0.984848,-0.993266,0.996942,0.993252,0.989313,0.994503,0.98963,0.997114,0.997159,0.997069,0.978681,0.989229,-0.992164,0.981606,0.997151,0.996954,-0.997285,0.997124,-0.997252,-0.994349,0.994349,0
-0.934066,-0.958549,-0.934272,-0.989583,-0.828571,-0.984449,0.97733,-1,0.983376,0.999989,0.99259,0.954119,0.958519,0.983765,0.984331,0.98378,0.911745,0.979175,-0.992925,0.957265,0.984332,0.983384,-0.984455,0.98421,-0.984334,-0.969018,0.969017,0
-0.824176,-0.906736,-0.7277,-0.989583,-0.542857,-0.915646,0.807708,-0.993266,0.909798,0.993252,0.972506,0.87902,0.906668,0.911827,0.915009,0.911922,0.766452,0.954864,-0.968143,0.827471,0.915032,0.910014,-0.914738,0.914435,-0.914163,-0.834846,0.834846,0
-0.912088,-0.937824,-0.962441,-0.96875,-0.771429,-0.998115,1,-0.993266,0.99795,0.993252,0.981957,0.928796,0.937778,0.997988,0.998094,0.998009,0.882496,0.952577,-0.992705,0.964386,0.998102,0.997883,-0.99752,0.99805,-0.997482,-0.996231,0.996231,0
-0.956044,-0.958549,-0.962441,-0.989583,-0.828571,-0.99246,0.945182,-0.986532,0.991869,0.986515,0.978639,0.958923,0.958519,0.992128,0.992401,0.992147,0.93324,0.984179,-0.992411,0.975501,0.992403,0.99194,-0.992587,0.992339,-0.992526,-0.984948,0.984948,0
-0.978022,-0.979275,-0.99061,-0.979167,-1,-0.027333,1,-1,-0.037396,0.999989,0.997505,0.98425,0.979259,-0.014406,0.020278,-0.014959,0.978681,0.978468,-0.029992,0.988334,0.019969,-0.027698,-0.020467,0.014507,-0.014696,0.47229,-0.47229,0
-0.824176,-0.896373,-0.652582,-1,-0.428571,-0.851555,0.75657,-0.973064,0.841192,0.97304,0.947787,0.868697,0.896297,0.8449,0.850444,0.845015,0.752788,0.965784,-0.914412,0.788228,0.850471,0.841994,-0.850247,0.849486,-0.849288,-0.714125,0.714125,0
-0.846154,-0.937824,-0.840376,-1,-0.657143,-0.934967,0.867724,-1,0.930485,0.999989,0.983066,0.914663,0.937778,0.932064,0.934478,0.932123,0.802656,0.97053,-0.976917,0.903154,0.934483,0.930774,-0.93455,0.934026,-0.934098,-0.872047,0.872047,0
-0.868132,-0.948187,-0.868545,-1,-0.714286,-0.964656,0.799606,-0.979798,0.962112,0.979778,0.960728,0.929647,0.948149,0.96308,0.964387,0.96313,0.83177,0.975324,-0.990861,0.920925,0.964394,0.962281,-0.964411,0.964123,-0.964146,-0.929935,0.929935,0
-0.868132,-0.979275,-0.896714,-0.989583,-0.942857,-0.974552,0.92541,-1,0.972797,0.999989,0.985409,0.960658,0.979259,0.973478,0.97437,0.973443,0.863977,0.964446,-0.99269,0.933142,0.974363,0.972808,-0.974397,0.974152,-0.974179,-0.949427,0.949427,0
-0.956044,-0.937824,-0.915493,-0.989583,-0.714286,-0.984449,-0.952686,-1,0.983376,1,0.995035,0.938444,0.937805,0.983721,0.984325,0.98378,0.918204,0.984179,-0.993946,0.945176,0.984333,0.983335,-0.984326,0.98422,-0.984221,-0.969017,0.969017,0
-0.802198,-0.896373,-0.774648,-0.958333,-0.6,-0.95099,-0.803402,-0.946128,0.947326,0.946101,0.912508,0.864041,0.89632,0.948703,0.950615,0.948767,0.751996,0.917377,-0.989252,0.838781,0.95064,0.947485,-0.950063,0.950244,-0.94969,-0.903178,0.903178,0
-0.692308,1,-0.755869,1,-0.942857,-0.927898,0.717216,1,0.917493,-1,-1,-0.535496,-1,0.922581,0.927376,0.922522,0.695395,-0.607253,-0.974457,0.181319,0.927922,0.92083,-0.913777,0.926796,-0.913133,-0.858393,0.858393,0
-0.89011,-0.979275,-0.934272,-0.979167,-1,-0.981621,0.896098,-0.986532,0.980282,0.986515,0.971336,0.965287,0.979259,0.980858,0.981495,0.980804,0.893727,0.958461,-0.992388,0.951656,0.981484,0.980367,-0.981601,0.981325,-0.981433,-0.96341,0.96341,0
-0.912088,-0.958549,-0.849765,-1,-0.771429,-0.972196,0.80758,-0.993266,0.970243,0.993252,0.981957,0.949359,0.958519,0.970974,0.971986,0.971005,0.882496,0.985054,-0.994482,0.909063,0.971992,0.970217,-0.971816,0.971783,-0.971612,-0.944777,0.944777,0
-0.934066,-0.803109,-0.971831,-0.802083,-1,-0.998586,1,-0.973064,0.998349,0.97304,0.959777,0.801224,0.802964,0.998208,0.998584,0.998165,0.936138,0.786348,-0.992191,0.884241,0.998587,0.998065,-0.993515,0.998537,-0.993467,-0.997173,0.997173,0
-0.824176,-0.937824,-0.755869,-0.989583,-0.714286,-0.922714,0.807708,-0.993266,0.917353,0.993252,0.972506,0.910044,0.937778,0.919274,0.92214,0.919304,0.788719,0.954864,-0.972257,0.844739,0.92215,0.917567,-0.921936,0.921599,-0.921395,-0.848413,0.848413,0
-0.978022,-0.979275,-0.99061,-0.979167,-1,-0.999529,1,-0.993266,0.999461,0.993252,0.989313,0.98425,0.979259,0.999552,0.999533,0.999508,0.978681,0.978468,-0.991173,0.988334,0.999525,0.999476,-0.999499,0.999512,-0.999486,-0.999058,0.999057,0
-1,-0.989637,-1,-0.989583,-1,-0.98869,1,-1,0.98791,0.999989,1,0.999334,0.98963,0.988259,0.988615,0.988209,1,0.994325,-0.989964,1,0.988604,0.988048,-0.98893,0.988539,-0.988856,-0.977444,0.977444,0
-0.362637,-0.948187,-0.380282,-0.979167,-0.828571,-0.732799,-0.813944,-0.979798,0.714348,0.979787,0.913006,0.8349,0.948171,0.721066,0.730847,0.720961,0.366216,0.854955,-0.798245,0.62106,0.730912,0.715582,-0.730249,0.728944,-0.728343,-0.501291,0.50129,0
-0.758242,-0.875648,-0.859155,-0.90625,-0.771429,-0.954288,0.82557,-0.919192,0.950713,0.919143,0.874902,0.834127,0.875557,0.952104,0.953948,0.952102,0.732512,0.853317,-0.986738,0.863865,0.953958,0.951076,-0.953598,0.953568,-0.953218,-0.90962,0.90962,0
-0.89011,-0.948187,-0.934272,-0.947917,-1,-0.98492,0.910684,-0.973064,0.983739,0.97304,0.954903,0.934337,0.948149,0.984235,0.984818,0.984183,0.893727,0.925978,-0.992991,0.934924,0.984809,0.983793,-0.984678,0.984668,-0.984529,-0.969953,0.969953,0
-0.934066,-0.927461,-0.821596,-0.989583,-0.657143,-0.956173,-0.85048,-1,0.953152,0.999999,0.99259,0.923351,0.927432,0.95418,0.955839,0.954248,0.889291,0.979175,-0.989582,0.885576,0.955853,0.953158,-0.955663,0.955556,-0.955379,-0.913305,0.913305,0
-0.934066,-0.927461,-0.915493,-0.947917,-0.885714,-0.977851,0.925044,-0.959596,0.976112,0.959566,0.943384,0.923351,0.927408,0.976811,0.977689,0.9768,0.919663,0.936019,-0.992537,0.922717,0.977688,0.97626,-0.977565,0.977524,-0.9774,-0.955947,0.955947,0
-0.846154,-0.906736,-0.859155,-0.916667,-0.942857,-0.956645,0.75532,-0.912458,0.953197,0.912406,0.87616,0.883702,0.906668,0.954629,0.956332,0.954585,0.842772,0.883604,-0.987862,0.869481,0.956331,0.953594,-0.956004,0.955994,-0.955664,-0.914228,0.914228,0
-0.802198,-0.958549,-0.830986,-0.96875,-0.942857,-0.95853,0.797804,-0.979798,0.955563,0.979778,0.953711,0.92624,0.958519,0.956707,0.958231,0.956664,0.800469,0.92829,-0.990182,0.87994,0.958228,0.955631,-0.957976,0.957885,-0.95763,-0.917918,0.917917,0
-0.934066,-0.989637,-0.906103,-1,-0.942857,-0.968426,0.968158,-0.993266,0.966213,0.993252,0.984383,0.984974,0.98963,0.967105,0.968199,0.967068,0.927795,0.98999,-0.990284,0.944821,0.968189,0.966369,-0.968354,0.967973,-0.968129,-0.93735,0.93735,0
-0.824176,-0.989637,-0.868545,-0.989583,-1,-0.870877,0.57426,-0.986532,0.861915,0.986515,0.964264,0.961931,0.989631,0.865278,0.869943,0.865168,0.830375,0.954864,-0.925834,0.915197,0.869905,0.86297,-0.870151,0.869066,-0.869276,-0.750089,0.750089,0
-0.89011,0.015544,-0.934272,0.020833,-0.942857,-0.984449,0.884114,-0.245791,0.980144,0.245425,0.087302,0.043938,-0.016288,0.982205,0.984339,0.982163,0.885217,-0.007364,-0.992644,0.507102,0.984532,0.981745,-0.967949,0.98419,-0.967724,-0.969018,0.969017,0
-1,-0.989637,-1,-0.989583,-1,-0.996701,1,-1,0.996474,0.999989,1,0.999334,0.98963,0.996623,0.996685,0.996577,1,0.994325,-0.990598,1,0.996676,0.99653,-0.997001,0.996657,-0.996975,-0.993408,0.993408,0
-0.538462,-0.979275,-0.671362,-0.979167,-1,-0.709237,0.58127,-0.979798,0.68918,0.979778,0.928006,0.896799,0.979261,0.696553,0.707125,0.696359,0.560306,0.886191,-0.769104,0.787339,0.707079,0.691325,-0.707149,0.705133,-0.705157,-0.460742,0.460742,0
-0.978022,-0.865285,-0.99061,-0.864583,-1,-0.999529,1,-1,0.999496,0.999989,0.997505,0.872134,0.865186,0.999315,0.999533,0.999272,0.978681,0.860813,-0.991171,0.92868,0.999529,0.999237,-0.996191,0.999512,-0.996166,-0.999058,0.999057,0
-0.912088,-0.958549,-0.953052,-0.96875,-0.942857,-0.98869,0.954888,-0.986532,0.987839,0.986515,0.973744,0.949359,0.958519,0.988193,0.988611,0.988165,0.90649,0.952577,-0.992527,0.958265,0.988606,0.987878,-0.988676,0.988498,-0.988565,-0.977443,0.977443,0
-0.846154,-0.968912,-0.793427,-0.96875,-0.942857,-0.947691,0.889026,-0.979798,0.943977,0.979777,0.958363,0.945708,0.968889,0.945415,0.947313,0.945344,0.842772,0.937861,-0.986583,0.85633,0.947312,0.94406,-0.94698,0.94692,-0.946586,-0.896748,0.896748,0
-0.868132,-0.948187,-0.943662,-0.958333,-0.942857,-0.997172,1,-0.986532,0.996907,0.986515,0.968953,0.929647,0.948149,0.997026,0.997156,0.997003,0.863977,0.931869,-0.993713,0.946595,0.997153,0.996813,-0.996132,0.997075,-0.996065,-0.994348,0.994348,0
-0.824176,-0.958549,-0.765258,-0.989583,-0.828571,-0.923186,0.643606,-0.986532,0.91782,0.986515,0.964264,0.930772,0.95852,0.919811,0.922621,0.919796,0.804713,0.954864,-0.972207,0.850526,0.922623,0.918089,-0.922453,0.922077,-0.921907,-0.849319,0.849319,0
-0.978022,-0.979275,-0.99061,-0.989583,-0.942857,-0.999529,1,-0.993266,0.999461,0.993252,0.989313,0.98425,0.979259,0.999552,0.999529,0.99953,0.9705,0.989229,-0.991173,0.993856,0.999525,0.999498,-0.999728,0.999512,-0.999715,-0.999058,0.999057,0
-0.912088,-0.958549,-0.877934,-0.989583,-0.828571,-0.959001,0.81512,-0.993266,0.956138,0.993252,0.981957,0.949359,0.958519,0.957199,0.958698,0.957201,0.890278,0.974219,-0.988046,0.921164,0.958696,0.956294,-0.958762,0.958411,-0.958475,-0.918841,0.918841,0
-0.78022,-0.937824,-0.605634,-0.989583,-0.657143,-0.826107,0.60012,-0.96633,0.813961,0.966304,0.934922,0.900945,0.937779,0.81843,0.824824,0.818416,0.737966,0.945474,-0.890713,0.754371,0.824845,0.814913,-0.82455,0.823677,-0.823402,-0.66733,0.66733,0
-0.956044,-1,-0.971831,-1,-1,-0.996701,0.969812,-1,0.996474,0.999989,0.995035,1,1,0.996645,0.996685,0.996599,0.957394,0.994972,-0.992149,0.987173,0.996676,0.996478,-0.99692,0.996637,-0.996874,-0.993408,0.993408,0
-0.692308,-0.917098,-0.690141,-1,-0.542857,-0.809614,0.470052,-0.979798,0.796413,0.979778,0.942539,0.862374,0.91704,0.801166,0.808203,0.801218,0.636517,0.938321,-0.872356,0.810694,0.808205,0.797679,-0.808186,0.806923,-0.806907,-0.637348,0.637348,0
-0.846154,-0.948187,-0.793427,-0.989583,-0.771429,-0.929312,0.807708,-0.993266,0.924405,0.993252,0.97483,0.925002,0.948149,0.926183,0.928789,0.926194,0.818031,0.959631,-0.975281,0.867982,0.928792,0.924645,-0.928693,0.928295,-0.928199,-0.86112,0.86112,0
-0.978022,-0.948187,-0.99061,-0.958333,-0.942857,-0.999529,1,-0.993266,0.999461,0.993252,0.989313,0.953548,0.948149,0.999486,0.999529,0.999464,0.9705,0.956977,-0.991172,0.977338,0.999526,0.999432,-0.998932,0.999512,-0.99892,-0.999058,0.999057,0
-0.978022,-0.917098,-0.99061,-0.9375,-0.885714,-0.999529,1,-0.993266,0.999461,0.993252,0.989313,0.922938,0.917038,0.999421,0.999525,0.999421,0.962526,0.935529,-0.991172,0.966408,0.999526,0.999388,-0.998329,0.999512,-0.998316,-0.999058,0.999057,0
-0.978022,-0.813472,-0.99061,-0.822917,-0.942857,-0.999529,1,-0.986532,0.999426,0.986515,0.981124,0.821612,0.813335,0.999213,0.999529,0.99919,0.9705,0.818379,-0.991171,0.907501,0.999532,0.999154,-0.99498,0.999512,-0.994947,-0.999058,0.999057,0
-0.912088,-0.896373,-0.755869,-0.989583,-0.485714,-0.908106,-0.996026,-0.993266,0.901739,0.993263,0.981957,0.887787,0.896325,0.903933,0.907411,0.904047,0.84693,0.974219,-0.961187,0.844739,0.907431,0.902098,-0.907287,0.906834,-0.906709,-0.820431,0.820431,0
-0.868132,-0.989637,-0.924883,-1,-0.942857,-0.979736,0.67276,-1,0.978338,0.999989,0.985409,0.971013,0.98963,0.978912,0.979592,0.97888,0.863977,0.975324,-0.992501,0.956853,0.979584,0.978392,-0.979756,0.979405,-0.97957,-0.959677,0.959677,0
-0.934066,-0.968912,-0.821596,-1,-0.828571,-0.95099,0.900778,-0.993266,0.947575,0.993252,0.984383,0.964394,0.968889,0.948858,0.950628,0.948857,0.911745,0.98999,-0.987025,0.89138,0.950628,0.947692,-0.950545,0.950303,-0.95022,-0.903178,0.903178,0
-0.912088,-0.948187,-0.859155,-0.958333,-0.885714,-0.960886,-0.030486,-0.973064,0.958046,0.973043,0.957327,0.939073,0.948156,0.959144,0.960601,0.959103,0.898276,0.941771,-0.98978,0.892106,0.9606,0.958174,-0.960427,0.960322,-0.960148,-0.922535,0.922535,0
-0.868132,-0.989637,-0.859155,-0.989583,-1,-0.978794,0.89621,-0.993266,0.977295,0.993252,0.97718,0.971013,0.98963,0.977928,0.978647,0.977873,0.872573,0.964446,-0.995812,0.909243,0.97864,0.977204,-0.978333,0.97845,-0.978136,-0.957811,0.95781,0
-0.736264,-0.968912,-0.793427,-0.989583,-0.885714,-0.926484,0.741034,-0.993266,0.921383,0.993252,0.963468,0.923379,0.96889,0.923277,0.925948,0.923241,0.728378,0.936278,-0.973345,0.867982,0.925943,0.921651,-0.925867,0.925382,-0.925301,-0.855669,0.855669,0
-0.846154,-0.948187,-0.821596,-0.989583,-0.771429,-0.865693,0.853492,-0.993266,0.856413,0.993252,0.97483,0.925002,0.948149,0.859773,0.864705,0.859754,0.818031,0.959631,-0.922676,0.885576,0.864687,0.857359,-0.864845,0.863823,-0.863963,-0.740403,0.740403,0
-0.582418,-0.803109,-0.821596,-0.96875,-0.085714,-0.991046,1,-1,0.990428,0.999989,0.956977,0.725556,0.802964,0.990335,0.99094,0.990626,0.473502,0.883398,-1,0.874015,0.990991,0.990041,-0.988718,0.990751,-0.988544,-0.98213,0.98213,0
-0.824176,-0.979275,-0.633803,-1,-0.885714,-0.867107,0.675174,-0.973064,0.857811,0.973041,0.947787,0.951536,0.97926,0.861319,0.866137,0.861254,0.813047,0.965784,-0.92963,0.777097,0.866144,0.858416,-0.865825,0.865246,-0.864932,-0.74304,0.74304,0
-0.912088,-0.906736,-0.953052,-0.947917,-0.771429,-0.991517,0.954888,-0.96633,0.990757,0.966303,0.949122,0.898024,0.906667,0.991036,0.991448,0.991074,0.882496,0.930975,-0.992835,0.947185,0.991455,0.990828,-0.991241,0.991364,-0.991157,-0.98307,0.98307,0
-0.978022,-0.968912,-0.99061,-0.96875,-0.942857,-0.999529,1,-1,0.999496,0.999989,0.997505,0.974006,0.968889,0.99953,0.999529,0.999486,0.9705,0.967717,-0.991172,0.982828,0.999525,0.999454,-0.999223,0.999512,-0.999212,-0.999058,0.999057,0
-0.846154,-0.948187,-0.840376,-0.989583,-0.771429,-0.949576,0.853492,-0.993266,0.946064,0.993252,0.97483,0.925002,0.948149,0.947337,0.949201,0.947358,0.818031,0.959631,-0.985367,0.89738,0.949203,0.946219,-0.949169,0.94883,-0.948799,-0.900421,0.900421,0
-0.912088,-0.958549,-0.887324,-0.989583,-0.828571,-0.967012,0.909208,-1,0.964738,0.999989,0.990171,0.949359,0.958519,0.965562,0.966768,0.965568,0.890278,0.974219,-0.990759,0.927146,0.966767,0.964801,-0.966817,0.96653,-0.96658,-0.934567,0.934567,0
-0.934066,-0.948187,-0.934272,-0.989583,-0.771429,-0.986334,0.932618,-1,0.985391,0.999989,0.99259,0.943853,0.948149,0.985711,0.986227,0.985748,0.904041,0.979175,-0.993231,0.957265,0.986232,0.98538,-0.986324,0.98612,-0.986219,-0.97276,0.97276,0
-0.934066,-0.968912,-0.840376,-0.979167,-0.942857,-0.907634,0.690024,-0.979798,0.901162,0.979778,0.967977,0.964394,0.96889,0.9036,0.906964,0.903532,0.927795,0.968371,-0.957543,0.891622,0.906945,0.901788,-0.907061,0.906367,-0.906464,-0.819533,0.819533,0
-0.89011,-0.937824,-0.877934,-0.947917,-0.942857,-0.967484,0.881514,-0.986532,0.96517,0.986515,0.971336,0.924039,0.937778,0.96601,0.96725,0.965971,0.885217,0.925978,-0.991386,0.898467,0.967246,0.965185,-0.967047,0.966998,-0.966794,-0.935494,0.935494,0
-0.78022,-0.906736,-0.70892,-0.979167,-0.6,-0.921772,-0.780182,-0.993266,0.916346,0.993261,0.967935,0.869797,0.90669,0.918223,0.921183,0.918297,0.730379,0.934521,-0.973481,0.810066,0.92121,0.916433,-0.920738,0.920625,-0.920177,-0.846601,0.846601,0
-0.934066,-0.968912,-0.971831,-0.979167,-0.942857,-0.998586,1,-0.993266,0.998453,0.993252,0.984383,0.964394,0.968889,0.998546,0.99858,0.998523,0.927795,0.968371,-0.992197,0.976055,0.998576,0.998429,-0.998339,0.998537,-0.998304,-0.997173,0.997173,0
-0.296703,-0.958549,-0.624413,-0.979167,-0.885714,-0.050895,-0.36642,-0.979798,-0.012571,0.979783,0.90783,0.8353,0.958532,0.010042,0.043996,0.009585,0.316631,0.844122,-0.057534,0.759311,0.043801,-0.004571,-0.044088,0.037876,-0.037968,0.44781,-0.44781,0
-0.934066,-0.917098,-0.793427,-0.989583,-0.6,-0.928369,-0.852736,-1,0.923434,0.999999,0.99259,0.913115,0.917062,0.925132,0.927829,0.92521,0.882249,0.979175,-0.974641,0.867982,0.927842,0.923647,-0.927739,0.92738,-0.927289,-0.859302,0.859302,0
-0.978022,-0.989637,-0.981221,-1,-0.942857,-0.998115,1,-1,0.997985,0.999989,0.997505,0.994503,0.98963,0.998098,0.998105,0.998076,0.9705,1,-0.991672,0.993276,0.998101,0.997999,-0.998382,0.99808,-0.998359,-0.996232,0.996232,0
-0.912088,-0.937824,-0.887324,-0.989583,-0.714286,-0.966541,0.884836,-0.986532,0.964162,0.986515,0.973744,0.928796,0.937778,0.965026,0.966286,0.965076,0.874934,0.974219,-0.990588,0.927146,0.966292,0.964302,-0.966339,0.966052,-0.966106,-0.933641,0.933641,0
-0.912088,-0.958549,-0.859155,-1,-0.771429,-0.967012,0.822844,-0.986532,0.964666,0.986515,0.973744,0.949359,0.958519,0.965562,0.966764,0.965591,0.882496,0.985054,-0.992231,0.914987,0.966769,0.964752,-0.966719,0.96653,-0.966485,-0.934567,0.934567,0
-0.956044,-0.968912,-0.924883,-0.989583,-0.828571,-0.984449,0.940108,-1,0.983376,0.999989,0.995035,0.969178,0.968889,0.983787,0.984331,0.98378,0.93324,0.984179,-0.993435,0.951214,0.984333,0.983359,-0.984397,0.98422,-0.984286,-0.969017,0.969017,0
-0.934066,-0.958549,-0.934272,-0.989583,-0.828571,-0.986334,0.97733,-1,0.985391,0.999989,0.99259,0.954119,0.958519,0.985733,0.98623,0.985748,0.911745,0.979175,-0.993231,0.957265,0.986232,0.98538,-0.986328,0.98612,-0.986219,-0.97276,0.97276,0
-0.89011,-0.709845,-0.896714,-0.729167,-0.885714,-0.974552,0.896348,-0.878788,0.972174,0.87872,0.840134,0.700166,0.709632,0.972935,0.974367,0.972919,0.87692,0.701362,-0.992547,0.796459,0.974394,0.972277,-0.972137,0.974161,-0.971922,-0.949427,0.949427,0
-0.934066,-0.968912,-0.924883,-0.979167,-0.942857,-0.98492,0.939966,-0.979798,0.983774,0.979777,0.967977,0.964394,0.968889,0.984279,0.984814,0.984249,0.927795,0.968371,-0.993512,0.94559,0.984808,0.983836,-0.98481,0.984688,-0.984684,-0.969953,0.969953,0
-0.868132,-0.917098,-0.802817,-0.989583,-0.6,-0.955231,0.73232,-0.986532,0.952073,0.986515,0.968953,0.89872,0.917038,0.953175,0.954887,0.953264,0.81701,0.964446,-0.99006,0.873832,0.954905,0.952114,-0.954619,0.954571,-0.954302,-0.911462,0.911462,0
-0.956044,-0.927461,-0.877934,-0.989583,-0.657143,-0.968897,-0.957988,-1,0.966752,1,0.995035,0.928219,0.927435,0.967464,0.968656,0.967537,0.911012,0.984179,-0.991911,0.921164,0.968667,0.966773,-0.968643,0.96846,-0.968447,-0.938277,0.938277,0
-0.956044,-0.906736,-0.915493,-0.947917,-0.771429,-0.985391,0.84272,-0.845118,0.983598,0.845034,0.807075,0.9078,0.906668,0.98464,0.985277,0.984676,0.925614,0.94111,-0.994091,0.922717,0.985285,0.984244,-0.984937,0.985175,-0.984833,-0.970888,0.970888,0
-0.78022,-0.968912,-0.877934,-0.989583,-0.885714,-0.964185,0.860622,-0.986532,0.961644,0.986515,0.959679,0.932172,0.968889,0.962633,0.963923,0.962615,0.770638,0.945474,-0.990186,0.921164,0.963919,0.961783,-0.963952,0.963607,-0.963636,-0.92901,0.92901,0
-0.89011,-0.948187,-0.652582,-1,-0.714286,-0.882187,0.809728,-0.986532,0.874002,0.986515,0.971336,0.934337,0.948149,0.87699,0.881316,0.877003,0.853339,0.980166,-0.942856,0.788228,0.881334,0.874429,-0.880995,0.880558,-0.880235,-0.77131,0.77131,0
-0.89011,-0.989637,-0.943662,-0.989583,-1,-0.985862,0.94008,-0.993266,0.984852,0.993252,0.979555,0.975622,0.98963,0.985308,0.985767,0.985256,0.893727,0.969309,-0.992647,0.96333,0.985756,0.984905,-0.985926,0.985623,-0.985784,-0.971824,0.971824,0
-0.934066,-0.948187,-0.868545,-0.958333,-0.885714,-0.975495,-0.023086,-0.973064,0.973663,0.973043,0.959777,0.943853,0.948156,0.974395,0.975316,0.974361,0.919663,0.946793,-0.994436,0.898105,0.975318,0.973667,-0.974944,0.975136,-0.974763,-0.951289,0.951288,0
-0.956044,-0.979275,-0.981221,-0.989583,-0.942857,-0.999057,1,-0.993266,0.998957,0.993252,0.986836,0.979443,0.979259,0.99906,0.999054,0.999038,0.949132,0.984179,-0.991686,0.987724,0.99905,0.998975,-0.999137,0.999025,-0.999112,-0.998115,0.998115,0
-0.648352,-0.968912,-0.643192,-0.989583,-0.885714,-0.745052,-0.221226,-0.986532,0.727477,0.986519,0.94655,0.906359,0.968899,0.733904,0.743193,0.733779,0.644344,0.918479,-0.807114,0.776555,0.743169,0.729189,-0.743155,0.741476,-0.741439,-0.5226,0.5226,0
-0.934066,-0.937824,-0.896714,-0.958333,-0.828571,-0.982564,0.232386,-0.952862,0.981115,0.95283,0.935191,0.933597,0.937782,0.981753,0.982433,0.981744,0.911745,0.946793,-0.994602,0.916185,0.982437,0.981224,-0.982099,0.9823,-0.981964,-0.965278,0.965278,0
-0.934066,-0.989637,-0.830986,-1,-0.942857,-0.870877,0.958334,-0.993266,0.861953,0.993252,0.984383,0.984974,0.98963,0.865278,0.869939,0.865191,0.927795,0.98999,-0.927062,0.89726,0.869908,0.862895,-0.870104,0.869118,-0.869284,-0.750088,0.750088,0
-0.89011,-0.989637,-0.812207,-0.989583,-1,-0.950047,0.910572,-0.993266,0.946568,0.993252,0.979555,0.975622,0.98963,0.94792,0.94969,0.94785,0.893727,0.969309,-0.986976,0.879697,0.949681,0.946648,-0.949528,0.949328,-0.949164,-0.90134,0.90134,0
-0.912088,-0.875648,-0.934272,-0.90625,-0.828571,-0.989632,0.92527,-0.939394,0.988603,0.939354,0.916323,0.867344,0.875557,0.989004,0.989553,0.989019,0.890278,0.887895,-0.993655,0.912844,0.98956,0.988696,-0.98873,0.989453,-0.988628,-0.979318,0.979318,0
-0.274725,-0.937824,-0.596244,-0.96875,-0.771429,1,-0.797846,-0.979798,-1,0.979787,0.906159,0.810299,0.937801,-1,-1,-1,0.274641,0.82924,1,0.736555,-1,-1,1,-1,1,1,-1,0
-0.78022,-0.906736,-0.690141,-1,-0.485714,-0.931668,-0.648946,-0.973064,0.926815,0.973048,0.943172,0.869797,0.906687,0.928554,0.931146,0.928678,0.715924,0.956435,-0.981357,0.810694,0.931181,0.926915,-0.930599,0.930654,-0.930105,-0.865668,0.865668,0
